index,id,brewery_id,brewery_name,beer_name,style,ounces,abv,ibu,city,state
1222,574,268,Long Trail Brewing Company,Blackbeary Wheat,Fruit / Vegetable Beer,12,0.04,8,Bridgewater Corners,VT
1223,573,268,Long Trail Brewing Company,Long Trail Ale (1),Altbier,12,0.046,30,Bridgewater Corners,VT
1224,2584,41,Lost Nation Brewing,Gose,Gose,16,0.046,8,East Fairfield,VT
1225,2583,41,Lost Nation Brewing,Vermont Pilsner,German Pilsener,16,0.048,20,East Fairfield,VT
1226,2582,41,Lost Nation Brewing,Mosaic Single Hop IPA,American IPA,16,0.055,,East Fairfield,VT
1227,2581,41,Lost Nation Brewing,Lost Galaxy,American IPA,16,0.045,,East Fairfield,VT
1228,1309,430,Lost Rhino Brewing Company,Face Plant IPA,American IPA,12,0.062,65,Ashburn,VA
1229,1308,430,Lost Rhino Brewing Company,Rhino Chasers Pilsner,Czech Pilsener,12,0.056,55,Ashburn,VA
1230,1571,377,Lucette Brewing Company,Slow Hand Stout,American Stout,16,0.052,29,Menominee,WI
1231,1204,456,Lucette Brewing Company,Hips Don't Lie,Hefeweizen,16,0.062,,Menominie,WI
1232,1122,456,Lucette Brewing Company,Ride Again Pale Ale,American Pale Ale (APA),16,0.052,,Menominie,WI
1233,700,456,Lucette Brewing Company,The Farmer's Daughter,American Blonde Ale,16,0.048,,Menominie,WI
1234,2033,245,Lucky Town Brewing Company,Pub Ale,English Dark Mild Ale,12,0.038,18,Jackson,MS
1235,2032,245,Lucky Town Brewing Company,Ballistic Blonde,Belgian Pale Ale,12,0.051,31,Jackson,MS
1236,2311,158,Lumberyard Brewing Company,Knotty Pine,American Pale Ale (APA),12,0.054,,Flagstaff,AZ
1237,1153,158,Lumberyard Brewing Company,Lumberyard Pilsner,American Pilsner,12,0.053,20,Flagstaff,AZ
1238,355,158,Lumberyard Brewing Company,Lumberyard IPA,American IPA,12,0.061,,Flagstaff,AZ
1239,125,158,Lumberyard Brewing Company,Lumberyard Red Ale,American Amber / Red Ale,12,0.058,,Flagstaff,AZ
1240,962,485,MacTarnahans Brewing Company,Mac's Highlander Pale Ale (2000),American Pale Ale (APA),12,0.05,,Portland,OR
1241,961,485,MacTarnahans Brewing Company,Mac's Scottish Style Amber Ale (2000),American Amber / Red Ale,12,0.051,32,Portland,OR
1242,1475,400,Macon Beer Company,Macon Progress Ale,American Pale Ale (APA),12,0.05,,Macon,GA
1243,1008,400,Macon Beer Company,Macon History Ale,American Brown Ale,12,0.055,,Macon,GA
1244,2454,91,Madtree Brewing Company,Galaxy High,American Double / Imperial IPA,12,0.099,,Cincinnati,OH
1245,2209,91,Madtree Brewing Company,Sol Drifter,American Blonde Ale,12,0.043,18,Cincinnati,OH
1246,2133,91,Madtree Brewing Company,Thunder Snow,Winter Warmer,12,0.085,,Cincinnati,OH
1247,1994,91,Madtree Brewing Company,The Great Pumpcan,Fruit / Vegetable Beer,16,0.079,18,Cincinnati,OH
1248,1816,91,Madtree Brewing Company,LIFT,K?lsch,12,0.047,11,Cincinnati,OH
1249,1815,91,Madtree Brewing Company,SPRYE,American Pale Ale (APA),12,0.05,40,Cincinnati,OH
1250,1126,91,Madtree Brewing Company,Psychopathy,American IPA,12,0.069,70,Cincinnati,OH
1251,1125,91,Madtree Brewing Company,Gnarly Brown,American Brown Ale,12,0.07,32,Cincinnati,OH
1252,1124,91,Madtree Brewing Company,Happy Amber,American Amber / Red Ale,12,0.06,30,Cincinnati,OH
1253,1813,303,Magic Hat Brewing Company,#9,Fruit / Vegetable Beer,16,0.051,20,South Burlington,VT
1254,1113,303,Magic Hat Brewing Company,Elder Betty,Hefeweizen,12,0.055,13,South Burlington,VT
1255,360,303,Magic Hat Brewing Company,#9,Fruit / Vegetable Beer,12,0.051,20,South Burlington,VT
1256,511,534,Mammoth Brewing Company,High Country Pilsner (Current),German Pilsener,12,0.042,,Mammoth Lakes,CA
1257,75,534,Mammoth Brewing Company,Epic IPA,American IPA,12,0.065,,Mammoth Lakes,CA
1258,74,534,Mammoth Brewing Company,Golden Trout Pilsner,German Pilsener,12,0.042,,Mammoth Lakes,CA
1259,73,534,Mammoth Brewing Company,Real McCoy Amber Ale (Current),American Amber / Red Ale,12,0.045,,Mammoth Lakes,CA
1260,1628,356,Manayunk Brewing Company,Festivus (1),Winter Warmer,12,0.072,,Philadelphia,PA
1261,1626,356,Manayunk Brewing Company,Manayunk Oktoberfest,M?rzen / Oktoberfest,12,0.067,,Philadelphia,PA
1262,1625,356,Manayunk Brewing Company,Belgian Style Session Ale,Belgian Pale Ale,12,0.045,21,Philadelphia,PA
1263,1624,356,Manayunk Brewing Company,Manayunk IPA,American IPA,12,0.055,,Philadelphia,PA
1264,1600,356,Manayunk Brewing Company,Yunkin' Punkin',Pumpkin Ale,12,0.055,,Philadelphia,PA
1265,1484,356,Manayunk Brewing Company,Summer Paradise,American Pale Wheat Ale,12,0.05,18,Philadelphia,PA
1266,1356,356,Manayunk Brewing Company,Monk from the 'Yunk,Tripel,12,0.09,30,Philadelphia,PA
1267,1355,356,Manayunk Brewing Company,Schuylkill Punch,Fruit / Vegetable Beer,12,0.06,14,Philadelphia,PA
1268,1334,356,Manayunk Brewing Company,Dreamin' Double IPA,American Double / Imperial IPA,12,0.085,85,Philadelphia,PA
1269,1674,346,Manzanita Brewing Company,Chaotic Double IPA,American Double / Imperial IPA,12,0.099,93,Santee,CA
1270,1673,346,Manzanita Brewing Company,Manzanita IPA,American IPA,12,0.08,88,Santee,CA
1271,1672,346,Manzanita Brewing Company,Riverwalk Blonde Ale,American Blonde Ale,12,0.06,25,Santee,CA
1272,1671,346,Manzanita Brewing Company,Gillespie Brown Ale,American Brown Ale,12,0.095,49,Santee,CA
1273,1670,346,Manzanita Brewing Company,Manzanita Pale Ale,American Pale Ale (APA),12,0.066,44,Santee,CA
1274,1262,443,Marble Brewery,Marble Pilsner,German Pilsener,12,0.047,,Albuquerque,NM
1275,845,443,Marble Brewery,Marble India Pale Ale,American IPA,12,0.062,,Albuquerque,NM
1276,1783,317,Marshall Wharf Brewing Company,Toughcats IPA,American IPA,16,0.072,,Belfast,ME
1277,1717,317,Marshall Wharf Brewing Company,Tug Pale Ale,American Pale Ale (APA),16,0.05,,Belfast,ME
1278,1716,317,Marshall Wharf Brewing Company,Sexy Chaos,Russian Imperial Stout,16,0.099,,Belfast,ME
1279,1516,317,Marshall Wharf Brewing Company,Ace Hole American Pale Ale,American Pale Ale (APA),16,0.063,,Belfast,ME
1280,725,317,Marshall Wharf Brewing Company,Cant Dog Imperial Pale Ale,American Double / Imperial IPA,16,0.097,,Belfast,ME
1281,2308,161,Martin House Brewing Company,River House,Saison / Farmhouse Ale,16,0.05,20,Fort Worth,TX
1282,2268,161,Martin House Brewing Company,Pretzel Stout,American Stout,16,0.065,47,Fort Worth,TX
1283,2197,161,Martin House Brewing Company,Rubberneck Red,American Amber / Red Ale,16,0.05,35,Fort Worth,TX
1284,2120,161,Martin House Brewing Company,The Imperial Texan,American Double / Imperial IPA,16,0.08,,Fort Worth,TX
1285,1234,161,Martin House Brewing Company,The Imperial Texan,American Double / Imperial IPA,12,0.08,,Fort Worth,TX
1286,1233,161,Martin House Brewing Company,Day Break 4-Grain Breakfast Beer,Rye Beer,16,0.05,,Fort Worth,TX
1287,1232,161,Martin House Brewing Company,River House Saison,Saison / Farmhouse Ale,12,0.05,,Fort Worth,TX
1288,1231,161,Martin House Brewing Company,There Will Be Stout,American Stout,12,0.065,,Fort Worth,TX
1289,1831,299,Matt Brewing Company,Our Legacy IPA,American IPA,12,0.065,60,Utica,NY
1290,1359,299,Matt Brewing Company,Saranac Shandy,Shandy,12,0.042,,Utica,NY
1291,1135,299,Matt Brewing Company,Our Legacy IPA,American IPA,16,0.065,60,Utica,NY
1292,960,299,Matt Brewing Company,Saranac Golden Pilsener (2003),German Pilsener,12,0.051,,Utica,NY
1293,959,299,Matt Brewing Company,Saranac Adirondack Light (2002),Light Lager,12,0.045,,Utica,NY
1294,958,299,Matt Brewing Company,DAX Light (1998),Light Lager,12,0.045,,Utica,NY
1295,957,299,Matt Brewing Company,Saranac Traditional Lager (2000),American Pale Lager,12,0.048,,Utica,NY
1296,956,299,Matt Brewing Company,Pomegranate Wheat (2008),Fruit / Vegetable Beer,12,0.047,,Utica,NY
1297,773,299,Matt Brewing Company,Blueberry Blonde Ale,American Blonde Ale,12,0.05,12,Utica,NY
1298,686,299,Matt Brewing Company,Saranac White IPA,American IPA,12,0.06,,Utica,NY
1299,453,299,Matt Brewing Company,Saranac Summer Ale (2011),American Pale Wheat Ale,12,0.047,,Utica,NY
1300,150,299,Matt Brewing Company,Saranac Pale Ale (12 oz.),English Pale Ale,12,0.055,,Utica,NY
1301,133,299,Matt Brewing Company,Saranac Pale Ale (16 oz.),English Pale Ale,16,0.055,,Utica,NY
1302,1578,375,Maui Brewing Company,Lahaina Town Brown,American Brown Ale,12,0.051,20,Lahaina,HI
1303,1429,375,Maui Brewing Company,Pau Hana Pilsner,Czech Pilsener,12,0.055,,Lahaina,HI
1304,1271,375,Maui Brewing Company,Lemongrass Saison,Saison / Farmhouse Ale,12,0.05,,Lahaina,HI
1305,713,375,Maui Brewing Company,Aloha B¡¯ak¡¯tun,Belgian Strong Dark Ale,12,0.07,,Lahaina,HI
1306,712,375,Maui Brewing Company,Liquid Breadfruit,Fruit / Vegetable Beer,12,0.082,,Lahaina,HI
1307,690,375,Maui Brewing Company,Sobrehumano Palena'ole,American Amber / Red Ale,12,0.06,24,Lahaina,HI
1308,547,375,Maui Brewing Company,La Perouse White,Witbier,12,0.05,12,Lahaina,HI
1309,435,375,Maui Brewing Company,Flyin' HI.P.Hay,American IPA,12,0.068,68,Lahaina,HI
1310,313,375,Maui Brewing Company,Mana Wheat,American Pale Wheat Ale,12,0.055,15,Lahaina,HI
1311,33,375,Maui Brewing Company,Bikini Blonde Lager,Munich Helles Lager,12,0.045,18,Lahaina,HI
1312,32,375,Maui Brewing Company,CoCoNut Porter,American Porter,12,0.057,30,Lahaina,HI
1313,31,375,Maui Brewing Company,Big Swell IPA,American IPA,12,0.062,65,Lahaina,HI
1314,1237,448,Mavericks Beer Company,Pit Stop Chocolate Porter,American Porter,12,0.037,34,Half Moon Bay,CA
1315,1236,448,Mavericks Beer Company,Pace Setter Belgian Style Wit,Witbier,12,0.037,21,Half Moon Bay,CA
1316,1047,448,Mavericks Beer Company,Back in the Saddle Rye Pale Ale,American Pale Ale (APA),12,0.037,53,Half Moon Bay,CA
1317,1986,254,Meckley's Cidery,Bushwhacker Cider,Cider,16,0.069,,Somerset Center,MI
1318,1985,254,Meckley's Cidery,Weim-R-Iner,Cider,16,0.069,,Somerset Center,MI
1319,1984,254,Meckley's Cidery,Cherry Bomb,Cider,16,0.069,,Somerset Center,MI
1320,2186,203,Mehana Brewing Co.,Tsunami IPA,American IPA,19.2,0.072,75,Hilo,HI
1321,2185,203,Mehana Brewing Co.,Tsunami IPA,American IPA,12,0.072,75,Hilo,HI
1322,2184,203,Mehana Brewing Co.,Humpback Blonde Ale,American Blonde Ale,12,0.042,22,Hilo,HI
1323,2178,203,Mehana Brewing Co.,Hawaiian Crow Porter,American Porter,12,0.052,27,Hilo,HI
1324,2177,203,Mehana Brewing Co.,Volcano Red Ale,American Amber / Red Ale,12,0.052,23,Hilo,HI
1325,2176,203,Mehana Brewing Co.,Mauna Kea Pale Ale,American Pale Ale (APA),12,0.054,42,Hilo,HI
1326,1508,393,Miami Brewing Company,Shark Bait,Fruit / Vegetable Beer,12,0.053,11,Miami,FL
1327,1507,393,Miami Brewing Company,Gator Tail Brown Ale,American Brown Ale,12,0.053,30,Miami,FL
1328,1506,393,Miami Brewing Company,Miami Vice IPA,American IPA,12,0.071,62,Miami,FL
1329,1325,393,Miami Brewing Company,Big Rod Coconut Ale,American Blonde Ale,12,0.053,16,Miami,FL
1330,174,552,Mickey Finn's Brewery,Mickey Finn's Amber Ale,American Amber / Red Ale,12,0.056,,Libertyville,IL
1331,2093,223,Midnight Sun Brewing Company,Pleasure Town,American IPA,12,0.063,61,Anchorage,AK
1332,1814,223,Midnight Sun Brewing Company,Pleasure Town IPA,American IPA,12,0.063,61,Anchorage,AK
1333,587,223,Midnight Sun Brewing Company,Snowshoe White Ale,Witbier,12,0.048,12,Anchorage,AK
1334,586,223,Midnight Sun Brewing Company,Kodiak Brown Ale,American Brown Ale,12,0.05,24,Anchorage,AK
1335,434,223,Midnight Sun Brewing Company,Sockeye Red IPA,American IPA,12,0.057,70,Anchorage,AK
1336,2668,3,Mike Hess Brewing Company,Habitus (2014),American Double / Imperial IPA,16,0.08,100,San Diego,CA
1337,2667,3,Mike Hess Brewing Company,Solis,American IPA,16,0.075,85,San Diego,CA
1338,2666,3,Mike Hess Brewing Company,Jucundus,Wheat Ale,16,0.06,24,San Diego,CA
1339,2664,3,Mike Hess Brewing Company,Habitus,American Double / Imperial IPA,16,0.08,100,San Diego,CA
1340,2663,3,Mike Hess Brewing Company,Grazias,Cream Ale,16,0.063,30,San Diego,CA
1341,2662,3,Mike Hess Brewing Company,Claritas,K?lsch,16,0.058,28,San Diego,CA
1342,2535,65,Mikerphone Brewing,Vinyl Frontier,American Double / Imperial IPA,24,0.083,,Chicago,IL
1343,2534,65,Mikerphone Brewing,Disco Superfly,American IPA,24,0.08,,Chicago,IL
1344,2533,65,Mikerphone Brewing,Misty Mountain Hop,American IPA,24,0.075,,Chicago,IL
1345,2532,65,Mikerphone Brewing,One-Hit Wonderful,Belgian IPA,24,0.075,,Chicago,IL
1346,2531,65,Mikerphone Brewing,En Parfaite Harmonie,Saison / Farmhouse Ale,24,0.065,,Chicago,IL
1347,2530,65,Mikerphone Brewing,Daft Funk,Berliner Weissbier,24,0.043,8,Chicago,IL
1348,2529,65,Mikerphone Brewing,Love In An Ellavator,American IPA,24,0.075,,Chicago,IL
1349,2528,65,Mikerphone Brewing,Spin Doctor,American Pale Ale (APA),24,0.053,,Chicago,IL
1350,1612,363,Mikkeller,Keeper (Current),American Pilsner,12,0.05,,Pottstown,PA
1351,1611,363,Mikkeller,Better Half,American IPA,12,0.068,,Pottstown,PA
1352,1273,440,MillKing It Productions,SNO White Ale,Witbier,16,0.048,,Royal Oak,MI
1353,365,440,MillKing It Productions,BRIK Irish Red Ale,Irish Red Ale,16,0.048,,Royal Oak,MI
1354,273,440,MillKing It Productions,AXL Pale Ale,American Pale Ale (APA),16,,,Royal Oak,MI
1355,1884,284,Milwaukee Brewing Company,Hop Freak,American Double / Imperial IPA,16,0.087,80,Milwaukee,WI
1356,1272,284,Milwaukee Brewing Company,Louie's Demise Amber Ale,American Amber / Red Ale,16,0.051,24,Milwaukee,WI
1357,1080,284,Milwaukee Brewing Company,Hop Happy,American IPA,16,0.075,51,Milwaukee,WI
1358,932,284,Milwaukee Brewing Company,Booyah Farmhouse Ale,Saison / Farmhouse Ale,16,0.065,20,Milwaukee,WI
1359,776,284,Milwaukee Brewing Company,O-Gii,Witbier,16,0.092,,Milwaukee,WI
1360,172,284,Milwaukee Brewing Company,Flaming Damsel Lager (2010),Vienna Lager,16,0.048,18,Milwaukee,WI
1361,171,284,Milwaukee Brewing Company,Louie¡¯s Demise Immort-Ale (2010),American Amber / Red Ale,16,0.051,24,Milwaukee,WI
1362,2361,134,Minhas Craft Brewery,Axe Head Malt Liquor,American Malt Liquor,24,0.099,,Monroe,WI
1363,2359,134,Minhas Craft Brewery,Huber Bock (2014),Bock,16,0.054,,Monroe,WI
1364,2358,134,Minhas Craft Brewery,Minhas Light (2012),Light Lager,12,0.04,,Monroe,WI
1365,2282,134,Minhas Craft Brewery,Huber,American Pale Lager,12,0.05,,Monroe,WI
1366,2281,134,Minhas Craft Brewery,Clear Creek Ice,American Pale Lager,16,0.062,,Monroe,WI
1367,2280,134,Minhas Craft Brewery,Clear Creek Ice,American Pale Lager,12,0.062,,Monroe,WI
1368,2279,134,Minhas Craft Brewery,Mountain Crest,American Pale Lager,16,0.055,,Monroe,WI
1369,2278,134,Minhas Craft Brewery,Mountain Crest,American Pale Lager,12,0.055,,Monroe,WI
1370,2277,134,Minhas Craft Brewery,Mountain Creek (2013),American Pale Lager,12,0.055,,Monroe,WI
1371,2276,134,Minhas Craft Brewery,Boxer,American Adjunct Lager,24,0.05,,Monroe,WI
1372,2275,134,Minhas Craft Brewery,Boxer Light,Light Lager,12,0.042,,Monroe,WI
1373,2274,134,Minhas Craft Brewery,Boxer Ice,American Adjunct Lager,12,0.055,,Monroe,WI
1374,2273,134,Minhas Craft Brewery,Boxer,American Adjunct Lager,12,0.05,,Monroe,WI
1375,2442,98,Mission Brewery,Cortez Gold,Belgian Pale Ale,32,0.05,,San Diego,CA
1376,2441,98,Mission Brewery,Mission IPA,American IPA,32,0.068,66,San Diego,CA
1377,1460,98,Mission Brewery,El Conquistador Extra Pale Ale,American Pale Ale (APA),32,0.048,44,San Diego,CA
1378,1459,98,Mission Brewery,Shipwrecked Double IPA,American Double / Imperial IPA,32,0.092,75,San Diego,CA
1379,1476,399,Moab Brewery,Squeaky Bike Nut Brown Ale,American Brown Ale,16,0.04,,Moab,UT
1380,902,399,Moab Brewery,Dead Horse Amber,American Pale Wheat Ale,16,0.04,,Moab,UT
1381,645,399,Moab Brewery,Rocket Bike American Lager,California Common / Steam Beer,16,0.04,,Moab,UT
1382,644,399,Moab Brewery,Johnny's American IPA,American IPA,16,0.04,,Moab,UT
1383,337,547,Moat Mountain Smoke House & Brew...,Boneshaker Brown Ale,English Brown Ale,24,0.055,,North Conway,NH
1384,336,547,Moat Mountain Smoke House & Brew...,Iron Mike Pale Ale,American Pale Ale (APA),24,0.056,,North Conway,NH
1385,2236,189,Modern Monks Brewery,Monkadelic,American Pale Ale (APA),12,0.042,,Lincoln,NE
1386,2159,209,Modern Times Beer,City of the Sun,American IPA,16,0.075,85,San Diego,CA
1387,2157,209,Modern Times Beer,Booming Rollers,American IPA,16,0.068,75,San Diego,CA
1388,2156,209,Modern Times Beer,Oneida,American Pale Ale (APA),16,0.052,50,San Diego,CA
1389,2154,209,Modern Times Beer,Aurora,American Amber / Red Ale,16,0.067,75,San Diego,CA
1390,1495,209,Modern Times Beer,Lomaland,Saison / Farmhouse Ale,16,0.055,30,San Diego,CA
1391,1494,209,Modern Times Beer,Fortunate Islands,American Pale Wheat Ale,16,0.047,46,San Diego,CA
1392,1493,209,Modern Times Beer,Black House,American Stout,16,0.058,40,San Diego,CA
1393,1492,209,Modern Times Beer,Blazing World,American Amber / Red Ale,16,0.065,115,San Diego,CA
1394,327,549,Mogollon Brewing Company,Wapiti Amber Ale,American Amber / Red Ale,12,0.05,,Flagstaff,AZ
1395,719,514,Monkey Paw Pub & Brewery,Sweet Georgia Brown,American Brown Ale,16,0.054,,San Diego,CA
1396,718,514,Monkey Paw Pub & Brewery,Rich Man's IIPA,American Double / Imperial IPA,16,0.087,,San Diego,CA
1397,717,514,Monkey Paw Pub & Brewery,Monkey Paw Oatmeal Pale Ale,American Pale Ale (APA),16,0.058,,San Diego,CA
1398,1907,276,Montauk Brewing Company,Montauk Summer Ale,American Blonde Ale,12,0.056,28,Montauk,NY
1399,1906,276,Montauk Brewing Company,Driftwood Ale,Extra Special / Strong Bitter (ESB),12,0.06,49,Montauk,NY
1400,1756,326,Morgan Street Brewery,When Helles Freezes Over,Munich Helles Lager,12,0.056,18,Saint Louis,MO
1401,1617,326,Morgan Street Brewery,Morgan Street Oktoberfest,M?rzen / Oktoberfest,12,0.049,24,Saint Louis,MO
1402,1052,326,Morgan Street Brewery,Honey Wheat,American Pale Wheat Ale,12,0.047,14,Saint Louis,MO
1403,1051,326,Morgan Street Brewery,Black Bear Dark Lager,Schwarzbier,12,0.046,24,Saint Louis,MO
1404,1046,326,Morgan Street Brewery,Golden Pilsner,German Pilsener,12,0.05,35,Saint Louis,MO
1405,2413,111,Mother Earth Brew Company,Cali Creamin',Cream Ale,12,0.052,21,Vista,CA
1406,419,540,Mother Earth Brewing Company,Second Wind Pale Ale,American Pale Ale (APA),12,0.05,,Kinston,NC
1407,408,540,Mother Earth Brewing Company,Sunny Haze,Hefeweizen,12,0.05,,Kinston,NC
1408,2237,188,Mother's Brewing,Towhead,American Blonde Ale,12,0.052,21,Springfield,MO
1409,2208,188,Mother's Brewing,Lil' Helper,American IPA,12,0.07,70,Springfield,MO
1410,1952,260,Mountain Town Brewing Company,Train Wreck,American Amber / Red Ale,16,0.082,,Mount Pleasant,MI
1411,768,507,Mudshark Brewing Company,Full Moon Belgian White Ale,Witbier,12,0.085,,Lake Havasu City,AZ
1412,625,507,Mudshark Brewing Company,Desert Magic IPA,American IPA,12,0.072,,Lake Havasu City,AZ
1413,326,507,Mudshark Brewing Company,Up River Light,Light Lager,12,0.042,,Lake Havasu City,AZ
1414,132,507,Mudshark Brewing Company,Full Moon Belgian White Ale (2007),Witbier,12,0.085,,Lake Havasu City,AZ
1415,131,507,Mudshark Brewing Company,Dry Heat Hefeweizen (2006),Hefeweizen,12,0.055,,Lake Havasu City,AZ
1416,1598,366,Mustang Brewing Company,Mustang Sixty-Six,American Amber / Red Lager,12,0.05,,Mustang,OK
1417,862,366,Mustang Brewing Company,Mustang '33,American Pale Lager,12,0.04,,Mustang,OK
1418,699,366,Mustang Brewing Company,Session '33 (2011),American Pale Lager,12,0.04,,Mustang,OK
1419,421,366,Mustang Brewing Company,Mustang Golden Ale,American Blonde Ale,12,0.053,10,Mustang,OK
1420,420,366,Mustang Brewing Company,Washita Wheat,American Pale Wheat Ale,12,0.053,14,Mustang,OK
1421,2345,143,Narragansett Brewing Company,Gansett Light,Light Lager,16,0.037,10,Providence,RI
1422,2224,143,Narragansett Brewing Company,Bohemian Pils,American Pilsner,16,0.052,30,Providence,RI
1423,1775,143,Narragansett Brewing Company,Autocrat Coffee Milk Stout,Milk / Sweet Stout,16,0.053,30,Providence,RI
1424,1291,143,Narragansett Brewing Company,Narragansett Bohemian Pilsner,German Pilsener,16,0.086,35,Providence,RI
1425,1093,143,Narragansett Brewing Company,Narragansett Summer Ale,American Pale Wheat Ale,12,0.042,24,Providence,RI
1426,580,143,Narragansett Brewing Company,Narragansett Cream Ale,Cream Ale,16,0.05,22,Providence,RI
1427,403,143,Narragansett Brewing Company,Narragansett Summer Ale,American Pale Wheat Ale,16,0.042,24,Providence,RI
1428,316,143,Narragansett Brewing Company,Narragansett Porter,American Porter,16,0.07,22,Providence,RI
1429,315,143,Narragansett Brewing Company,Narragansett Bock,Bock,16,0.065,32,Providence,RI
1430,314,143,Narragansett Brewing Company,Narragansett Fest Lager,M?rzen / Oktoberfest,16,0.055,15,Providence,RI
1431,1537,387,Natian Brewery,Undun Blonde Ale,American Blonde Ale,16,0.053,,Portland,OR
1432,1536,387,Natian Brewery,CuDa Cascadian Dark Ale,American Black Ale,16,0.074,,Portland,OR
1433,1265,387,Natian Brewery,Old Grogham Imperial India Pale Ale,American Double / Imperial IPA,16,0.085,86,Portland,OR
1434,747,387,Natian Brewery,Old Grogham Imperial India Pale Ale (2012),American Double / Imperial IPA,16,0.085,86,Portland,OR
1435,746,387,Natian Brewery,CuDa Cascadian Dark Ale (2012),American Black Ale,16,0.074,,Portland,OR
1436,654,387,Natian Brewery,Undun Blonde Ale (2012),American Blonde Ale,16,0.053,,Portland,OR
1437,1705,337,Nebraska Brewing Company,Wick For Brains,Pumpkin Ale,12,0.061,11,Papillion,NE
1438,1148,337,Nebraska Brewing Company,Nebraska India Pale Ale,American IPA,12,0.065,65,Papillion,NE
1439,1147,337,Nebraska Brewing Company,EOS Hefeweizen,Hefeweizen,12,0.048,10,Papillion,NE
1440,1146,337,Nebraska Brewing Company,Brunette Nut Brown Ale,English Brown Ale,12,0.048,15,Papillion,NE
1441,1145,337,Nebraska Brewing Company,Cardinal Pale Ale,American Pale Ale (APA),12,0.057,29,Papillion,NE
1442,1758,325,Neshaminy Creek Brewing Company,County Line IPA,American IPA,12,0.066,,Croydon,PA
1443,1757,325,Neshaminy Creek Brewing Company,Trauger Pilsner,German Pilsener,12,0.048,,Croydon,PA
1444,2475,82,New Belgium Brewing Company,Slow Ride,American IPA,12,0.045,40,Fort Collins,CO
1445,2230,82,New Belgium Brewing Company,Ranger IPA,American IPA,12,0.065,70,Fort Collins,CO
1446,1987,82,New Belgium Brewing Company,Shift,American Pale Lager,12,0.05,29,Fort Collins,CO
1447,1978,82,New Belgium Brewing Company,1554 Black Lager,Euro Dark Lager,12,0.056,21,Fort Collins,CO
1448,1975,82,New Belgium Brewing Company,Blue Paddle,Czech Pilsener,12,0.048,,Fort Collins,CO
1449,1737,82,New Belgium Brewing Company,California Route,American Amber / Red Lager,12,0.055,,Fort Collins,CO
1450,1707,82,New Belgium Brewing Company,Snapshot,American Pale Wheat Ale,16,0.052,,Fort Collins,CO
1451,1690,82,New Belgium Brewing Company,Sunshine Wheat Beer,American Pale Wheat Ale,12,0.048,,Fort Collins,CO
1452,1586,82,New Belgium Brewing Company,Fat Tire Amber Ale,American Amber / Red Ale,12,0.052,18,Fort Collins,CO
1453,952,82,New Belgium Brewing Company,Shift (1),American Pale Lager,12,0.05,29,Fort Collins,CO
1454,748,82,New Belgium Brewing Company,Fat Tire Amber Ale (2011),American Amber / Red Ale,12,0.052,18,Fort Collins,CO
1455,578,82,New Belgium Brewing Company,Shift,American Pale Lager,16,0.05,29,Fort Collins,CO
1456,564,82,New Belgium Brewing Company,Ranger IPA,American IPA,16,0.065,70,Fort Collins,CO
1457,563,82,New Belgium Brewing Company,Fat Tire Amber Ale,American Amber / Red Ale,16,0.052,18,Fort Collins,CO
1458,115,82,New Belgium Brewing Company,Ranger IPA (Current),American IPA,12,0.065,70,Fort Collins,CO
1459,72,82,New Belgium Brewing Company,Sunshine Wheat Beer (2009),American Pale Wheat Ale,12,0.048,,Fort Collins,CO
1460,71,82,New Belgium Brewing Company,Fat Tire Amber Ale (2008),American Amber / Red Ale,12,0.052,18,Fort Collins,CO
1461,1417,410,New England Brewing Company,Weiss Trash Culture,Berliner Weissbier,12,0.034,6,Woodbridge,CT
1462,885,410,New England Brewing Company,Sea Hag IPA,American IPA,12,0.062,,Woodbridge,CT
1463,884,410,New England Brewing Company,Elm City Pilsner,American Pilsner,12,0.05,,Woodbridge,CT
1464,757,410,New England Brewing Company,Atlantic Amber Ale (2004),American Amber / Red Ale,12,0.05,,Woodbridge,CT
1465,568,410,New England Brewing Company,668 Neighbor of the Beast12 oz.,Belgian Pale Ale,12,0.09,,Woodbridge,CT
1466,320,410,New England Brewing Company,Gandhi-Bot Double IPA (12 oz.),American Double / Imperial IPA,12,0.088,85,Woodbridge,CT
1467,43,410,New England Brewing Company,668 Neighbor of the Beast (16 oz.) (2010),Belgian Pale Ale,16,0.09,,Woodbridge,CT
1468,42,410,New England Brewing Company,Gandhi-Bot Double IPA (16 oz.) (2010),American Double / Imperial IPA,16,0.088,85,Woodbridge,CT
1469,41,410,New England Brewing Company,Elm City Lager (2007),American Pilsner,12,0.05,,Woodbridge,CT
1470,40,410,New England Brewing Company,Atlantic Amber Ale (2007),American Amber / Red Ale,12,0.05,,Woodbridge,CT
1471,39,410,New England Brewing Company,Sea Hag IPA (Current),American IPA,12,0.062,,Woodbridge,CT
1472,2272,174,New Orleans Lager & Ale Brewing ...,Rebirth Pale Ale,American Pale Ale (APA),12,0.05,,New Orleans,LA
1473,1582,174,New Orleans Lager & Ale Brewing ...,Irish Channel Stout,American Stout,16,0.068,,New Orleans,LA
1474,1114,174,New Orleans Lager & Ale Brewing ...,MechaHopzilla,American Double / Imperial IPA,16,0.088,,New Orleans,LA
1475,486,174,New Orleans Lager & Ale Brewing ...,Hopitoulas IPA,American IPA,16,0.065,,New Orleans,LA
