id,brewery_id,beer_name,style,ounces,abv,ibu,brewery_name,city,state
666,125,Rodeo Clown Double IPA,American Double / Imperial IPA,12,0.095,85,Karbach Brewing Company,Houston,TX
465,125,Sympathy for the Lager,American Amber / Red Lager,12,0.049,45,Karbach Brewing Company,Houston,TX
464,125,Weisse Versa,Hefeweizen,12,0.052,15,Karbach Brewing Company,Houston,TX
463,125,Hopadillo India Pale Ale,American IPA,12,0.066,70,Karbach Brewing Company,Houston,TX
1678,342,KelSo Nut Brown Lager,Euro Dark Lager,12,0.057,19,KelSo Beer Company,Brooklyn,NY
1572,342,KelSo India Pale Ale,American IPA,12,0.06,64,KelSo Beer Company,Brooklyn,NY
1348,342,KelSo Pilsner,Czech Pilsener,12,0.055,23,KelSo Beer Company,Brooklyn,NY
1193,458,Skilak Scottish Ale,Scottish Ale,12,0.058,,Kenai River Brewing Company,Soldotna,AK
1187,458,Peninsula Brewers Reserve (PBR),American Blonde Ale,12,0.05,15,Kenai River Brewing Company,Soldotna,AK
349,458,Sunken Island IPA,American IPA,12,0.068,,Kenai River Brewing Company,Soldotna,AK
348,458,Skilak Scottish Ale (2011),Scottish Ale,12,0.058,,Kenai River Brewing Company,Soldotna,AK
760,510,Cold Smoke Scotch Ale (2007),Scotch Ale / Wee Heavy,16,0.065,11,Kettle House Brewing Company,Missoula,MT
759,510,Double Haul IPA (2009),American IPA,16,0.065,65,Kettle House Brewing Company,Missoula,MT
758,510,Double Haul IPA (2006),American IPA,16,0.065,65,Kettle House Brewing Company,Missoula,MT
87,510,Eddy Out Pale Ale,American Pale Ale (APA),16,0.055,50,Kettle House Brewing Company,Missoula,MT
86,510,Double Haul IPA,American IPA,16,0.065,65,Kettle House Brewing Company,Missoula,MT
85,510,Cold Smoke Scotch Ale,Scotch Ale / Wee Heavy,16,0.065,11,Kettle House Brewing Company,Missoula,MT
2472,84,U. P. Witbier,Witbier,12,,,Keweenaw Brewing Company,Houghton,MI
779,84,November Gale Pale Ale,American Pale Ale (APA),12,,,Keweenaw Brewing Company,Houghton,MI
364,84,Olde Ore Dock Scottish Ale,Scottish Ale,12,,,Keweenaw Brewing Company,Houghton,MI
60,84,Widow Maker Black Ale,American Brown Ale,12,,,Keweenaw Brewing Company,Houghton,MI
59,84,Lift Bridge Brown Ale,American Brown Ale,12,,,Keweenaw Brewing Company,Houghton,MI
58,84,Pick Axe Blonde Ale,American Blonde Ale,12,,,Keweenaw Brewing Company,Houghton,MI
57,84,Red Jacket Amber Ale,American Amber / Red Ale,12,,,Keweenaw Brewing Company,Houghton,MI
2436,102,Amber Ale,American Amber / Red Ale,12,0.051,,King Street Brewing Company,Anchorage,AK
1706,102,King Street Pilsner,Czech Pilsener,12,0.055,,King Street Brewing Company,Anchorage,AK
1667,102,King Street IPA,American IPA,12,0.06,70,King Street Brewing Company,Anchorage,AK
1666,102,King Street Hefeweizen,Hefeweizen,12,0.057,10,King Street Brewing Company,Anchorage,AK
1665,102,King Street Blonde Ale,American Blonde Ale,12,0.049,,King Street Brewing Company,Anchorage,AK
2460,87,India Pale Ale,American IPA,16,0.063,65,Kirkwood Station Brewing Company,Kirkwood,MO
2459,87,Blackberry Wheat,American Pale Wheat Ale,16,0.048,11,Kirkwood Station Brewing Company,Kirkwood,MO
1274,439,Longboard Island Lager,American Amber / Red Lager,24,0.046,18,Kona Brewing Company,Kona,HI
1220,439,Longboard Island Lager,American Amber / Red Lager,16,0.046,18,Kona Brewing Company,Kona,HI
1070,439,Longboard Island Lager,American Amber / Red Lager,12,0.046,18,Kona Brewing Company,Kona,HI
590,439,Longboard Island Lager,American Amber / Red Lager,12,0.046,18,Kona Brewing Company,Kona,HI
781,505,Choc Beer (2003),American Dark Wheat Ale,12,0.04,9,Krebs Brewing Company (Pete's Pl...,Krebs,OK
1637,354,Bellingham Beer Week 2013 Collaboration,Belgian Strong Dark Ale,16,0.08,,Kulshan Brewery,Bellingham,WA
1741,332,A Slice of Hefen,Hefeweizen,16,0.054,15,La Cumbre Brewing Company,Albuquerque,NM
664,332,Elevated IPA,American IPA,16,0.072,100,La Cumbre Brewing Company,Albuquerque,NM
392,545,Rumspringa Golden Bock,Maibock / Helles Bock,12,0.066,30,Lancaster Brewing Company,Lancaster,PA
195,545,Lancaster German Style Kölsch,Kölsch,12,0.048,28,Lancaster Brewing Company,Lancaster,PA
2547,59,Beach Cruiser,Hefeweizen,12,0.045,,Latitude 42 Brewing Company,Portage,MI
2493,59,I.P. Eh!,American IPA,12,0.068,,Latitude 42 Brewing Company,Portage,MI
2492,59,Schoolhouse Honey,American Amber / Red Ale,12,0.05,,Latitude 42 Brewing Company,Portage,MI
2491,59,10 Degrees of Separation,English Brown Ale,12,0.055,,Latitude 42 Brewing Company,Portage,MI
2108,218,Laughing Dog Cream Ale,Cream Ale,12,0.05,12,Laughing Dog Brewing Company,Ponderay,ID
1397,218,Two-One Niner,American Pilsner,12,0.048,9,Laughing Dog Brewing Company,Ponderay,ID
1396,218,Laughing Dog IPA,American IPA,12,0.064,66,Laughing Dog Brewing Company,Ponderay,ID
1675,345,Madra Allta,American IPA,12,0.064,95,Lavery Brewing Company,Erie,PA
1249,345,Duluchan India Pale Ale,American IPA,12,0.056,70,Lavery Brewing Company,Erie,PA
1445,406,Lazy Monk Bohemian Pilsner,Czech Pilsener,16,0.05,,Lazy Monk Brewing,Eau Claire,WI
475,537,Yellowstone Golden Ale,Kölsch,12,0.051,,Lewis and Clark Brewing Company,Helena,MT
474,537,Tumbleweed IPA,American IPA,12,0.057,,Lewis and Clark Brewing Company,Helena,MT
473,537,Lewis & Clark Amber Ale,American Amber / Red Ale,12,0.05,,Lewis and Clark Brewing Company,Helena,MT
472,537,Miner's Gold Hefeweizen,Hefeweizen,12,0.05,,Lewis and Clark Brewing Company,Helena,MT
471,537,Back Country Scottish Ale,Scottish Ale,12,0.057,,Lewis and Clark Brewing Company,Helena,MT
2036,244,Getaway,German Pilsener,16,0.052,30,Lift Bridge Brewing Company,Stillwater,MN
1168,244,Farm Girl Saison,Saison / Farmhouse Ale,16,0.06,30,Lift Bridge Brewing Company,Stillwater,MN
1832,298,Adam's Stout,American Stout,12,0.058,40,Liquid Hero Brewery,York,PA
1688,298,American Hero,American Amber / Red Ale,12,0.057,42,Liquid Hero Brewery,York,PA
1687,298,Schweet Ale,Fruit / Vegetable Beer,12,0.052,20,Liquid Hero Brewery,York,PA
1686,298,Irregardless IPA,American IPA,12,0.065,75,Liquid Hero Brewery,York,PA
2434,104,Peach Pale Ale,American Pale Ale (APA),12,0.057,40,Lone Tree Brewing Company,Lone Tree,CO
2332,149,Deadeye Jack,American Porter,12,0.06,,Lonerider Brewing Company,Raleigh,NC
2330,149,Pistols at Dawn,American Stout,16,0.075,,Lonerider Brewing Company,Raleigh,NC
2329,149,Peacemaker Pale Ale,American Pale Ale (APA),12,0.057,47,Lonerider Brewing Company,Raleigh,NC
2327,149,Shotgun Betty,Hefeweizen,12,0.058,11,Lonerider Brewing Company,Raleigh,NC
2326,149,Sweet Josie,American Brown Ale,12,0.061,30,Lonerider Brewing Company,Raleigh,NC
1926,268,Long Trail IPA,English India Pale Ale (IPA),12,0.059,42,Long Trail Brewing Company,Bridgewater Corners,VT
1924,268,Long Trail Ale,American Amber / Red Ale,12,0.046,30,Long Trail Brewing Company,Bridgewater Corners,VT
1090,268,Double Bag,Altbier,16,0.072,33,Long Trail Brewing Company,Bridgewater Corners,VT
574,268,Blackbeary Wheat,Fruit / Vegetable Beer,12,0.04,8,Long Trail Brewing Company,Bridgewater Corners,VT
573,268,Long Trail Ale (1),Altbier,12,0.046,30,Long Trail Brewing Company,Bridgewater Corners,VT
2584,41,Gose,Gose,16,0.046,8,Lost Nation Brewing,East Fairfield,VT
2583,41,Vermont Pilsner,German Pilsener,16,0.048,20,Lost Nation Brewing,East Fairfield,VT
2582,41,Mosaic Single Hop IPA,American IPA,16,0.055,,Lost Nation Brewing,East Fairfield,VT
2581,41,Lost Galaxy,American IPA,16,0.045,,Lost Nation Brewing,East Fairfield,VT
1309,430,Face Plant IPA,American IPA,12,0.062,65,Lost Rhino Brewing Company,Ashburn,VA
1308,430,Rhino Chasers Pilsner,Czech Pilsener,12,0.056,55,Lost Rhino Brewing Company,Ashburn,VA
1571,377,Slow Hand Stout,American Stout,16,0.052,29,Lucette Brewing Company,Menominee,WI
1204,456,Hips Don't Lie,Hefeweizen,16,0.062,,Lucette Brewing Company,Menominie,WI
1122,456,Ride Again Pale Ale,American Pale Ale (APA),16,0.052,,Lucette Brewing Company,Menominie,WI
700,456,The Farmer's Daughter,American Blonde Ale,16,0.048,,Lucette Brewing Company,Menominie,WI
2033,245,Pub Ale,English Dark Mild Ale,12,0.038,18,Lucky Town Brewing Company,Jackson,MS
2032,245,Ballistic Blonde,Belgian Pale Ale,12,0.051,31,Lucky Town Brewing Company,Jackson,MS
2311,158,Knotty Pine,American Pale Ale (APA),12,0.054,,Lumberyard Brewing Company,Flagstaff,AZ
1153,158,Lumberyard Pilsner,American Pilsner,12,0.053,20,Lumberyard Brewing Company,Flagstaff,AZ
355,158,Lumberyard IPA,American IPA,12,0.061,,Lumberyard Brewing Company,Flagstaff,AZ
125,158,Lumberyard Red Ale,American Amber / Red Ale,12,0.058,,Lumberyard Brewing Company,Flagstaff,AZ
962,485,Mac's Highlander Pale Ale (2000),American Pale Ale (APA),12,0.05,,MacTarnahans Brewing Company,Portland,OR
961,485,Mac's Scottish Style Amber Ale (2000),American Amber / Red Ale,12,0.051,32,MacTarnahans Brewing Company,Portland,OR
1475,400,Macon Progress Ale,American Pale Ale (APA),12,0.05,,Macon Beer Company,Macon,GA
1008,400,Macon History Ale,American Brown Ale,12,0.055,,Macon Beer Company,Macon,GA
2454,91,Galaxy High,American Double / Imperial IPA,12,0.099,,Madtree Brewing Company,Cincinnati,OH
2209,91,Sol Drifter,American Blonde Ale,12,0.043,18,Madtree Brewing Company,Cincinnati,OH
2133,91,Thunder Snow,Winter Warmer,12,0.085,,Madtree Brewing Company,Cincinnati,OH
1994,91,The Great Pumpcan,Fruit / Vegetable Beer,16,0.079,18,Madtree Brewing Company,Cincinnati,OH
1816,91,LIFT,Kölsch,12,0.047,11,Madtree Brewing Company,Cincinnati,OH
1815,91,SPRYE,American Pale Ale (APA),12,0.05,40,Madtree Brewing Company,Cincinnati,OH
1126,91,Psychopathy,American IPA,12,0.069,70,Madtree Brewing Company,Cincinnati,OH
1125,91,Gnarly Brown,American Brown Ale,12,0.07,32,Madtree Brewing Company,Cincinnati,OH
1124,91,Happy Amber,American Amber / Red Ale,12,0.06,30,Madtree Brewing Company,Cincinnati,OH
1813,303,#9,Fruit / Vegetable Beer,16,0.051,20,Magic Hat Brewing Company,South Burlington,VT
1113,303,Elder Betty,Hefeweizen,12,0.055,13,Magic Hat Brewing Company,South Burlington,VT
360,303,#9,Fruit / Vegetable Beer,12,0.051,20,Magic Hat Brewing Company,South Burlington,VT
511,534,High Country Pilsner (Current),German Pilsener,12,0.042,,Mammoth Brewing Company,Mammoth Lakes,CA
75,534,Epic IPA,American IPA,12,0.065,,Mammoth Brewing Company,Mammoth Lakes,CA
74,534,Golden Trout Pilsner,German Pilsener,12,0.042,,Mammoth Brewing Company,Mammoth Lakes,CA
73,534,Real McCoy Amber Ale (Current),American Amber / Red Ale,12,0.045,,Mammoth Brewing Company,Mammoth Lakes,CA
1628,356,Festivus (1),Winter Warmer,12,0.072,,Manayunk Brewing Company,Philadelphia,PA
1626,356,Manayunk Oktoberfest,Märzen / Oktoberfest,12,0.067,,Manayunk Brewing Company,Philadelphia,PA
1625,356,Belgian Style Session Ale,Belgian Pale Ale,12,0.045,21,Manayunk Brewing Company,Philadelphia,PA
1624,356,Manayunk IPA,American IPA,12,0.055,,Manayunk Brewing Company,Philadelphia,PA
1600,356,Yunkin' Punkin',Pumpkin Ale,12,0.055,,Manayunk Brewing Company,Philadelphia,PA
1484,356,Summer Paradise,American Pale Wheat Ale,12,0.05,18,Manayunk Brewing Company,Philadelphia,PA
1356,356,Monk from the 'Yunk,Tripel,12,0.09,30,Manayunk Brewing Company,Philadelphia,PA
1355,356,Schuylkill Punch,Fruit / Vegetable Beer,12,0.06,14,Manayunk Brewing Company,Philadelphia,PA
1334,356,Dreamin' Double IPA,American Double / Imperial IPA,12,0.085,85,Manayunk Brewing Company,Philadelphia,PA
1674,346,Chaotic Double IPA,American Double / Imperial IPA,12,0.099,93,Manzanita Brewing Company,Santee,CA
1673,346,Manzanita IPA,American IPA,12,0.08,88,Manzanita Brewing Company,Santee,CA
1672,346,Riverwalk Blonde Ale,American Blonde Ale,12,0.06,25,Manzanita Brewing Company,Santee,CA
1671,346,Gillespie Brown Ale,American Brown Ale,12,0.095,49,Manzanita Brewing Company,Santee,CA
1670,346,Manzanita Pale Ale,American Pale Ale (APA),12,0.066,44,Manzanita Brewing Company,Santee,CA
1262,443,Marble Pilsner,German Pilsener,12,0.047,,Marble Brewery,Albuquerque,NM
845,443,Marble India Pale Ale,American IPA,12,0.062,,Marble Brewery,Albuquerque,NM
1783,317,Toughcats IPA,American IPA,16,0.072,,Marshall Wharf Brewing Company,Belfast,ME
1717,317,Tug Pale Ale,American Pale Ale (APA),16,0.05,,Marshall Wharf Brewing Company,Belfast,ME
1716,317,Sexy Chaos,Russian Imperial Stout,16,0.099,,Marshall Wharf Brewing Company,Belfast,ME
1516,317,Ace Hole American Pale Ale,American Pale Ale (APA),16,0.063,,Marshall Wharf Brewing Company,Belfast,ME
725,317,Cant Dog Imperial Pale Ale,American Double / Imperial IPA,16,0.097,,Marshall Wharf Brewing Company,Belfast,ME
2308,161,River House,Saison / Farmhouse Ale,16,0.05,20,Martin House Brewing Company,Fort Worth,TX
2268,161,Pretzel Stout,American Stout,16,0.065,47,Martin House Brewing Company,Fort Worth,TX
2197,161,Rubberneck Red,American Amber / Red Ale,16,0.05,35,Martin House Brewing Company,Fort Worth,TX
2120,161,The Imperial Texan,American Double / Imperial IPA,16,0.08,,Martin House Brewing Company,Fort Worth,TX
1234,161,The Imperial Texan,American Double / Imperial IPA,12,0.08,,Martin House Brewing Company,Fort Worth,TX
1233,161,Day Break 4-Grain Breakfast Beer,Rye Beer,16,0.05,,Martin House Brewing Company,Fort Worth,TX
1232,161,River House Saison,Saison / Farmhouse Ale,12,0.05,,Martin House Brewing Company,Fort Worth,TX
1231,161,There Will Be Stout,American Stout,12,0.065,,Martin House Brewing Company,Fort Worth,TX
1831,299,Our Legacy IPA,American IPA,12,0.065,60,Matt Brewing Company,Utica,NY
1359,299,Saranac Shandy,Shandy,12,0.042,,Matt Brewing Company,Utica,NY
1135,299,Our Legacy IPA,American IPA,16,0.065,60,Matt Brewing Company,Utica,NY
960,299,Saranac Golden Pilsener (2003),German Pilsener,12,0.051,,Matt Brewing Company,Utica,NY
959,299,Saranac Adirondack Light (2002),Light Lager,12,0.045,,Matt Brewing Company,Utica,NY
958,299,DAX Light (1998),Light Lager,12,0.045,,Matt Brewing Company,Utica,NY
957,299,Saranac Traditional Lager (2000),American Pale Lager,12,0.048,,Matt Brewing Company,Utica,NY
956,299,Pomegranate Wheat (2008),Fruit / Vegetable Beer,12,0.047,,Matt Brewing Company,Utica,NY
773,299,Blueberry Blonde Ale,American Blonde Ale,12,0.05,12,Matt Brewing Company,Utica,NY
686,299,Saranac White IPA,American IPA,12,0.06,,Matt Brewing Company,Utica,NY
453,299,Saranac Summer Ale (2011),American Pale Wheat Ale,12,0.047,,Matt Brewing Company,Utica,NY
150,299,Saranac Pale Ale (12 oz.),English Pale Ale,12,0.055,,Matt Brewing Company,Utica,NY
133,299,Saranac Pale Ale (16 oz.),English Pale Ale,16,0.055,,Matt Brewing Company,Utica,NY
1578,375,Lahaina Town Brown,American Brown Ale,12,0.051,20,Maui Brewing Company,Lahaina,HI
1429,375,Pau Hana Pilsner,Czech Pilsener,12,0.055,,Maui Brewing Company,Lahaina,HI
1271,375,Lemongrass Saison,Saison / Farmhouse Ale,12,0.05,,Maui Brewing Company,Lahaina,HI
713,375,Aloha B’ak’tun,Belgian Strong Dark Ale,12,0.07,,Maui Brewing Company,Lahaina,HI
712,375,Liquid Breadfruit,Fruit / Vegetable Beer,12,0.082,,Maui Brewing Company,Lahaina,HI
690,375,Sobrehumano Palena'ole,American Amber / Red Ale,12,0.06,24,Maui Brewing Company,Lahaina,HI
547,375,La Perouse White,Witbier,12,0.05,12,Maui Brewing Company,Lahaina,HI
435,375,Flyin' HI.P.Hay,American IPA,12,0.068,68,Maui Brewing Company,Lahaina,HI
313,375,Mana Wheat,American Pale Wheat Ale,12,0.055,15,Maui Brewing Company,Lahaina,HI
33,375,Bikini Blonde Lager,Munich Helles Lager,12,0.045,18,Maui Brewing Company,Lahaina,HI
32,375,CoCoNut Porter,American Porter,12,0.057,30,Maui Brewing Company,Lahaina,HI
31,375,Big Swell IPA,American IPA,12,0.062,65,Maui Brewing Company,Lahaina,HI
1237,448,Pit Stop Chocolate Porter,American Porter,12,0.037,34,Mavericks Beer Company,Half Moon Bay,CA
1236,448,Pace Setter Belgian Style Wit,Witbier,12,0.037,21,Mavericks Beer Company,Half Moon Bay,CA
1047,448,Back in the Saddle Rye Pale Ale,American Pale Ale (APA),12,0.037,53,Mavericks Beer Company,Half Moon Bay,CA
1986,254,Bushwhacker Cider,Cider,16,0.069,,Meckley's Cidery,Somerset Center,MI
1985,254,Weim-R-Iner,Cider,16,0.069,,Meckley's Cidery,Somerset Center,MI
1984,254,Cherry Bomb,Cider,16,0.069,,Meckley's Cidery,Somerset Center,MI
2186,203,Tsunami IPA,American IPA,19.2,0.072,75,Mehana Brewing Co.,Hilo,HI
2185,203,Tsunami IPA,American IPA,12,0.072,75,Mehana Brewing Co.,Hilo,HI
2184,203,Humpback Blonde Ale,American Blonde Ale,12,0.042,22,Mehana Brewing Co.,Hilo,HI
2178,203,Hawaiian Crow Porter,American Porter,12,0.052,27,Mehana Brewing Co.,Hilo,HI
2177,203,Volcano Red Ale,American Amber / Red Ale,12,0.052,23,Mehana Brewing Co.,Hilo,HI
2176,203,Mauna Kea Pale Ale,American Pale Ale (APA),12,0.054,42,Mehana Brewing Co.,Hilo,HI
1508,393,Shark Bait,Fruit / Vegetable Beer,12,0.053,11,Miami Brewing Company,Miami,FL
1507,393,Gator Tail Brown Ale,American Brown Ale,12,0.053,30,Miami Brewing Company,Miami,FL
1506,393,Miami Vice IPA,American IPA,12,0.071,62,Miami Brewing Company,Miami,FL
1325,393,Big Rod Coconut Ale,American Blonde Ale,12,0.053,16,Miami Brewing Company,Miami,FL
174,552,Mickey Finn's Amber Ale,American Amber / Red Ale,12,0.056,,Mickey Finn's Brewery,Libertyville,IL
2093,223,Pleasure Town,American IPA,12,0.063,61,Midnight Sun Brewing Company,Anchorage,AK
1814,223,Pleasure Town IPA,American IPA,12,0.063,61,Midnight Sun Brewing Company,Anchorage,AK
587,223,Snowshoe White Ale,Witbier,12,0.048,12,Midnight Sun Brewing Company,Anchorage,AK
586,223,Kodiak Brown Ale,American Brown Ale,12,0.05,24,Midnight Sun Brewing Company,Anchorage,AK
434,223,Sockeye Red IPA,American IPA,12,0.057,70,Midnight Sun Brewing Company,Anchorage,AK
2668,3,Habitus (2014),American Double / Imperial IPA,16,0.08,100,Mike Hess Brewing Company,San Diego,CA
2667,3,Solis,American IPA,16,0.075,85,Mike Hess Brewing Company,San Diego,CA
2666,3,Jucundus,Wheat Ale,16,0.06,24,Mike Hess Brewing Company,San Diego,CA
2664,3,Habitus,American Double / Imperial IPA,16,0.08,100,Mike Hess Brewing Company,San Diego,CA
2663,3,Grazias,Cream Ale,16,0.063,30,Mike Hess Brewing Company,San Diego,CA
2662,3,Claritas,Kölsch,16,0.058,28,Mike Hess Brewing Company,San Diego,CA
2535,65,Vinyl Frontier,American Double / Imperial IPA,24,0.083,,Mikerphone Brewing,Chicago,IL
2534,65,Disco Superfly,American IPA,24,0.08,,Mikerphone Brewing,Chicago,IL
2533,65,Misty Mountain Hop,American IPA,24,0.075,,Mikerphone Brewing,Chicago,IL
2532,65,One-Hit Wonderful,Belgian IPA,24,0.075,,Mikerphone Brewing,Chicago,IL
2531,65,En Parfaite Harmonie,Saison / Farmhouse Ale,24,0.065,,Mikerphone Brewing,Chicago,IL
2530,65,Daft Funk,Berliner Weissbier,24,0.043,8,Mikerphone Brewing,Chicago,IL
2529,65,Love In An Ellavator,American IPA,24,0.075,,Mikerphone Brewing,Chicago,IL
2528,65,Spin Doctor,American Pale Ale (APA),24,0.053,,Mikerphone Brewing,Chicago,IL
1612,363,Keeper (Current),American Pilsner,12,0.05,,Mikkeller,Pottstown,PA
1611,363,Better Half,American IPA,12,0.068,,Mikkeller,Pottstown,PA
1273,440,SNO White Ale,Witbier,16,0.048,,MillKing It Productions,Royal Oak,MI
365,440,BRIK Irish Red Ale,Irish Red Ale,16,0.048,,MillKing It Productions,Royal Oak,MI
273,440,AXL Pale Ale,American Pale Ale (APA),16,,,MillKing It Productions,Royal Oak,MI
1884,284,Hop Freak,American Double / Imperial IPA,16,0.087,80,Milwaukee Brewing Company,Milwaukee,WI
1272,284,Louie's Demise Amber Ale,American Amber / Red Ale,16,0.051,24,Milwaukee Brewing Company,Milwaukee,WI
1080,284,Hop Happy,American IPA,16,0.075,51,Milwaukee Brewing Company,Milwaukee,WI
932,284,Booyah Farmhouse Ale,Saison / Farmhouse Ale,16,0.065,20,Milwaukee Brewing Company,Milwaukee,WI
776,284,O-Gii,Witbier,16,0.092,,Milwaukee Brewing Company,Milwaukee,WI
172,284,Flaming Damsel Lager (2010),Vienna Lager,16,0.048,18,Milwaukee Brewing Company,Milwaukee,WI
171,284,Louie’s Demise Immort-Ale (2010),American Amber / Red Ale,16,0.051,24,Milwaukee Brewing Company,Milwaukee,WI
2361,134,Axe Head Malt Liquor,American Malt Liquor,24,0.099,,Minhas Craft Brewery,Monroe,WI
2359,134,Huber Bock (2014),Bock,16,0.054,,Minhas Craft Brewery,Monroe,WI
2358,134,Minhas Light (2012),Light Lager,12,0.04,,Minhas Craft Brewery,Monroe,WI
2282,134,Huber,American Pale Lager,12,0.05,,Minhas Craft Brewery,Monroe,WI
2281,134,Clear Creek Ice,American Pale Lager,16,0.062,,Minhas Craft Brewery,Monroe,WI
2280,134,Clear Creek Ice,American Pale Lager,12,0.062,,Minhas Craft Brewery,Monroe,WI
2279,134,Mountain Crest,American Pale Lager,16,0.055,,Minhas Craft Brewery,Monroe,WI
2278,134,Mountain Crest,American Pale Lager,12,0.055,,Minhas Craft Brewery,Monroe,WI
2277,134,Mountain Creek (2013),American Pale Lager,12,0.055,,Minhas Craft Brewery,Monroe,WI
2276,134,Boxer,American Adjunct Lager,24,0.05,,Minhas Craft Brewery,Monroe,WI
2275,134,Boxer Light,Light Lager,12,0.042,,Minhas Craft Brewery,Monroe,WI
2274,134,Boxer Ice,American Adjunct Lager,12,0.055,,Minhas Craft Brewery,Monroe,WI
2273,134,Boxer,American Adjunct Lager,12,0.05,,Minhas Craft Brewery,Monroe,WI
2442,98,Cortez Gold,Belgian Pale Ale,32,0.05,,Mission Brewery,San Diego,CA
2441,98,Mission IPA,American IPA,32,0.068,66,Mission Brewery,San Diego,CA
1460,98,El Conquistador Extra Pale Ale,American Pale Ale (APA),32,0.048,44,Mission Brewery,San Diego,CA
1459,98,Shipwrecked Double IPA,American Double / Imperial IPA,32,0.092,75,Mission Brewery,San Diego,CA
1476,399,Squeaky Bike Nut Brown Ale,American Brown Ale,16,0.04,,Moab Brewery,Moab,UT
902,399,Dead Horse Amber,American Pale Wheat Ale,16,0.04,,Moab Brewery,Moab,UT
645,399,Rocket Bike American Lager,California Common / Steam Beer,16,0.04,,Moab Brewery,Moab,UT
644,399,Johnny's American IPA,American IPA,16,0.04,,Moab Brewery,Moab,UT
337,547,Boneshaker Brown Ale,English Brown Ale,24,0.055,,Moat Mountain Smoke House & Brew...,North Conway,NH
336,547,Iron Mike Pale Ale,American Pale Ale (APA),24,0.056,,Moat Mountain Smoke House & Brew...,North Conway,NH
2236,189,Monkadelic,American Pale Ale (APA),12,0.042,,Modern Monks Brewery,Lincoln,NE
2159,209,City of the Sun,American IPA,16,0.075,85,Modern Times Beer,San Diego,CA
2157,209,Booming Rollers,American IPA,16,0.068,75,Modern Times Beer,San Diego,CA
2156,209,Oneida,American Pale Ale (APA),16,0.052,50,Modern Times Beer,San Diego,CA
2154,209,Aurora,American Amber / Red Ale,16,0.067,75,Modern Times Beer,San Diego,CA
1495,209,Lomaland,Saison / Farmhouse Ale,16,0.055,30,Modern Times Beer,San Diego,CA
1494,209,Fortunate Islands,American Pale Wheat Ale,16,0.047,46,Modern Times Beer,San Diego,CA
1493,209,Black House,American Stout,16,0.058,40,Modern Times Beer,San Diego,CA
1492,209,Blazing World,American Amber / Red Ale,16,0.065,115,Modern Times Beer,San Diego,CA
327,549,Wapiti Amber Ale,American Amber / Red Ale,12,0.05,,Mogollon Brewing Company,Flagstaff,AZ
719,514,Sweet Georgia Brown,American Brown Ale,16,0.054,,Monkey Paw Pub & Brewery,San Diego,CA
718,514,Rich Man's IIPA,American Double / Imperial IPA,16,0.087,,Monkey Paw Pub & Brewery,San Diego,CA
717,514,Monkey Paw Oatmeal Pale Ale,American Pale Ale (APA),16,0.058,,Monkey Paw Pub & Brewery,San Diego,CA
1907,276,Montauk Summer Ale,American Blonde Ale,12,0.056,28,Montauk Brewing Company,Montauk,NY
1906,276,Driftwood Ale,Extra Special / Strong Bitter (ESB),12,0.06,49,Montauk Brewing Company,Montauk,NY
1756,326,When Helles Freezes Over,Munich Helles Lager,12,0.056,18,Morgan Street Brewery,Saint Louis,MO
1617,326,Morgan Street Oktoberfest,Märzen / Oktoberfest,12,0.049,24,Morgan Street Brewery,Saint Louis,MO
1052,326,Honey Wheat,American Pale Wheat Ale,12,0.047,14,Morgan Street Brewery,Saint Louis,MO
1051,326,Black Bear Dark Lager,Schwarzbier,12,0.046,24,Morgan Street Brewery,Saint Louis,MO
1046,326,Golden Pilsner,German Pilsener,12,0.05,35,Morgan Street Brewery,Saint Louis,MO
2413,111,Cali Creamin',Cream Ale,12,0.052,21,Mother Earth Brew Company,Vista,CA
419,540,Second Wind Pale Ale,American Pale Ale (APA),12,0.05,,Mother Earth Brewing Company,Kinston,NC
408,540,Sunny Haze,Hefeweizen,12,0.05,,Mother Earth Brewing Company,Kinston,NC
2237,188,Towhead,American Blonde Ale,12,0.052,21,Mother's Brewing,Springfield,MO
2208,188,Lil' Helper,American IPA,12,0.07,70,Mother's Brewing,Springfield,MO
1952,260,Train Wreck,American Amber / Red Ale,16,0.082,,Mountain Town Brewing Company,Mount Pleasant,MI
768,507,Full Moon Belgian White Ale,Witbier,12,0.085,,Mudshark Brewing Company,Lake Havasu City,AZ
625,507,Desert Magic IPA,American IPA,12,0.072,,Mudshark Brewing Company,Lake Havasu City,AZ
326,507,Up River Light,Light Lager,12,0.042,,Mudshark Brewing Company,Lake Havasu City,AZ
132,507,Full Moon Belgian White Ale (2007),Witbier,12,0.085,,Mudshark Brewing Company,Lake Havasu City,AZ
131,507,Dry Heat Hefeweizen (2006),Hefeweizen,12,0.055,,Mudshark Brewing Company,Lake Havasu City,AZ
1598,366,Mustang Sixty-Six,American Amber / Red Lager,12,0.05,,Mustang Brewing Company,Mustang,OK
862,366,Mustang '33,American Pale Lager,12,0.04,,Mustang Brewing Company,Mustang,OK
699,366,Session '33 (2011),American Pale Lager,12,0.04,,Mustang Brewing Company,Mustang,OK
421,366,Mustang Golden Ale,American Blonde Ale,12,0.053,10,Mustang Brewing Company,Mustang,OK
420,366,Washita Wheat,American Pale Wheat Ale,12,0.053,14,Mustang Brewing Company,Mustang,OK
