instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
8111,359591.2,4,0,12,14,0,5,1,1,0.38,0.3939,0.46,0.2836,24,163,187
8112,359591.2,4,0,12,15,0,5,1,1,0.38,0.3939,0.46,0.2836,29,160,189
8113,359591.2,4,0,12,16,0,5,1,1,0.36,0.3485,0.62,0.1343,24,226,250
8114,359591.2,4,0,12,17,0,5,1,1,0.34,0.3485,0.66,0.1045,10,352,362
8115,359591.2,4,0,12,18,0,5,1,1,0.34,0.3636,0.61,0.0,10,308,318
8116,359591.2,4,0,12,19,0,5,1,1,0.34,0.3636,0.61,0.0,10,189,199
8117,359591.2,4,0,12,20,0,5,1,1,0.3,0.3333,0.81,0.0,10,140,150
8118,359591.2,4,0,12,21,0,5,1,1,0.3,0.3333,0.75,0.0,9,131,140
8119,359591.2,4,0,12,22,0,5,1,1,0.28,0.3182,0.87,0.0,15,114,129
8120,359591.2,4,0,12,23,0,5,1,1,0.28,0.3182,0.81,0.0,6,88,94
8121,359615.2,4,0,12,0,0,6,0,2,0.26,0.2727,0.81,0.1045,11,66,77
8122,359615.2,4,0,12,1,0,6,0,2,0.26,0.2576,0.7,0.1642,11,55,66
8123,359615.2,4,0,12,2,0,6,0,2,0.28,0.303,0.61,0.0896,12,48,60
8124,359615.2,4,0,12,3,0,6,0,2,0.28,0.303,0.61,0.0896,5,20,25
8125,359615.2,4,0,12,4,0,6,0,2,0.26,0.2727,0.65,0.1045,0,3,3
8126,359615.2,4,0,12,5,0,6,0,1,0.26,0.2576,0.6,0.1642,0,6,6
8127,359615.2,4,0,12,6,0,6,0,1,0.24,0.2576,0.65,0.1045,1,10,11
8128,359615.2,4,0,12,7,0,6,0,1,0.24,0.2273,0.65,0.194,0,11,11
8129,359615.2,4,0,12,8,0,6,0,1,0.26,0.2727,0.65,0.1343,5,68,73
8130,359615.2,4,0,12,9,0,6,0,1,0.28,0.2576,0.61,0.2836,15,134,149
8131,359615.2,4,0,12,10,0,6,0,1,0.32,0.303,0.57,0.2537,31,161,192
8132,359615.2,4,0,12,11,0,6,0,1,0.32,0.2879,0.53,0.4179,44,192,236
8133,359615.2,4,0,12,12,0,6,0,1,0.32,0.2879,0.45,0.4179,48,235,283
8134,359615.2,4,0,12,13,0,6,0,1,0.34,0.303,0.34,0.4179,47,239,286
8135,359615.2,4,0,12,14,0,6,0,1,0.34,0.303,0.31,0.3284,51,242,293
8136,359615.2,4,0,12,15,0,6,0,1,0.34,0.303,0.34,0.3582,60,239,299
8137,359615.2,4,0,12,16,0,6,0,1,0.32,0.2879,0.31,0.3881,58,183,241
8138,359615.2,4,0,12,17,0,6,0,1,0.28,0.2576,0.36,0.3284,34,151,185
8139,359615.2,4,0,12,18,0,6,0,1,0.26,0.2576,0.38,0.2239,28,144,172
8140,359615.2,4,0,12,19,0,6,0,1,0.26,0.2424,0.38,0.2836,15,139,154
8141,359615.2,4,0,12,20,0,6,0,1,0.24,0.2273,0.35,0.2239,10,114,124
8142,359615.2,4,0,12,21,0,6,0,1,0.22,0.2121,0.44,0.2239,4,79,83
8143,359615.2,4,0,12,22,0,6,0,1,0.22,0.2273,0.41,0.1343,7,88,95
8144,359615.2,4,0,12,23,0,6,0,1,0.2,0.2121,0.47,0.1642,5,61,66
8145,359639.2,4,0,12,0,0,0,0,1,0.2,0.197,0.51,0.2239,5,69,74
8146,359639.2,4,0,12,1,0,0,0,1,0.16,0.1515,0.59,0.2239,8,54,62
8147,359639.2,4,0,12,2,0,0,0,1,0.18,0.1667,0.55,0.2537,5,47,52
8148,359639.2,4,0,12,3,0,0,0,1,0.16,0.1818,0.59,0.1343,2,17,19
8149,359639.2,4,0,12,4,0,0,0,1,0.16,0.1667,0.59,0.1642,0,5,5
8150,359639.2,4,0,12,5,0,0,0,1,0.18,0.2121,0.59,0.1045,0,6,6
8151,359639.2,4,0,12,6,0,0,0,1,0.16,0.2273,0.59,0.0,0,10,10
8152,359639.2,4,0,12,7,0,0,0,1,0.18,0.2424,0.55,0.0,1,30,31
8153,359639.2,4,0,12,8,0,0,0,1,0.16,0.2273,0.69,0.0,4,68,72
8154,359639.2,4,0,12,9,0,0,0,1,0.2,0.2576,0.59,0.0,19,88,107
8155,359639.2,4,0,12,10,0,0,0,1,0.24,0.2879,0.44,0.0,30,164,194
8156,359639.2,4,0,12,11,0,0,0,1,0.26,0.303,0.35,0.0,31,166,197
8157,359639.2,4,0,12,12,0,0,0,1,0.26,0.303,0.35,0.0,42,246,288
8158,359639.2,4,0,12,13,0,0,0,1,0.3,0.3333,0.31,0.0,44,224,268
8159,359639.2,4,0,12,14,0,0,0,1,0.3,0.3333,0.28,0.0,44,198,242
8160,359639.2,4,0,12,15,0,0,0,1,0.3,0.3333,0.26,0.0,47,219,266
8161,359639.2,4,0,12,16,0,0,0,1,0.3,0.3333,0.26,0.0,32,174,206
8162,359639.2,4,0,12,17,0,0,0,1,0.28,0.3182,0.3,0.0,13,150,163
8163,359639.2,4,0,12,18,0,0,0,1,0.24,0.2273,0.48,0.194,12,151,163
8164,359639.2,4,0,12,19,0,0,0,1,0.22,0.2273,0.55,0.194,7,98,105
8165,359639.2,4,0,12,20,0,0,0,1,0.22,0.2424,0.55,0.1045,10,62,72
8166,359639.2,4,0,12,21,0,0,0,1,0.22,0.2727,0.55,0.0,10,53,63
8167,359639.2,4,0,12,22,0,0,0,1,0.22,0.2727,0.55,0.0,7,36,43
8168,359639.2,4,0,12,23,0,0,0,1,0.2,0.2576,0.69,0.0,4,31,35
8169,359663.2,4,0,12,0,0,1,1,1,0.2,0.2273,0.69,0.0896,4,16,20
8170,359663.2,4,0,12,1,0,1,1,1,0.2,0.2576,0.69,0.0,0,9,9
8171,359663.2,4,0,12,2,0,1,1,1,0.2,0.2576,0.69,0.0,0,4,4
8172,359663.2,4,0,12,3,0,1,1,1,0.18,0.2424,0.74,0.0,0,2,2
8173,359663.2,4,0,12,4,0,1,1,1,0.18,0.2424,0.74,0.0,0,3,3
8174,359663.2,4,0,12,5,0,1,1,1,0.16,0.2273,0.8,0.0,0,21,21
8175,359663.2,4,0,12,6,0,1,1,1,0.16,0.1818,0.8,0.1045,1,63,64
8176,359663.2,4,0,12,7,0,1,1,1,0.14,0.1515,0.86,0.1343,4,231,235
8177,359663.2,4,0,12,8,0,1,1,2,0.16,0.1818,0.8,0.1045,7,378,385
8178,359663.2,4,0,12,9,0,1,1,2,0.18,0.2121,0.74,0.0896,12,208,220
8179,359663.2,4,0,12,10,0,1,1,2,0.22,0.2424,0.69,0.1045,14,91,105
8180,359663.2,4,0,12,11,0,1,1,2,0.26,0.2879,0.6,0.0896,15,100,115
8181,359663.2,4,0,12,12,0,1,1,1,0.28,0.2879,0.52,0.1045,7,138,145
8182,359663.2,4,0,12,13,0,1,1,2,0.3,0.3182,0.52,0.1045,13,153,166
8183,359663.2,4,0,12,14,0,1,1,2,0.32,0.3333,0.53,0.1343,16,95,111
8184,359663.2,4,0,12,15,0,1,1,2,0.32,0.3333,0.57,0.1045,8,124,132
8185,359663.2,4,0,12,16,0,1,1,2,0.32,0.3333,0.57,0.0896,5,209,214
8186,359663.2,4,0,12,17,0,1,1,2,0.3,0.3333,0.56,0.0,7,352,359
8187,359663.2,4,0,12,18,0,1,1,1,0.3,0.3182,0.56,0.0896,8,349,357
8188,359663.2,4,0,12,19,0,1,1,1,0.28,0.303,0.61,0.0896,9,232,241
8189,359663.2,4,0,12,20,0,1,1,1,0.3,0.3182,0.56,0.0896,8,157,165
8190,359663.2,4,0,12,21,0,1,1,1,0.26,0.303,0.81,0.0,2,119,121
8191,359663.2,4,0,12,22,0,1,1,1,0.26,0.303,0.7,0.0,0,71,71
8192,359663.2,4,0,12,23,0,1,1,1,0.24,0.2879,0.75,0.0,3,42,45
8193,359687.2,4,0,12,0,0,2,1,1,0.22,0.2727,0.8,0.0,1,16,17
8194,359687.2,4,0,12,1,0,2,1,1,0.2,0.2576,0.8,0.0,0,4,4
8195,359687.2,4,0,12,2,0,2,1,1,0.2,0.2576,0.8,0.0,1,1,2
8196,359687.2,4,0,12,3,0,2,1,1,0.18,0.2424,0.8,0.0,0,3,3
8197,359687.2,4,0,12,4,0,2,1,1,0.2,0.2576,0.8,0.0,0,4,4
8198,359687.2,4,0,12,5,0,2,1,1,0.18,0.2424,0.86,0.0,0,20,20
8199,359687.2,4,0,12,6,0,2,1,1,0.2,0.2576,0.8,0.0,0,92,92
8200,359687.2,4,0,12,7,0,2,1,1,0.16,0.1667,0.8,0.1642,2,221,223
8201,359687.2,4,0,12,8,0,2,1,1,0.2,0.2273,0.69,0.1045,9,391,400
8202,359687.2,4,0,12,9,0,2,1,1,0.26,0.2576,0.6,0.1642,10,223,233
8203,359687.2,4,0,12,10,0,2,1,1,0.3,0.303,0.52,0.1642,3,99,102
8204,359687.2,4,0,12,11,0,2,1,1,0.34,0.3182,0.46,0.2537,9,115,124
8205,359687.2,4,0,12,12,0,2,1,1,0.36,0.3333,0.43,0.3582,20,147,167
8206,359687.2,4,0,12,13,0,2,1,1,0.4,0.4091,0.37,0.3284,7,120,127
8207,359687.2,4,0,12,14,0,2,1,1,0.4,0.4091,0.37,0.2537,18,116,134
8208,359687.2,4,0,12,15,0,2,1,1,0.4,0.4091,0.35,0.2537,7,144,151
8209,359687.2,4,0,12,16,0,2,1,1,0.38,0.3939,0.37,0.2537,13,194,207
8210,359687.2,4,0,12,17,0,2,1,1,0.36,0.3485,0.4,0.194,17,381,398
8211,359687.2,4,0,12,18,0,2,1,1,0.34,0.3182,0.42,0.2239,12,370,382
8212,359687.2,4,0,12,19,0,2,1,1,0.32,0.3182,0.49,0.1642,5,262,267
8213,359687.2,4,0,12,20,0,2,1,1,0.32,0.3182,0.49,0.1642,7,154,161
8214,359687.2,4,0,12,21,0,2,1,1,0.3,0.303,0.52,0.1642,5,134,139
8215,359687.2,4,0,12,22,0,2,1,1,0.3,0.303,0.52,0.1642,5,102,107
8216,359687.2,4,0,12,23,0,2,1,1,0.26,0.303,0.7,0.0,4,55,59
8217,359711.2,4,0,12,0,0,3,1,1,0.26,0.303,0.75,0.0,0,22,22
8218,359711.2,4,0,12,1,0,3,1,1,0.26,0.303,0.75,0.0,0,8,8
8219,359711.2,4,0,12,2,0,3,1,1,0.26,0.303,0.75,0.0,0,2,2
8220,359711.2,4,0,12,3,0,3,1,1,0.28,0.3182,0.65,0.0,0,3,3
8221,359711.2,4,0,12,4,0,3,1,1,0.26,0.303,0.75,0.0,0,4,4
8222,359711.2,4,0,12,5,0,3,1,2,0.26,0.303,0.81,0.0,0,26,26
8223,359711.2,4,0,12,6,0,3,1,2,0.26,0.303,0.87,0.0,0,87,87
8224,359711.2,4,0,12,7,0,3,1,1,0.28,0.3182,0.75,0.0,4,243,247
8225,359711.2,4,0,12,8,0,3,1,2,0.26,0.303,0.87,0.0,9,458,467
8226,359711.2,4,0,12,9,0,3,1,2,0.3,0.3333,0.61,0.0,9,230,239
8227,359711.2,4,0,12,10,0,3,1,2,0.32,0.3485,0.57,0.0,9,133,142
8228,359711.2,4,0,12,11,0,3,1,2,0.34,0.3636,0.55,0.0,12,103,115
8229,359711.2,4,0,12,12,0,3,1,2,0.36,0.3636,0.57,0.0896,6,138,144
8230,359711.2,4,0,12,13,0,3,1,2,0.36,0.3636,0.57,0.1045,14,119,133
8231,359711.2,4,0,12,14,0,3,1,2,0.38,0.3939,0.54,0.0896,17,134,151
8232,359711.2,4,0,12,15,0,3,1,2,0.38,0.3939,0.54,0.1045,24,143,167
8233,359711.2,4,0,12,16,0,3,1,2,0.38,0.3939,0.54,0.1045,12,233,245
8234,359711.2,4,0,12,17,0,3,1,2,0.36,0.3636,0.57,0.1045,19,377,396
8235,359711.2,4,0,12,18,0,3,1,2,0.36,0.3485,0.62,0.1642,11,379,390
8236,359711.2,4,0,12,19,0,3,1,2,0.36,0.3636,0.62,0.1045,9,259,268
8237,359711.2,4,0,12,20,0,3,1,2,0.34,0.3485,0.66,0.1045,6,169,175
8238,359711.2,4,0,12,21,0,3,1,2,0.34,0.3333,0.66,0.1642,9,145,154
8239,359711.2,4,0,12,22,0,3,1,1,0.34,0.3333,0.66,0.1642,5,99,104
8240,359711.2,4,0,12,23,0,3,1,1,0.32,0.3182,0.7,0.1642,3,48,51
8241,359735.2,4,0,12,0,0,4,1,1,0.32,0.3182,0.7,0.1642,5,45,50
8242,359735.2,4,0,12,1,0,4,1,2,0.32,0.3182,0.7,0.1642,5,15,20
8243,359735.2,4,0,12,2,0,4,1,2,0.32,0.3333,0.7,0.1343,2,5,7
8244,359735.2,4,0,12,3,0,4,1,2,0.32,0.3333,0.7,0.1343,1,2,3
8245,359735.2,4,0,12,4,0,4,1,2,0.32,0.303,0.7,0.2239,0,6,6
8246,359735.2,4,0,12,5,0,4,1,2,0.32,0.303,0.7,0.2836,0,24,24
8247,359735.2,4,0,12,6,0,4,1,1,0.32,0.3182,0.66,0.194,2,90,92
8248,359735.2,4,0,12,7,0,4,1,1,0.32,0.3182,0.7,0.194,6,252,258
8249,359735.2,4,0,12,8,0,4,1,2,0.34,0.3182,0.66,0.2239,8,449,457
8250,359735.2,4,0,12,9,0,4,1,2,0.36,0.3333,0.62,0.2836,6,274,280
8251,359735.2,4,0,12,10,0,4,1,2,0.4,0.4091,0.58,0.2985,4,105,109
8252,359735.2,4,0,12,11,0,4,1,2,0.4,0.4091,0.62,0.4179,9,126,135
8253,359735.2,4,0,12,12,0,4,1,2,0.46,0.4545,0.59,0.4925,17,140,157
8254,359735.2,4,0,12,13,0,4,1,2,0.5,0.4848,0.55,0.3582,14,150,164
8255,359735.2,4,0,12,14,0,4,1,2,0.52,0.5,0.52,0.3284,8,124,132
8256,359735.2,4,0,12,15,0,4,1,3,0.52,0.5,0.55,0.2239,6,76,82
8257,359735.2,4,0,12,16,0,4,1,3,0.46,0.4545,0.72,0.1642,7,124,131
8258,359735.2,4,0,12,17,0,4,1,2,0.52,0.5,0.59,0.2836,14,310,324
8259,359735.2,4,0,12,18,0,4,1,2,0.52,0.5,0.59,0.2985,14,363,377
8260,359735.2,4,0,12,19,0,4,1,2,0.52,0.5,0.59,0.2836,13,274,287
8261,359735.2,4,0,12,20,0,4,1,1,0.52,0.5,0.59,0.3284,12,209,221
8262,359735.2,4,0,12,21,0,4,1,1,0.5,0.4848,0.63,0.2985,10,145,155
8263,359735.2,4,0,12,22,0,4,1,1,0.52,0.5,0.63,0.3284,8,116,124
8264,359735.2,4,0,12,23,0,4,1,1,0.52,0.5,0.63,0.3284,10,104,114
8265,359759.2,4,0,12,0,0,5,1,1,0.5,0.4848,0.72,0.3284,12,60,72
8266,359759.2,4,0,12,1,0,5,1,1,0.5,0.4848,0.72,0.2239,3,28,31
8267,359759.2,4,0,12,2,0,5,1,1,0.48,0.4697,0.77,0.1045,0,23,23
8268,359759.2,4,0,12,3,0,5,1,1,0.46,0.4545,0.82,0.1343,2,3,5
8269,359759.2,4,0,12,4,0,5,1,2,0.5,0.4848,0.59,0.194,1,4,5
8270,359759.2,4,0,12,5,0,5,1,1,0.48,0.4697,0.44,0.3881,0,26,26
8271,359759.2,4,0,12,6,0,5,1,2,0.44,0.4394,0.33,0.2985,2,80,82
8272,359759.2,4,0,12,7,0,5,1,2,0.38,0.3939,0.46,0.2985,5,226,231
8273,359759.2,4,0,12,8,0,5,1,1,0.36,0.3333,0.46,0.4179,10,449,459
8274,359759.2,4,0,12,9,0,5,1,1,0.36,0.3333,0.46,0.3881,8,235,243
8275,359759.2,4,0,12,10,0,5,1,1,0.34,0.303,0.46,0.2985,10,122,132
8276,359759.2,4,0,12,11,0,5,1,2,0.34,0.303,0.42,0.2985,9,135,144
8277,359759.2,4,0,12,12,0,5,1,2,0.34,0.303,0.42,0.3582,10,163,173
8278,359759.2,4,0,12,13,0,5,1,2,0.34,0.303,0.39,0.3582,12,125,137
8279,359759.2,4,0,12,14,0,5,1,2,0.34,0.3182,0.42,0.2239,13,115,128
8280,359759.2,4,0,12,15,0,5,1,2,0.32,0.303,0.45,0.2985,12,141,153
8281,359759.2,4,0,12,16,0,5,1,2,0.32,0.303,0.45,0.2239,12,212,224
8282,359759.2,4,0,12,17,0,5,1,2,0.32,0.303,0.45,0.2836,13,352,365
8283,359759.2,4,0,12,18,0,5,1,2,0.32,0.303,0.45,0.2537,10,285,295
8284,359759.2,4,0,12,19,0,5,1,2,0.32,0.303,0.45,0.2239,11,203,214
8285,359759.2,4,0,12,20,0,5,1,2,0.32,0.3182,0.45,0.194,6,146,152
8286,359759.2,4,0,12,21,0,5,1,2,0.32,0.3182,0.45,0.1642,7,95,102
8287,359759.2,4,0,12,22,0,5,1,2,0.3,0.303,0.49,0.1642,6,100,106
8288,359759.2,4,0,12,23,0,5,1,2,0.3,0.303,0.49,0.1343,4,71,75
8289,359783.2,4,0,12,0,0,6,0,1,0.3,0.2879,0.49,0.2836,3,59,62
8290,359783.2,4,0,12,1,0,6,0,2,0.3,0.2879,0.52,0.2537,4,39,43
8291,359783.2,4,0,12,2,0,6,0,2,0.28,0.2727,0.56,0.2239,11,47,58
8292,359783.2,4,0,12,3,0,6,0,1,0.26,0.2576,0.6,0.194,4,22,26
8293,359783.2,4,0,12,4,0,6,0,1,0.24,0.2424,0.65,0.1642,0,9,9
8294,359783.2,4,0,12,5,0,6,0,2,0.26,0.2576,0.6,0.194,2,7,9
8295,359783.2,4,0,12,6,0,6,0,2,0.26,0.2424,0.56,0.2836,0,17,17
8296,359783.2,4,0,12,7,0,6,0,2,0.26,0.2576,0.56,0.2239,0,20,20
8297,359783.2,4,0,12,8,0,6,0,2,0.26,0.2576,0.56,0.2239,4,55,59
8298,359783.2,4,0,12,9,0,6,0,2,0.26,0.2424,0.56,0.2537,5,95,100
8299,359783.2,4,0,12,10,0,6,0,2,0.26,0.2424,0.52,0.2836,10,171,181
8300,359783.2,4,0,12,11,0,6,0,2,0.28,0.2576,0.45,0.3284,21,188,209
8301,359783.2,4,0,12,12,0,6,0,2,0.28,0.2576,0.45,0.2836,28,216,244
8302,359783.2,4,0,12,13,0,6,0,2,0.28,0.2727,0.48,0.2537,32,204,236
8303,359783.2,4,0,12,14,0,6,0,1,0.28,0.2576,0.45,0.3582,30,207,237
8304,359783.2,4,0,12,15,0,6,0,1,0.28,0.2576,0.45,0.2836,33,195,228
8305,359783.2,4,0,12,16,0,6,0,1,0.28,0.2727,0.45,0.2239,30,192,222
8306,359783.2,4,0,12,17,0,6,0,1,0.26,0.2576,0.48,0.2239,12,153,165
8307,359783.2,4,0,12,18,0,6,0,1,0.26,0.2273,0.48,0.3881,7,150,157
8308,359783.2,4,0,12,19,0,6,0,3,0.24,0.2121,0.65,0.3284,11,95,106
8309,359783.2,4,0,12,20,0,6,0,1,0.22,0.2121,0.69,0.2537,7,99,106
8310,359783.2,4,0,12,21,0,6,0,1,0.2,0.2121,0.75,0.1642,8,88,96
8311,359783.2,4,0,12,22,0,6,0,1,0.2,0.2121,0.75,0.1642,7,73,80
8312,359783.2,4,0,12,23,0,6,0,1,0.2,0.2273,0.75,0.0,6,63,69
8313,359807.2,4,0,12,0,0,0,0,1,0.2,0.2121,0.75,0.1343,7,64,71
8314,359807.2,4,0,12,1,0,0,0,1,0.2,0.2273,0.69,0.1045,3,43,46
8315,359807.2,4,0,12,2,0,0,0,1,0.22,0.2424,0.55,0.1045,2,39,41
8316,359807.2,4,0,12,3,0,0,0,1,0.22,0.2121,0.55,0.2239,2,16,18
8317,359807.2,4,0,12,4,0,0,0,1,0.22,0.2121,0.55,0.2239,0,1,1
8318,359807.2,4,0,12,5,0,0,0,1,0.2,0.2273,0.59,0.1045,1,4,5
8319,359807.2,4,0,12,6,0,0,0,1,0.2,0.2121,0.59,0.1343,0,3,3
8320,359807.2,4,0,12,7,0,0,0,1,0.2,0.2121,0.59,0.1642,1,11,12
8321,359807.2,4,0,12,8,0,0,0,1,0.2,0.2576,0.69,0.0,1,31,32
8322,359807.2,4,0,12,9,0,0,0,1,0.22,0.2273,0.64,0.1642,6,75,81
8323,359807.2,4,0,12,10,0,0,0,1,0.24,0.2273,0.6,0.2537,7,122,129
8324,359807.2,4,0,12,11,0,0,0,2,0.24,0.2273,0.6,0.2239,20,168,188
8325,359807.2,4,0,12,12,0,0,0,1,0.26,0.2576,0.6,0.2239,26,202,228
8326,359807.2,4,0,12,13,0,0,0,1,0.3,0.2727,0.49,0.2985,18,210,228
8327,359807.2,4,0,12,14,0,0,0,1,0.3,0.2879,0.49,0.2836,19,200,219
8328,359807.2,4,0,12,15,0,0,0,1,0.32,0.303,0.45,0.2836,23,184,207
8329,359807.2,4,0,12,16,0,0,0,1,0.28,0.2727,0.48,0.2537,27,207,234
8330,359807.2,4,0,12,17,0,0,0,1,0.28,0.2727,0.46,0.1642,10,126,136
8331,359807.2,4,0,12,18,0,0,0,1,0.28,0.2727,0.45,0.194,15,123,138
8332,359807.2,4,0,12,19,0,0,0,1,0.26,0.2727,0.52,0.1343,5,130,135
8333,359807.2,4,0,12,20,0,0,0,1,0.24,0.2576,0.6,0.1045,10,94,104
8334,359807.2,4,0,12,21,0,0,0,1,0.22,0.2727,0.64,0.0,9,80,89
8335,359807.2,4,0,12,22,0,0,0,1,0.22,0.2273,0.75,0.194,2,47,49
8336,359807.2,4,0,12,23,0,0,0,1,0.2,0.2273,0.75,0.1045,6,31,37
8337,359831.2,4,0,12,0,0,1,1,1,0.2,0.2273,0.75,0.0896,3,14,17
8338,359831.2,4,0,12,1,0,1,1,1,0.18,0.2121,0.8,0.0896,3,8,11
8339,359831.2,4,0,12,2,0,1,1,1,0.18,0.2121,0.8,0.0896,0,3,3
8340,359831.2,4,0,12,3,0,1,1,1,0.16,0.197,0.86,0.0896,0,3,3
8341,359831.2,4,0,12,4,0,1,1,1,0.16,0.1818,0.86,0.1343,0,4,4
8342,359831.2,4,0,12,5,0,1,1,1,0.14,0.1667,0.93,0.1045,0,21,21
8343,359831.2,4,0,12,6,0,1,1,1,0.16,0.1818,0.86,0.1045,0,68,68
8344,359831.2,4,0,12,7,0,1,1,1,0.18,0.2121,0.74,0.1045,4,187,191
8345,359831.2,4,0,12,8,0,1,1,1,0.2,0.197,0.75,0.194,8,389,397
8346,359831.2,4,0,12,9,0,1,1,1,0.22,0.2121,0.69,0.2239,17,166,183
8347,359831.2,4,0,12,10,0,1,1,1,0.24,0.2273,0.67,0.194,12,96,108
8348,359831.2,4,0,12,11,0,1,1,1,0.26,0.2424,0.65,0.2537,22,105,127
8349,359831.2,4,0,12,12,0,1,1,1,0.3,0.2727,0.61,0.3284,13,128,141
8350,359831.2,4,0,12,13,0,1,1,1,0.34,0.303,0.49,0.3284,15,127,142
8351,359831.2,4,0,12,14,0,1,1,1,0.36,0.3485,0.46,0.2239,30,107,137
8352,359831.2,4,0,12,15,0,1,1,1,0.38,0.3939,0.46,0.1642,24,135,159
8353,359831.2,4,0,12,16,0,1,1,1,0.4,0.4091,0.4,0.2537,19,189,208
8354,359831.2,4,0,12,17,0,1,1,1,0.38,0.3939,0.46,0.194,16,362,378
8355,359831.2,4,0,12,18,0,1,1,1,0.36,0.3485,0.5,0.194,11,343,354
8356,359831.2,4,0,12,19,0,1,1,2,0.36,0.3485,0.53,0.1642,17,234,251
8357,359831.2,4,0,12,20,0,1,1,1,0.4,0.4091,0.4,0.1642,9,197,206
8358,359831.2,4,0,12,21,0,1,1,2,0.36,0.3485,0.53,0.1343,15,112,127
8359,359831.2,4,0,12,22,0,1,1,2,0.36,0.3485,0.57,0.1642,12,95,107
8360,359831.2,4,0,12,23,0,1,1,1,0.36,0.3485,0.53,0.1642,10,50,60
8361,359855.2,4,0,12,0,0,2,1,1,0.36,0.3636,0.57,0.1045,0,21,21
8362,359855.2,4,0,12,1,0,2,1,1,0.36,0.3788,0.53,0.0,0,6,6
8363,359855.2,4,0,12,2,0,2,1,2,0.34,0.3636,0.61,0.0,1,10,11
8364,359855.2,4,0,12,3,0,2,1,2,0.34,0.3636,0.61,0.0,1,1,2
8365,359855.2,4,0,12,4,0,2,1,2,0.36,0.3636,0.53,0.1045,0,4,4
8366,359855.2,4,0,12,5,0,2,1,2,0.36,0.3788,0.57,0.0,0,15,15
8367,359855.2,4,0,12,6,0,2,1,2,0.36,0.3788,0.57,0.0,1,71,72
8368,359855.2,4,0,12,7,0,2,1,2,0.36,0.3788,0.62,0.0,7,261,268
8369,359855.2,4,0,12,8,0,2,1,2,0.42,0.4242,0.54,0.0896,10,422,432
8370,359855.2,4,0,12,9,0,2,1,2,0.36,0.3788,0.66,0.0,14,245,259
8371,359855.2,4,0,12,10,0,2,1,2,0.42,0.4242,0.58,0.194,20,109,129
8372,359855.2,4,0,12,11,0,2,1,2,0.4,0.4091,0.62,0.1642,13,116,129
8373,359855.2,4,0,12,12,0,2,1,2,0.44,0.4394,0.54,0.1343,16,159,175
8374,359855.2,4,0,12,13,0,2,1,2,0.44,0.4394,0.54,0.1343,18,163,181
8375,359855.2,4,0,12,14,0,2,1,2,0.44,0.4394,0.58,0.1045,11,127,138
8376,359855.2,4,0,12,15,0,2,1,2,0.44,0.4394,0.54,0.0,15,139,154
8377,359855.2,4,0,12,16,0,2,1,1,0.44,0.4394,0.54,0.0,20,218,238
8378,359855.2,4,0,12,17,0,2,1,1,0.4,0.4091,0.62,0.1642,14,417,431
8379,359855.2,4,0,12,18,0,2,1,1,0.38,0.3939,0.66,0.194,26,385,411
8380,359855.2,4,0,12,19,0,2,1,1,0.38,0.3939,0.66,0.0,6,218,224
8381,359855.2,4,0,12,20,0,2,1,1,0.36,0.3788,0.66,0.0,3,144,147
8382,359855.2,4,0,12,21,0,2,1,1,0.36,0.3636,0.66,0.0896,4,139,143
8383,359855.2,4,0,12,22,0,2,1,2,0.36,0.3788,0.66,0.0,3,104,107
8384,359855.2,4,0,12,23,0,2,1,2,0.38,0.3939,0.62,0.0,13,40,53
8385,359879.2,1,0,12,0,0,3,1,2,0.34,0.3333,0.71,0.1343,7,18,25
8386,359879.2,1,0,12,1,0,3,1,2,0.36,0.3636,0.66,0.1045,1,10,11
8387,359879.2,1,0,12,2,0,3,1,2,0.36,0.3788,0.71,0.0,0,4,4
8388,359879.2,1,0,12,3,0,3,1,2,0.36,0.3788,0.71,0.0,0,2,2
8389,359879.2,1,0,12,4,0,3,1,2,0.36,0.3788,0.71,0.0,0,2,2
8390,359879.2,1,0,12,5,0,3,1,2,0.38,0.3939,0.82,0.1045,0,28,28
8391,359879.2,1,0,12,6,0,3,1,2,0.36,0.3788,0.87,0.0,1,75,76
8392,359879.2,1,0,12,7,0,3,1,2,0.36,0.3636,0.87,0.1045,5,224,229
8393,359879.2,1,0,12,8,0,3,1,3,0.36,0.3788,0.93,0.0,12,393,405
8394,359879.2,1,0,12,9,0,3,1,2,0.4,0.4091,0.87,0.2239,14,220,234
8395,359879.2,1,0,12,10,0,3,1,2,0.48,0.4697,0.82,0.4179,6,83,89
8396,359879.2,1,0,12,11,0,3,1,2,0.48,0.4697,0.82,0.4179,3,53,56
8397,359879.2,1,0,12,12,0,3,1,3,0.46,0.4545,0.88,0.3881,3,58,61
8398,359879.2,1,0,12,13,0,3,1,3,0.44,0.4394,0.94,0.2985,3,55,58
8399,359879.2,1,0,12,14,0,3,1,2,0.48,0.4697,0.88,0.3582,11,40,51
8400,359879.2,1,0,12,15,0,3,1,2,0.48,0.4697,0.88,0.3881,4,57,61
8401,359879.2,1,0,12,16,0,3,1,3,0.44,0.4394,1.0,0.3284,6,95,101
8402,359879.2,1,0,12,17,0,3,1,3,0.44,0.4394,1.0,0.3284,3,226,229
8403,359879.2,1,0,12,18,0,3,1,2,0.44,0.4394,1.0,0.2985,2,278,280
