instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
10260,368327.05,12,1,3,13,0,4,1,2,0.6,0.6212,0.49,0.6418,35,468.2182799,233
10261,368327.05,90,1,3,14,0,4,1,2,0.62,0.6212,0.43,0.6418,48,280.541988,203
10262,368327.05,35,1,3,15,0,4,1,1,0.64,0.6212,0.38,0.6866,24,161,185
10263,368327.05,16,1,3,16,0,4,1,2,0.62,0.6212,0.41,0.6418,37,305,342
10264,368327.05,57,1,3,17,0,4,1,1,0.62,0.6212,0.38,0.6567,-33.17421206,545,597
10265,368327.05,67,1,3,18,0,4,1,2,0.62,0.6212,0.38,0.5522,45,545,590
10266,368327.05,59,1,3,19,0,4,1,2,0.6,0.381208056,0.4,0.4478,21,395,416
10267,368327.05,61,1,3,20,0,4,1,2,0.6,0.6212,0.43,0.3881,20,282,302
10268,368327.05,90,1,3,21,0,4,1,1,0.6,0.6212,0.43,0.3881,27,206,233
10269,368327.05,4,1,3,22,-81.17011143,4,1,1,0.56,0.5303,0.49,-0.006332028,12,141,153
10270,368327.05,28,1,3,23,0,4,1,2,-0.783354612,0.186984403,0.49,0.4478,6,88,94
10271,368351.05,30,1,3,41.05516702,0,4.191834485,1,2,0.58,0.5455,0.49,0.4627,3,51,54
10272,368351.05,65,1,3,1,0,5,1,3,0.56,0.5303,0.52,0.4925,4,22,26
10273,368351.05,69,1,3,2,0,5,1,3,0.48,0.4697,0.847273009,0.4179,2,9,11
10274,368351.05,81,1,3,3,0,5,1,1,0.563740458,0.4545,0.77,0.5224,0,7,7
10275,368351.05,7,1,3,4,0,5,1,4.256644768,0.4,0.4091,0.66,0.2836,0,1,1
10276,368351.05,97,1,3,-33.16879938,0,5,1,3,0.4,0.4091,-0.617064582,0.2836,2,27,29
10277,368351.05,96,1,3,6,0,5,1,2,0.4,0.4091,0.422992832,0.559816063,2,83,85
10278,368351.05,73,1,3,7,0,5,1,2,0.38,0.3939,0.4,0.2985,6,262,268
10279,368351.05,32,1,3,8,-3.555736391,5,1,2,0.34,0.2879,0.42,0.5224,17,484,501
10280,368351.05,36,1,3,9,0,5,1,2,0.34,0.2879,-0.219828191,0.5224,17,267,284
10281,368351.05,15,1,3,10,0,5,1,2,0.34,0.2879,0.36,0.4925,14,145,159
10282,368351.05,62,1,3,11,0,5,1,2,0.36,0.3333,0.34,0.3582,17,170,187
10283,330238.6774,57,1,3,12,3.702828814,5,1,1,0.36,0.3333,0.34,0.4179,27,174,201
10284,347942.5445,60,1,3,13,0,5,1,2,0.38,0.3939,0.29,0.3881,49,175,224
10285,368351.05,43,1,3,14,0,5,1,1,0.42,0.4242,0.28,0.4627,49,129,178
20954.54412,368351.05,76,1,3,15,0,5,1,-0.856529689,0.46,0.4545,0.24,0.2537,50,188,238
10287,368351.05,38,1,3,16,0,5,1,1,0.48,0.4697,0.23,0.4179,51,292,343
10288,368351.05,97,1,3,17,0,1.386848346,1,1,0.46,0.4545,0.748664676,0.3881,68,498,566
10289,357924.2542,20,1,3,18,0,5,1,1,0.44,0.4394,0.26,0.5224,30,440,470
10290,368351.05,46,1,3,79.79781747,0,5,1,1,0.42,0.4242,0.28,0.6119,12,232,244
10291,368351.05,-26.34601418,1,3,20,0,5,1,1,0.38,0.3939,0.32,0.3582,13.12746786,156,159
10292,368351.05,12,1,3,21,0,5,1,1,0.36,0.3333,0.34,0.3284,8,133,141
10293,368351.05,51,2.713838551,3,22,0,5,1,1,0.34,0.2879,0.31,0.4925,7,100,107
10294,368351.05,55,1,3,23,0,1.45027092,1,1,0.32,0.303,0.33,0.2985,9,77,86
10295,368375.05,85,1,3,0,205.7519683,6,0,1,0.3,0.2727,0.36,0.3582,9,68,77
10296,368375.05,90,1,3,1,47,6,0,1,0.3,0.2879,0.36,0.2537,1,50,51
10297,368375.05,91,1,-1.131211658,2,15,6,0,1,0.26,0.2424,0.41,0.2537,12,30,42
10298,368375.05,25,1,3,3,52,6,0,1,0.26,0.2273,0.41,0.2985,0,16,16
10299,368375.05,39,1,3,4,66,6,0,1,0.24,0.2121,0.41,0.3582,1,3,4
10300,368375.05,100,1,3,8.409397559,18,3.299175114,0,1,0.22,0.2121,0.42,0.2836,3,7,10
10301,368375.05,75,1,3,6,45,6,0,1,0.045888129,0.2121,0.44,0.2836,1,11,12
26564.05013,368375.05,3,1,3,7,14,6,0,1,0.22,0.2121,0.44,0.2537,4,36,40
10303,368375.05,-70.49844312,1,3,8,69,6,0,1,0.22,0.2121,0.44,0.2985,15,96,111
10304,368375.05,39,1,3,9,67,6,0,1,0.24,0.2121,0.41,0.3284,21,127,148
10305,368375.05,87,1,3,10,47,6,2.178875991,1,0.537978053,0.2273,0.35,0.4179,47,-818.0838087,223
10306,368375.05,74,1,3,11,61,6,0,1,0.3,0.2727,0.33,0.3284,56,218,274
10307,368375.05,64,1,3,12,71,6,0,1,0.3,0.2727,0.33,0.3284,225.2495942,241,329
10308,368375.05,1.971858011,1,3,13,99,6,0,1,0.32,0.303,0.29,-0.490456402,89,268,357
10309,368375.05,64,1,3,14,39,13.879286,0,1,0.34,0.3182,0.27,0.2836,178.902705,262,379
10310,354052.225,73,1,3,15,4,6,0,1,0.34,0.3636,0.25,0,132,274,406
10311,368375.05,67,1,3,16,17,6,0,1,0.36,0.3636,0.23,0,115,275,390
10312,368375.05,49,1,3,17,39,6,0,1,0.36,0.3788,0.23,0,104,909.3462538,354
10313,368375.05,12,1,3,18,3,6,0,1,0.36,0.3636,0.21,0.0896,67,230,297
10314,368375.05,71,1,3,19,53,-0.391235186,0,1,0.110822097,0.3636,0.25,0,25,-286.2687978,184
10315,368375.05,94,1,3,20,72,6,0,1,0.32,0.3333,0.33,0.1343,20,101,121
10316,368375.05,74,1,3,21,79,6,0,1,0.3,0.2879,0.39,0.2239,16,94,110
10317,368375.05,48,1,3,22,40,6,0,1,0.26,0.2576,0.361973304,0.1642,19,81,100
10318,368375.05,56,1,3,23,50,6,0,1,0.26,0.2576,0.41,0.194,6,77,83
10319,359090.0334,98,1,3,0,96,0,0,1,0.26,0.2879,0.44,0.0896,7,62,69
10320,368399.05,74.8503746,1,3,1,72.32655259,0,0,1,0.24,0.2424,0.52,0.1642,4,57,61
10321,368399.05,22,1,3,3,42,0,0,1,0.24,0.2424,0.6,0.1343,15,51,66
10322,368399.05,35,1,3,4,57,0,-0.838602547,1,0.24,0.2424,0.6,0.1343,7,15,22
10323,368399.05,66,1,3,5,74,0,0,1,0.24,0.2424,0.6,0.1642,2,5,7
10324,368399.05,60,1,3,6,8.478311453,0,0,1,0.24,0.2424,1.243877374,0.1642,2,8,10
10325,368399.05,16,1,3,7,85,0,0,1,0.22,0.2273,0.69,0.1343,2,15,17
10326,368399.05,62,1,3,8,32,0,0,1,0.22,0.2273,0.69,0.1343,4,68,72
10327,368399.05,60,3.122061824,22.91715332,9,91,0,0,1,0.26,0.2576,0.6,0.2239,20,70,90
10328,368399.05,44,1,3,10,72,0,0,1,0.32,0.303,0.49,0.2836,71,147,218
10329,368399.05,59,1,-2.13648164,11,30,0,0,1,0.36,0.3333,1.505188978,0.2836,90,209,299
10330,368399.05,37,1,3,28.72931272,37,0,0,1,0.4,0.4091,0.37,0.2985,146,264,410
10331,368399.05,19,1,3,13,7,0,0,1,0.42,0.4242,0.41,0.2985,176,288,464
10332,368399.05,39,1,3,14,9,0,0,1,0.46,0.4545,0.31,0.2836,-49.1547802,289,501
10333,368399.05,28,1,3,15,67,0,0,1,0.5,0.61703708,0.29,0.2985,201,286,487
10334,368399.05,77,1,-14.02961611,16,31,0,0,1,0.5,0.4848,0.31,0.3582,498.975517,301,509
10335,368399.05,12,1,3,17,39,0,-3.411206136,1,0.52,0.5,0.27,0.2985,199,-97.57333588,498
10336,368399.05,7,1,-3.390399533,18,35,0,0,1,0.52,0.5,0.29,0.2836,133,256,389
10337,368399.05,82,1,3,19,76,0,0,1,0.5,0.4848,0.31,0.2836,-231.3109283,203,258
10338,368399.05,8,1,3,20,70,0,0,1,0.44,0.4394,0.47,0.2239,42,129,171
10339,366774.7746,70,1,3,21,79,0,0,1,0.42,1.321341393,0.54,0.2239,37,306.2192385,147
10340,368399.05,58,1,-17.42400608,22,100,0,0,1,0.4,0.4091,0.54,0.194,13,81,94
10341,368399.05,30,1,3,23,27,0,0,1,0.4,0.4091,0.5,-0.792890888,12,40,52
10342,368423.05,52,1,3,0,0,1,1,1,0.38,0.3939,0.54,0.194,4,20,24
10343,368423.05,70,1,3,1,0,1,1,1,0.38,0.3939,0.5,0.1343,1,9,10
10344,368423.05,32,1,3,2,0,1,1,1,0.38,0.3939,0.54,0.1045,4,148.4354049,9
10345,368423.05,6,1,3,3,0,1,1,1,0.36,0.3485,0.5,0.1343,0,2,2
10346,368423.05,41,1,3,4,0,1,1,1,0.34,0.3333,0.61,0.194,0,3,3
10347,368423.05,39.34570174,1,3,5,0,1,1,1,0.34,-0.492629037,0.61,0.194,1,-140.4217193,16
10348,368423.05,5,1,3,6,0,1,1,1,0.34,0.3485,0.57,0.1045,2,86,88
10349,368423.05,30,1,3,7,0,1,1,1,0.34,0.3485,0.53,0.1045,9,259,268
10350,368423.05,61,1,3,8,0,1,1,1,0.34,0.3333,0.61,0.1343,17,547,564
10351,368423.05,32,1,3,3.805805873,0,1,1,1,0.38,0.3939,0.54,0.1642,21,260,281
10352,368423.05,25,1,3,10,0,1,1,1,0.4,0.4091,0.5,0.2239,39,98,137
10353,368423.05,10,1,3,11,0,1,1,1,0.44,0.430690106,0.44,0.2239,-104.0852755,111,150
10354,368423.05,79,1,3,-0.915951875,0,1,1,1,0.48,0.4697,0.39,0.2239,59,162,221
10355,368423.05,11,1,3,13,0,1,1,2,0.54,0.5152,0.32,0.2537,74,176,250
10356,368423.05,52,1,3,14,0,1,1,2,0.58,0.5455,0.32,0.2836,76,145,221
10357,368423.05,100,1,3,15,0,1,1,1,0.56,0.5303,0.4,-0.127945436,74,159,233
10358,368423.05,41,1,3,16,0,1,-1.813151767,1,0.62,0.6212,0.35,0.8383375,77,255,332
10359,368423.05,57,1,3,17,0,1,1,2,0.62,0.6212,0.38,0.4179,87,557,644
10360,368423.05,21,1,3,18,0,1,1,2,0.6,0.6212,0.43,0.194,89,623,712
10361,368423.05,52,1,4.265375378,19,0,1,1,2,0.924361379,0.5303,0.49,0.2239,67,379,446
10362,368423.05,95,1,3,20,0,1,1,2,0.56,0.5303,0.49,0.2239,49,237,286
10363,368423.05,42,1,3,21,0,0.306496369,1,2,0.54,0.5152,0.56,0.2239,22,183,205
10364,368423.05,81,1,3,22,0,1,1,2,0.29228558,0.5303,0.56,0.2239,-283.3762344,116,133
10365,368423.05,10,1,3,23,0,1,1,1,0.56,0.5303,0.56,0.728958942,10,53,63
10366,368447.05,75,1,3,0,0,2,1,2,0.56,0.489747799,0.52,0.503246833,5,21,26
10367,368447.05,83,1,3,1,0,2,1,2,0.52,0.5,0.59,0.2239,2,14,16
10368,368447.05,24,1,3,2,0,2,1,3,0.52,0.5,0.72,0.2985,0,1,1
10369,368447.05,27,1,-17.92602681,3,0,2,1,3,0.52,0.5,0.72,0.2985,0,2,2
10370,368447.05,19,1,3,4,0,2,1,2,0.46,0.4545,0.82,0.194,0,1,1
10371,368447.05,21,1,3,5,0,2,1,2,0.46,0.4545,0.82,0.194,0,24,24
10372,368447.05,63,1,3,6,0,2,1,3,0.46,0.4545,0.82,0.194,5,108,113
10373,368447.05,39,1,3,7,0,2,1,6.002283353,0.46,0.4545,0.82,0.2836,16,292,308
10374,368447.05,57,1,3,8,0,2,1,1,0.46,0.4545,0.82,0.2836,22,571,593
10375,368447.05,30,1,3,9,0,2,1,1,0.471630737,0.4697,0.82,0.2836,-112.2003705,324,342
15909.04114,368447.05,13,1,3,10,0,2,1,1,0.52,0.5,0.77,0.2239,28,115,143
10377,368447.05,20,1,3,11,0,2,1,1,0.54,0.5152,0.73,0.2836,64,155,219
10378,368447.05,95,1,3,-8.920087912,0,2,1,1,0.6,0.6061,0.6,0.2836,47,197,244
10379,368447.05,59,1.907574878,3,13,0,6.078469874,1,1,0.6,0.6061,0.6,0.3881,53,180,233
10380,368447.05,31,1,3,-0.213550973,0,2,1,1,0.64,0.6212,0.53,0.3284,52,160,212
10381,368447.05,88,1,3,15,0,2,1,1,0.7,0.6364,0.39,0.2239,68,196,264
10382,368447.05,10,1,3,16,0,2,1,1,0.72,0.6515,0.34,0.3881,53,276.2349605,365
-4093.057493,368447.05,85,1,3,17,0,2,1,1,0.7,0.6364,0.37,0.1045,62,614,676
10384,368447.05,81,1,3,18,0,2,1,1,0.7,0.6364,0.34,0.32382264,96,638,734
10385,368447.05,69,1,3,19,0,2,1,1,0.64,0.6212,0.47,0.2239,50,429,479
10386,368447.05,48,1,3,20,68.07621329,2,1,1,0.6,0.6212,0.49,0.1642,45,306,351
10387,368447.05,56,1,3,21,0,2,1,1,0.58,0.5455,0.56,0.1045,44,200,244
10388,368447.05,87,1,3,22,0,2,1,1,0.56,0.5303,0.6,0.0896,24,146,170
10389,368447.05,70,1,3,39.36353615,0,2,1,1,0.56,0.5303,0.56,0.1343,-133.0423753,79,87
10390,368471.05,46,1,3,0,0,3,1,1,0.54,0.329168304,0.6,0.1045,5,34,39
10391,368471.05,44,1,3,1,0,3,1,1,0.52,0.5,0.63,0.0896,2,25,27
10392,368471.05,79,1,3,2,0,3,1,1,0.5,0.4848,0.68,0.194,0,2,2
10393,368471.05,47,-0.331104621,3,24.015977,0,-6.225116043,1.364297518,1,0.48,0.4697,0.72,0.194,129.238319,3,4
-2690.984803,368471.05,35,1,3,4,0,3,1,1,0.48,0.4697,0.67,0.0896,1,4,5
10395,350754.5013,92,1,3,5,0,3,1,1,0.44,0.4394,0.82,0.1343,2,25,27
10396,368471.05,15,1,3,6,0,3,1,1,0.44,0.4394,0.82,0.0896,1,120,121
10397,368471.05,26,1,3,7,0,3,1,1,0.44,0.4394,0.82,0.1045,-118.0474135,348,368
10398,368471.05,62,1,3,8,0,3,1,1,0.44,0.4394,0.82,0,34,628,662
10399,368471.05,60,1,3,9,0,3,1,1,0.52,0.5,0.68,0,26,325,351
10400,361027.2313,10,1,-0.500899937,10,126.7900919,3,1,1,0.56,0.5303,0.56,0.1045,38,150,188
10401,368471.05,80,1,3,11,0,0.2334281,1,2,0.62,-0.143662336,0.41,0.1642,-186.0817096,155,220
10402,368471.05,98,1,3,12,0,3,1,2,0.64,0.6212,0.29,0,55,212,267
10403,368471.05,22,1,3,13,0,3,1,1,2.465171654,0.6212,0.27,0.2239,57,197,254
10404,368471.05,85,1,3,14,0,3,1,1,0.7,0.6364,-0.668338998,0.3284,61,163,224
10405,368471.05,83,1,3,15,0,3,1,1,0.7,0.6364,-0.834310898,0,86,197,283
10406,368471.05,58,1,3,16,0,3,1,1,0.72,0.6364,0.25,0.194,78,278,356
10407,368471.05,45,1,3,17,0,3,1,1,0.7,0.6364,0.28,0.0896,140,642,782
10408,368471.05,99,1,3,18,0,3,1,1,0.7,0.6364,0.32,0,102,647,749
10409,368471.05,40,1,3,19,0,3,1,1,0.64,0.6212,0.33,0.1642,70,402,472
10410,368471.05,87,1,3,20,0,3,1,1,0.62,0.6212,0.35,0.1045,44,286,330
10411,391887.6495,3,1,3,21,0,3,1,1,0.6,0.6212,0.4,0.0896,47,241,288
10412,368471.05,82,1,3,22,0,3,1,1,0.52,0.8594172,0.55,0.1343,43,159,202
10413,368471.05,21,1,3,23,0,14.85150971,1,1,0.56,0.5303,0.43,0.1642,19,72,91
10414,368495.05,84,1,3,0,0,4,1,1,0.54,0.5152,0.49,0.1343,14,46,60
10415,368495.05,46,1,3,1,0,4,1,1,0.5,0.4848,-0.060311152,0.1045,15,8,23
10416,368495.05,27,1,3,2,0,4,1,1,0.5,0.4848,0.59,0,14,5,19
10417,368495.05,7,1,3,3,0,4,1,1,0.5,0.4848,0.63,0,0,7,7
10418,368495.05,46,1,3,4,0,4,1,1,0.44,0.4394,0.77,0.1045,138.55617,3,14
10419,368495.05,53,1,3,5,0,4,1.614468029,1,0.46,0.4545,0.67,-0.236479561,2,24,26
10420,368495.05,80,1,14.32252012,6,0,4,1,1,0.44,0.4394,0.72,0.0896,4,113,117
10421,368495.05,35,1,3,7,0,4,1,1,0.44,0.4394,0.72,0.0896,14,367,381
10422,368495.05,13,1,3,8,0,4,1,1,0.44,0.4394,0.77,0.1045,21,602,623
10423,368495.05,6,1,3,9,0,4,1,1,0.48,0.4697,0.77,0.0896,30,850.0073635,315
10424,368495.05,72,1,3,10,0,4,1,1,0.52,0.5,0.68,0.1045,34,130,164
10425,368495.05,24,1,3,11,0,4,1,1,0.56,0.5303,0.6,0.1343,60,151,211
10426,368495.05,-163.1005641,1,3,12,0,4,1,2,0.62,0.6212,0.5,0.1343,59,206,265
10427,368495.05,29,1,3,13,0,4,1,2,0.66,0.6212,0.41,0.0896,62,211,273
-15526.19113,383760.9986,43,1,3,14,0,4,1,2.050680468,0.72,0.6515,0.3,0.1045,81,177,258
10429,368495.05,55,1,3,15,0,4,1,1,0.72,0.6515,0.32,0.2239,100,187,287
10430,368495.05,80,1,19.07084633,16,0,4,1,1,0.72,0.6515,0.37,0.3881,95,331,426
10431,368495.05,5,1,3,17,0,4,1,1,0.7,0.6364,0.39,0.2537,79,634,713
10432,368495.05,99,1,3,18,0,4,1,1,-0.460009252,0.6212,0.44,0.2836,98,648,746
10433,368495.05,-4.332289119,1,3,19,0,4,1,2,0.64,0.6212,0.5,0.194,72,353,425
10434,368495.05,70,1,3,20,0,4,1.444423865,2,0.58,0.5455,0.6,0.3582,60,270,330
10435,368495.05,60,1,3,21,0,4,1,1,0.54,0.5152,0.68,0.2836,36,207,243
10436,369754.3418,64,1,3,22,0,4,1,1,0.52,0.5,0.68,0.1343,32,137,169
10437,368495.05,8,1,3,23,0,4,1,1.161853239,0.48,0.4697,0.72,0.194,12,85,97
10438,368519.05,26,1,3,0,0,5,1,1,0.44,0.4394,0.77,-0.170731099,8,49,57
10439,368519.05,86,1,3,1,0,0.449815107,1,2,0.42,0.4242,0.69693585,0.3284,4,22,26
10440,368519.05,28,1,3,2,0,5,1,2,0.42,0.4242,0.82,0.194,0,-439.0556295,4
10441,368519.05,61,0.440691839,3,3,0,5,1,2,0.4,0.4091,0.87,0.2836,0,3,3
10442,372304.5933,56,1,3,4,0,5,1,-0.508004939,0.4,-0.424323334,0.87,0.2537,0,3,3
10443,368519.05,13,1,3,5,0,5,1.607480165,2,0.4,0.4091,0.87,0.2239,2,30,32
10444,368519.05,94,1,3,6,0,5,1,2,0.4,0.4091,1.415501613,0.1642,3,96,99
10445,368519.05,22,1,3,7,0,5,1,2,0.4,0.4091,0.87,0.194,13,265,278
10446,368519.05,33,1,15.35339923,8,0,5,1,2,0.4,0.4091,0.87,0.2239,28,534,562
10447,368519.05,44,1,3,9,0,5,1,2,0.42,0.4242,0.82,0,35,277,312
10448,368519.05,14,1,3,10,0,5,-0.64514026,2,0.284921487,0.4091,0.87,0.0896,44,136,180
10449,387406.8467,78,1,11.45571221,-7.48711682,0,5,1,2,0.44,0.4394,0.77,0,40,170.0809301,207
10450,368519.05,49,1,3,12,0,5,1,2,0.44,0.4394,0.82,0.1343,72,222,294
10451,368519.05,68,1,6.548051325,13,0,5,1,2,0.46,0.4545,0.615371406,0.0896,52,208,260
10452,368519.05,58,1,3,14,0,5,1,2,0.48,0.4697,0.72,0,56,146,202
10453,368519.05,33,1,3,15,0,5,1,1.634687484,0.46,0.4545,0.82,0.1045,19,88,107
10454,389551.6367,8,1,3,16,0,5,1,3,0.48,0.4697,0.77,0,18,111,129
-10468.92793,368519.05,5,1,3,17,0,5,1,3,0.48,0.4697,0.82,0.0896,23,235,258
10456,368519.05,71,1,3,18,0,5,1,3,0.48,0.4697,0.82,0.0896,31,377,408
10457,368519.05,97,1,3,19,-78.25679132,5,1,2,0.46,0.4545,0.88,0,23,273,296
10458,368519.05,79,1,3,20,0,5,1,1,0.46,0.4545,0.88,0,31,204,235
10459,368519.05,82,1,3,21,0,5,1,2,0.44,0.4394,0.94,0,8,144,152
10460,368519.05,33,1,3,22,0,5,1,2,0.44,0.4394,0.94,0,16,132,148
10461,368519.05,45,1,3,23,0,5,1,2,0.44,0.4394,0.94,0,22,104,126
10462,368543.05,37,1,3,0,2,6,0,2,0.44,0.4394,0.94,0.0896,13,87,100
10463,368543.05,81,1,3,1,7,6,0,2,0.44,0.4394,0.94,0,12,57,69
10464,368543.05,37,1,3,2,33,6,0,2,0.44,0.4394,0.88,0,10,32,42
10465,368543.05,58,1,3,3.420252176,86,6,0,2,0.44,0.4394,0.88,0,2,24,26
10466,368543.05,82,1,3,4,42,6,0,2,0.42,0.4242,0.94,0,0,2,2
10467,368543.05,31,1,3,5,27,6,0,2,0.42,0.4242,0.94,0.135068183,5,3,8
10468,368543.05,83,1,3,6,97,6,0,2,0.42,0.4242,0.94,0.194,1,29,30
10469,368543.05,55,1,3,7,100,6,0,2,0.4,0.4091,1,0.1343,29,57,86
10470,368543.05,5.29279035,1,3,8,85,-0.133566753,0,2,1.405152281,0.4242,0.94,0.1045,63,155,218
10471,368543.05,27,1,3,9,30,6,0,2,0.44,0.4394,0.88,0.0896,104,217,321
10472,368543.05,57,1,3,10,48,6,0,2,0.5,0.4848,0.77,0.0896,140,303,443
10473,368543.05,86,1,3,11,93,6,0,2,0.52,0.5,0.77,0.1343,226,359,585
10474,368543.05,64,1,3,12,73,6,0,1,0.56,0.5303,0.595131172,0.1642,286,365,651
10475,368543.05,73,1,3,13,97,6,0,1,0.6,0.6061,0.6,0.1045,286,400,686
10476,368543.05,78,1,3,14,3,6,-2.164141855,1,0.62,0.6212,0.53,0.0896,352,666.4812783,690
10477,368543.05,81,1,3,15,52,6,0,1,0.64,0.6212,0.53,0.1343,357,322,679
10478,368543.05,48,1,3,16,76,6,0,-0.71332721,0.64,0.6212,0.5,0,367,318,685
10479,368543.05,87,1,3,17,52,6,0,1,0.64,0.6212,0.5,0.1343,291,357,648
10480,368543.05,32,1,3,18,78,6,0,1,0.62,0.6212,0.57,0.2985,221,339,560
10481,368543.05,67,1,3,19,2,6,0,1,0.58,0.5455,0.64,0.2836,155,262,417
10482,368543.05,17,1,3,20,39,6,0,1,0.56,0.5303,0.64,0.194,89,182,271
10483,368543.05,59,1,3,21,20,6,0,1,0.54,0.5152,0.68,0.1642,99.55910367,169,223
10484,368543.05,23,1,3,22,64,6,-2.195812594,1,0.54,0.5152,0.68,0,58,153,211
10485,368543.05,81,1,3,23,13,10.73455103,0,1,0.5,0.4848,0.77,0.1642,34,151,185
10486,368567.05,92,1,3,0,1,0,0,1,0.46,0.4545,0.88,0.194,27,80,107
10487,368567.05,42,1,3,1,43,0,0,1,0.46,0.4545,0.82,0.1343,25,88,113
10488,368567.05,72,1,3,2,31,0,0,2,0.46,0.4545,0.82,0.1045,15,41,56
10489,368567.05,100,1,3,3,72,0,0,2,0.44,0.4394,0.88,0.1343,3,15,18
10490,368567.05,41,-0.060905757,3,4,99,0,0,2,0.42,0.4242,0.94,0.1642,6,8,14
10491,368567.05,90,1,3,5,26,0,0,2,0.4,0.4091,0.94,0.1045,0,6,6
10492,368567.05,53,1,3,6,63,0,0,2,0.4,0.4091,0.94,0.1045,2,9,11
10493,368567.05,17,1,3,7,63,0,0,3,0.42,0.4242,0.88,0.1642,267.4810545,25,42
10494,368567.05,28,1,3,8,168.9879462,0,0,2,0.42,0.4242,0.88,0.1045,25,71,96
10495,368567.05,40,1,3,9,56,8.000632368,0,2,0.42,0.4242,0.88,0.0896,65,113,178
10496,368567.05,35,1,3,10,31,0,0,2,0.42,0.4242,0.88,0.1045,139,212,351
10497,368567.05,91,1,3,11,84,0,0,2,0.44,0.4394,0.82,0.1642,129,239,368
10498,368567.05,15,0.204942718,3,12,3,0,0,2,0.44,0.4394,0.88,0.1343,222,281,503
10499,368567.05,6,1,3,13,68,0,0,2,0.46,0.4545,0.82,0.1642,198,346,544
10500,378682.0828,23,1,3,14,62,0,0,2,0.5,0.4848,0.77,0.0896,218,303,521
45510.02785,368567.05,2,1,3,15,60,0,0,1,0.54,0.5152,0.68,0.0896,240,314,554
10502,368567.05,22,1,3,16,18,0,0,1,0.54,0.5152,0.73,0.0896,229,312,541
10503,363011.4449,9,1,3,34.95105317,54,0,0,1,0.56,0.165618987,0.64,0.0896,233,308,541
10504,368567.05,13,1,3,18,85,0,0,1,0.56,0.5303,0.64,0.1642,165,294,459
10505,368567.05,46,1,3,19,62,0,0,1,0.56,0.5303,0.64,0.1642,118,234,352
10506,368567.05,17,1,3,20,89,0,0,1,0.52,0.5,0.77,0.1343,59,139,198
10507,368567.05,52,2.074116071,3,21,95,0,0,1,0.52,0.5,0.72,0.0896,44,944.6039432,173
20822.02603,368567.05,-54.77578157,1,3,22,22,0,0,1,0.5,0.4848,0.77,-0.123873778,21,79,100
36158.50779,368567.05,64,-1.140573735,3,49.13608916,93,4.939558271,0,1,0.48,0.4697,0.82,0.1642,7,39,46
10510,368591.05,32,1,3,0,0,1,1,1,0.48,0.4697,0.82,0.1045,4,19,23
10511,368591.05,64,1,3,1,0,1,1,1,0.46,0.4545,0.88,0.1045,0,15,15
10512,368591.05,100,1,3,2,0,1,1,1,0.46,0.4545,0.88,0.1642,1,7,8
10513,368591.05,41,1,3,-34.0128749,0,1,1,-0.480520996,0.188722884,0.4545,0.88,0.0896,0,2,2
10514,368591.05,27,1,3,4,0,8.017178099,1,1,-0.319217386,0.4394,0.94,0,0,3,3
10515,368591.05,79,1,3,5,0,1,1,1,0.44,0.4394,0.94,0,0,31,31
10516,368591.05,74,1,3,6,0,1,1,1,0.46,0.4545,0.88,0.1343,2,394.1193509,120
10517,368591.05,64,1,3,7,0,1,1,1,0.46,0.4545,0.88,0.194,25,329,354
10518,368591.05,-1.745218696,1,3,8,0,1,1,1,0.46,0.4545,0.88,0.1045,16,563,579
10519,368591.05,78,1,3,9,0,1,1,1,0.5,0.4848,0.72,0.1642,55,276,331
10520,368591.05,78,1,3,10,0,1,1,1,0.52,0.5,0.72,0.1343,56,128,184
10521,368591.05,73,1,3,11,6.754585899,6.542405573,1,1,0.56,0.5303,0.68,0.1642,56,145,201
10522,368591.05,29,1,3,12,0,1,1,1,0.6,0.6061,0.64,0.2537,71,211,282
10523,368591.05,5,4.763630036,3,13,0,1,1,1,0.62,0.6061,0.61,0.2537,69,194,263
10524,368591.05,51,1,3,14,0,1,1,2,0.64,0.6212,0.57,0.194,60,200,260
10525,373612.98,72,1,3,15,0,1,1,1,0.64,0.6212,0.57,0.2239,97,189,286
10526,368591.05,24,1,3,16,0,1,1,1,0.66,0.6212,0.5,0.2239,65,320,385
10527,368591.05,12,1,3,43.67384522,0,1,1,1,0.64,0.6212,0.53,0.2239,106,615,721
10528,368591.05,57,1,3,18,0,1,1,1,0.64,0.6212,0.57,0.2537,120,681,801
10529,368591.05,-192.9002358,1,3,19,0,1,1,1,0.62,0.6061,0.61,0.2239,86,617.597982,549
10530,368591.05,21,1,3,20,0,1,1,2.77153533,0.6,0.6061,0.64,0.2239,34,296,330
10531,368591.05,7,1,3,21,0,1,1,1,0.6,0.6061,0.64,0.1642,-170.4112828,190,223
10532,368591.05,24,1,3,22,0,1,2.833799542,2,0.56,0.5303,0.73,0.1642,17,131,148
10533,368591.05,84,1,3,23,0,1,1,2,0.56,0.5303,0.78,0.1343,9,45,54
10534,368615.05,47,1,3,0,0,2,1,2,0.56,0.4121014,0.78,0.0896,5,24,29
10535,368615.05,92,1,3,1,0,2,1,1,0.54,0.5152,0.88,0,6,9,15
10536,368615.05,88,1,3,28.76810707,0,2,1,1,0.54,0.5152,0.88,0.0896,2,8,10
