Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1471709553,JMZ5619,NY,PAS,06/24/2020,98,SDN,BMW,P,28090,55590,62230,20211112,113,113,113,"950,616",0113,0000,1225A,,Q,F,178-37,ANDERSON RD,,0,408,E2,,BBBBBBB,ALL,ALL,GY,0,2008,-,0,,,,,
1471709565,HFF2128,NY,PAS,06/24/2020,98,SUBN,NISSA,P,25840,56350,20790,20220301,113,113,113,"950,616",0113,0000,0105A,,Q,F,114-03,198 ST,,0,408,F2,,BBBBBBB,ALL,ALL,GY,0,2019,-,0,,,,,
1471711468,JAL5510,NY,PAS,06/30/2020,98,SDN,,P,20240,23740,23790,20200823,103,103,113,"964,659",0113,0000,0928P,2118P,Q,F,156-10,109 AVE,,0,408,E2,,BBBBBBB,ALL,ALL,GRAY,0,2011,-,0,,,,,
1471714457,JLEA46,FL,PAS,07/05/2020,98,SUBN,JEEP,P,23110,27050,27070,20210630,105,105,105,"962,298",0105,0000,0940P,,Q,F,225-11,148 AVE,,0,408,F2,,BBBBBBB,ALL,ALL,WHITE,0,2020,-,0,,,,,
1471714652,JSN2961,PA,PAS,06/29/2020,99,SUBN,MAZDA,P,16790,0,0,20171130,105,105,105,"968,201",0105,0000,1230A,,Q,,,82 AVE,COMMONWEALTH AVE,0,408,K6,,BBBBBBB,ALL,ALL,BLACK,0,2008,-,0,,,,,
1471714688,L24LSY,NJ,PAS,07/04/2020,98,SDN,FORD,P,27097,62890,52880,0,105,105,105,"968,201",0105,0000,0705A,,Q,F,142-46,231 ST,,0,408,F2,,BBBBBBB,ALL,ALL,BK,0,2020,-,0,,,,,
1471717367,HFG5733,NY,PAS,06/12/2020,98,SUBN,ACURA,P,23840,35780,23010,20220427,105,105,105,"951,395",0105,0000,0630P,,Q,F,144-50,158 ST,,0,408,99,,BBBBBBB,ALL,ALL,GY,0,2007,-,0,,,,,
1471720639,JNK4971,NY,PAS,06/21/2020,40,SDN,HONDA,P,67350,23185,0,20220122,105,105,105,"965,158",0105,0000,1024P,,Q,,,WELLER LANE,149 RD,0,408,E2,,BBBBBBB,ALL,ALL,GRY,0,2013,-,0,,,,,
1471721218,GJE3486,NY,PAS,07/04/2020,98,SUBN,NISSA,P,19890,26690,26740,20210729,105,105,105,"967,928",0105,0000,1051A,,Q,F,216-12,106 AVE,,0,408,F7,,BBBBBBB,ALL,ALL,BLACK,0,2009,-,0,,,,,
1471721220,JJHY09,FL,PAS,07/03/2020,98,SDN,CHRYS,P,26240,18540,18640,20210630,,0,105,"967,928",0105,0000,0330P,,Q,F,93-42,209 STREET,,0,408,F2,,BBBBBBB,ALL,ALL,GREY,0,2020,-,0,,,,,
1471722223,JPY6281,99,PAS,05/30/2020,46,SDN,NISSA,P,27190,22970,55110,20210320,105,105,105,"968,025",0105,0000,0605P,,Q,,145-20,243 ST,,0,408,E2,,BBBBBBB,ALL,ALL,RED,0,2018,-,0,,,,,
1471722570,JKB4928,NY,PAS,06/25/2020,98,SDN,NISSA,P,67630,26545,26590,20210318,,0,105,"966,313",0105,0000,0850A,,NY,F,214-31,WHITEHALL  TERRACE,,0,408,K6,,BBBBBBB,ALL,ALL,WH,0,2010,-,0,,,,,
1471722867,HRZ6730,NY,PAS,06/12/2020,99,,CHRYS,P,21290,26840,26850,20210731,105,105,105,"931,002",0105,0000,0750P,,Q,F,218-02,120 AVE,,0,408,F1,,BBBBBBB,ALL,ALL,YEL,0,1988,-,0,,,,,
1471722879,JHS8723,NY,PAS,06/21/2020,99,SUBN,NISSA,P,26440,49690,18040,20210424,105,105,105,"931,002",0105,0000,0145A,,Q,F,88-27,212 ST,,0,408,99,,BBBBBBB,ALL,ALL,BLK,0,2010,-,0,,,,,
1471725236,JEB5870,NY,PAS,06/18/2020,98,SUBN,TOYOT,P,18940,21690,21740,20201010,102,102,102,"944,506",0102,0000,1235A,,Q,F,,S/O 126-02 97 AVE,,0,408,E2,,BBBBBBB,ALL,ALL,GY,0,2018,-,0,,,,,
1471725248,KYH2504,PA,PAS,06/18/2020,40,SDN,ACURA,P,16590,17240,17390,0,102,102,102,"944,506",0102,0000,0158A,,Q,F,85-75,80 ST,,0,408,F2,,BBBBBBB,ALL,ALL,BLU,0,0,-,0,,,,,
1471725250,JHZ8275,NY,PAS,06/19/2020,98,SDN,ACURA,P,52090,16960,17040,20210526,102,102,102,"944,506",0102,0000,0125A,,Q,F,83-30,KEW GARDENS RD,,0,408,E2,,BBBBBBB,ALL,ALL,BLK,0,2019,-,0,,,,,
1471725261,KRM2921,TX,PAS,06/19/2020,40,SDN,CHRYS,P,16590,17240,17390,0,102,102,102,"944,506",0102,0000,0400A,,Q,F,85-75,80 STREET,,0,408,F2,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1471726990,JMN2038,NY,PAS,06/23/2020,40,SDN,INTER,P,18040,19740,20090,20210923,102,102,102,"964,896",0102,0000,0655A,,Q,F,104-42,89 AVE,,0,408,E2,,BBBBBBB,ALL,ALL,GRAY,0,2015,-,0,,,,,
1471727002,LFX2641,PA,PAS,06/27/2020,98,SUBN,MAZDA,P,20740,19340,19590,0,102,102,102,"404,890",0102,0000,0625A,,,F,101-27,114 STREET,,0,408,F2,,BBBBBBB,ALL,ALL,BLK,0,2004,-,0,,,,,
1471728286,HVW4009,NY,PAS,06/23/2020,20,SUBN,TOYOT,P,18490,18940,19340,20220117,102,102,102,"957,387",0102,0000,0539A,,Q,F,97-45,92 ST,,0,408,E2,,BBBBBBB,ALL,ALL,BL,0,2004,-,0,,,,,
1471729047,HRH2921,TX,PAS,07/01/2020,40,SDN,CHEVR,P,16590,17240,17390,0,102,102,102,"959,517",0102,0000,0220A,,Q,F,85-77,80 ST,,0,408,F2,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1471729771,JPK2175,NY,PAS,07/02/2020,20,,NISSA,P,23640,23650,18190,20220127,103,103,103,"966,647",0103,0000,0158P,,,F,90-30,GRACE COURT,,0,408,C3,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1471729953,JHL1856,NY,PAS,06/28/2020,98,SDN,LEXUS,P,0,26040,0,20210423,103,103,103,"968,789",0103,0000,1059A,,Q,F,,SW 93 AVE,204 ST,0,408,F2,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1471730293,G79LBB,NJ,PAS,07/06/2020,98,VAN,HONDA,P,24740,18140,18290,20210630,103,103,103,"968,877",0103,0000,0855P,0855P,Q,F,90-12,172 STREET,,0,408,E5,,BBBBBBB,ALL,ALL,TAN,0,0,-,0,,,,,
1471730475,HUL1975,NY,PAS,06/29/2020,98,SDN,TOYOT,P,27790,18790,18940,0,103,103,103,"968,296",0103,0000,0441A,0441A,,F,95-14,ALLENDALE ST,,0,408,F2,,BBBBBBB,ALL,ALL,BLUE,0,0,-,0,,,,,
1471730505,JMG3413,NY,PAS,07/03/2020,40,VAN,FORD,P,27790,18940,19340,20210813,103,103,103,"968,296",0103,0000,0642A,0642A,,F,97-24,ALLENDALE ST,,0,408,F2,,BBBBBBB,ALL,ALL,SILVE,0,0,-,0,,,,,
1471731637,GSG8260,NY,PAS,07/04/2020,41,SUBN,TOYOT,P,25940,18140,18540,20220629,103,103,103,"968,215",0103,0000,1206A,,Q,F,90-57,201 ST,,0,408,E2,,BBBBBBB,ALL,ALL,GRY,0,2019,-,0,,,,,
1471732459,HYU5902,NY,PAS,07/03/2020,40,,,P,26090,18140,18540,20200318,103,103,103,"968,667",0103,0000,0928P,,,O,90-01,205 ST,,0,408,E2,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1471732940,JLF4443,NY,PAS,06/20/2020,20,SDN,NISSA,P,0,0,0,20210728,103,103,103,"963,541",0103,0000,1112A,,Q,,,S/W C/O 97 AVE,147 PL,0,408,E2,,BBBBBBB,ALL,ALL,BLK,0,2006,-,0,,,,,
1471733063,JBB6073,NY,PAS,06/18/2020,98,SDN,TOYOT,P,51090,25070,25090,20201009,103,103,103,"963,541",0103,0000,1115A,,Q,F,181-07,JAMAICA AVE,,0,408,D,,BBBBBBB,ALL,ALL,GRAY,0,2015,-,0,,,,,
1471733464,GRD8952,NY,PAS,06/21/2020,98,SDN,HONDA,P,24940,19790,19890,20200616,103,103,103,"968,453",0103,0000,0529P,,Q,F,105-04,177 ST,,0,408,E2,,BBBBBBB,ALL,ALL,GY,0,2006,-,0,,,,,
1471733476,JKK4440,NY,PAS,06/27/2020,40,SUBN,JEEP,P,25960,18540,51090,20210623,103,103,103,"968,453",0103,0000,0933P,,Q,F,93-03,202 ST,,0,408,E2,,BBBBBBB,ALL,ALL,BLK,0,2016,-,0,,,,,
1471733488,HMF7090,NY,PAS,06/27/2020,40,SUBN,ACURA,P,25960,18140,18540,20201109,103,103,103,"968,453",0103,0000,0941P,,Q,F,90-21,202 ST,,0,408,E2,,BBBBBBB,ALL,ALL,GRAY,0,2010,-,1,,,,,
1471754443,GNE7653,NY,PAS,06/19/2020,40,SDN,HONDA,P,16490,17390,51090,20220313,102,102,102,"959,750",0102,0000,1250A,,Q,F,86-36,79 ST,,0,408,F2,,BBBBBBB,ALL,ALL,WH,0,2019,-,0,,,,,
1471754856,LDL8843,PA,PAS,06/18/2020,98,SUBN,HONDA,P,16490,18290,60810,0,102,102,102,"963,962",0102,0000,0528A,,Q,F,91-04,79 ST,,0,408,E2,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1471754868,JLF3714,NY,PAS,06/18/2020,20,SDN,BMW,P,18490,18940,19340,20210714,102,102,102,"963,962",0102,0000,0538A,,Q,F,97-45,92 ST,,0,408,F2,,BBBBBBB,ALL,ALL,BLUE,0,0,-,0,,,,,
1471754870,JKV3565,NY,PAS,06/22/2020,98,SUBN,NISSA,P,18940,16590,16740,20210824,102,102,102,"963,962",0102,0000,0348A,,Q,F,80-02,97 AVE,,0,408,D,,BBBBBBB,ALL,ALL,GRAY,0,2014,-,0,,,,,
1471756592,GFE5665,NY,PAS,06/27/2020,40,SDN,NISSA,P,18090,51090,17790,20210223,102,102,102,"965,606",0102,0000,0344A,,Q,F,87-44,89 ST,,0,408,F2,,BBBBBBB,ALL,ALL,GRY,0,2019,-,0,,,,,
1471756610,JGA4189,NY,PAS,06/20/2020,40,SDN,TOYOT,P,16490,17390,51090,20210311,102,102,102,"965,606",0102,0000,0624A,,Q,F,86-36,79 ST,,0,408,E5,,BBBBBBB,ALL,ALL,BK,0,2008,-,0,,,,,
1471756634,JJ6049,NY,PAS,06/25/2020,70,SUBN,ME/BE,P,18240,58490,17290,0,102,102,102,"965,606",0102,0000,0543A,,Q,F,84-13,90 ST,,0,408,F2,,BBBBBBB,ALL,ALL,GRY,0,2010,-,0,,,,,
1471756646,HTY5803,NY,PAS,06/25/2020,51,SDN,TOYOT,P,18490,18790,18940,20211016,102,102,102,"965,606",0102,0000,0615A,,Q,O,95-11,92 ST,,0,408,J3,,BBBBBBB,ALL,ALL,BLUE,0,2007,-,0,,,,,
1471760625,HHY5984,NY,PAS,06/22/2020,19,SDN,TOYOT,P,0,40404,40404,20200808,105,105,105,"931,865",0105,0000,0543P,,Q,F,90-47,SPRINGFIELD RD,,0,408,K5,,BBBBBBB,ALL,ALL,TAN,0,1995,-,0,,,,,
1471760637,GKX1551,NY,PAS,06/22/2020,19,SDN,CHRYS,P,63290,20460,20520,20211007,105,105,105,"931,865",0105,0000,0558P,,Q,F,111-34,SPRINGFIELD BLVD,,0,408,C3,,BBBBBBB,ALL,ALL,BL,0,2005,-,0,,,,,
1471760649,JJY5786,NY,PAS,06/22/2020,50,SDN,TOYOT,P,51090,26850,63290,20210616,105,105,105,"931,865",0105,0000,0624P,,Q,F,219-21,JAMAICA AVE,,0,408,C3,,BBBBBBB,ALL,ALL,GY,0,2005,-,0,,,,,
1471760650,HHU1937,NY,PAS,06/22/2020,46,SUBN,HONDA,P,63290,20520,20520,20220612,105,105,105,"931,865",0105,0000,0632P,,Q,F,111-46,SPRINGFIELD BLVD,,0,408,E5,,BBBBBBB,ALL,ALL,BK,0,2016,-,0,,,,,
1471760686,JPY6101,NY,PAS,06/30/2020,19,SUBN,LEXUS,P,49690,27235,27240,20220122,105,105,105,"931,865",0105,0000,0618P,,Q,F,251-10,HILLSIDE AVE,,0,408,E5,,BBBBBBB,ALL,ALL,WH,0,2010,-,0,,,,,
1471761514,HCC1788,NY,PAS,06/10/2020,98,SDN,HONDA,P,26850,18040,18140,20211123,105,105,105,"949,775",0105,0000,1055P,,Q,F,89-69,219 STREET,,0,408,F7,,BBBBBBB,ALL,ALL,GRAY,0,2012,-,0,,,,,
1471761721,JLC5531,NY,PAS,06/12/2020,71,VAN,FORD,P,49690,54120,27262,20210819,105,105,105,"968,028",0105,0000,0450A,,Q,F,254-20,HILLSIDE AVE,,0,408,F2,,BBBBBBB,ALL,ALL,WHITE,0,2016,-,0,,,,,
1471763298,JKW2373,NY,PAS,06/22/2020,46,SUBN,BMW,P,45890,49990,36990,20211116,105,105,105,"952,171",0105,0000,0606P,,Q,F,109-75,FRANCIS LEWIS BLVD,,0,408,E5,,BBBBBBB,ALL,ALL,RD,0,2012,-,0,,,,,
1471763547,JRV2885,NY,PAS,06/22/2020,19,,,P,63290,18140,18290,20220518,105,105,105,"956,091",0105,0000,0551P,,Q,F,90-41,SPRINGFIELD BLVD,,0,408,E5,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1471763924,KSG4018,PA,PAS,06/27/2020,19,SDN,INFIN,P,63290,22190,22280,0,105,105,105,"952,171",0105,0000,0949A,,Q,F,135-33,SPRINGFIELD BLVD,,0,408,E2,,BBBBBBB,ALL,ALL,BK,0,2012,-,0,,,,,
1471763936,HINDUSTN,NY,OMT,06/30/2020,19,SDN,LINCO,P,49690,27235,27240,20200731,105,105,105,"952,171",0105,0000,0614P,,Q,F,251-10,HILLSIDE AVE,,0,408,F7,,BBBBBBB,ALL,ALL,BK,0,2019,-,0,,,,,
1471763973,JFH6651,NY,PAS,07/01/2020,19,SDN,NISSA,P,63290,22190,22280,20200930,105,105,105,"952,171",0105,0000,0358P,,Q,F,135-29,SPRINGFIELD BLVD,,0,408,C3,,BBBBBBB,ALL,ALL,BK,0,2018,-,0,,,,,
1471763985,JGW6332,NY,PAS,07/01/2020,19,SUBN,HONDA,P,49690,27235,27240,20210319,105,105,105,"952,171",0105,0000,0438P,,Q,F,251-10,HILLSIDE AVE,,0,408,C3,,BBBBBBB,ALL,ALL,WH,0,2018,-,0,,,,,
1471763997,JKA8530,NY,PAS,07/01/2020,19,SDN,ME/BE,P,49690,27284,27288,20210731,105,105,105,"952,171",0105,0000,0617P,,Q,F,260-13,HILLSIDE AVE,,0,408,C3,,BBBBBBB,ALL,ALL,WH,0,2020,-,0,,,,,
1471764000,JNJ4209,NY,PAS,07/02/2020,19,SDN,HONDA,P,49190,26860,26890,20211126,105,105,105,"952,171",0105,0000,0601P,,Q,F,220-08,HEMPSTEAD AVE,,0,408,F2,,BBBBBBB,ALL,ALL,GY,0,2007,-,0,,,,,
1471764023,JFL2062,NY,PAS,07/02/2020,19,SUBN,CHEVR,P,49690,27235,27240,20201205,105,105,105,"952,171",0105,0000,0656P,,Q,F,251-10,HILLSIDE AVE,,0,408,C3,,BBBBBBB,ALL,ALL,BK,0,2012,-,0,,,,,
1471764035,JFL2062,NY,PAS,07/02/2020,71,SUBN,CHEVR,P,49690,27235,27240,20201205,105,105,105,"952,171",0105,0000,0656P,,Q,F,251-10,HILLSIDE AVE,,0,408,C3,,BBBBBBB,ALL,ALL,BK,0,2012,-,0,,,,,
1471764680,KXL1769,PA,PAS,06/26/2020,98,SUBN,NISSA,P,24970,17790,18040,0,103,103,103,"956,882",0103,0000,0647A,,Q,F,88-11,178 ST,,0,408,K6,,BBBBBBB,ALL,ALL,BK,0,2010,-,0,,,,,
1471765015,JPG2167,NY,PAS,06/30/2020,98,SDN,INFIN,P,26040,18540,18640,20220227,103,103,103,"965,772",0103,0000,0817A,,Q,F,93-02,204 ST,,0,408,E2,,BBBBBBB,ALL,ALL,BK,0,2009,-,0,,,,,
1471765040,HXB2529,NY,PAS,06/19/2020,46,SDN,CADIL,P,24840,18290,35780,20220322,103,103,103,"965,772",0103,0000,0259P,,Q,F,91-04,175 ST,,0,408,K6,,BBBBBBB,ALL,ALL,BK,0,2011,-,0,,,,,
1471765829,JGY6897,NY,PAS,06/25/2020,41,SDN,PONTI,P,25790,19240,19720,20220428,103,103,103,"966,573",0103,0000,0122P,0122P,,F,100-47,197 ST,,0,408,F2,,BBBBBBB,ALL,ALL,GR,0,0,-,0,,,,,
1471765891,GTY4065,NY,PAS,07/04/2000,40,VAN,DODGE,P,24590,19790,19990,20200930,103,103,103,"966,573",0103,0000,1001A,,,F,105-03,170 ST,,0,408,J6,,BBBBBBB,ALL,ALL,,0,0,-,1,,,,,
1471766913,JML2469,NY,PAS,06/26/2020,41,SUBN,HONDA,P,25390,35780,68190,20210929,103,103,103,"956,271",0103,0000,0248P,,Q,F,91-20,191 ST,,0,408,,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1471766925,JCD6094,NY,PAS,06/28/2020,98,SUBN,NISSA,P,51090,24740,24790,20200805,103,103,103,"956,271",0103,0000,1249P,,Q,F,172-18,JAMAICA AVE,,0,408,F2,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1471767425,HZY8247,NY,PAS,06/25/2020,98,SUBN,HONDA,P,18140,22640,22840,20200713,103,103,103,"964,639",0103,0000,0400A,,Q,O,139-11,90 AVE,,0,408,F2,,BBBBBBB,ALL,ALL,WT,0,2007,-,0,,,,,
1471768806,HUS9395,NY,PAS,06/22/2020,98,SDN,NISSA,P,23290,23140,19990,20211020,103,103,103,"968,168",0103,0000,1014A,,Q,F,106-55,150 ST,,0,408,E2,,BBBBBBB,ALL,ALL,G,0,2017,-,0,,,,,
1471769896,JHU3752,NY,PAS,06/17/2020,91,P-U,JEEP,P,21040,22090,22190,20210731,106,106,106,"967,459",0106,0000,0605P,,,F,133-10,117 STREET,,0,408,F2,,BBBBBBB,ALL,ALL,RED,0,2020,-,0,,,,,
1471769902,HSB3689,NY,OMT,06/17/2020,91,SDN,HONDA,P,16490,23390,23590,20210910,106,106,106,"917,459",0106,0000,0930P,,,F,153-16,79 ST,,0,408,F2,,BBBBBBB,ALL,ALL,GRAY,0,2010,-,0,,,,,
1474536207,JMM6504,NY,PAS,06/29/2020,21,SUBN,ROVER,S,18710,27790,24890,20211108,19,19,0,"534,126",MN08,0000,0815A,,NY,F,120,EAST 86TH ST,,0,408,D1,,YYYYYYB,0800A,0830A,WHITE,0,2020,-,0,,,,,
1474536220,HRP9294,NY,PAS,06/29/2020,21,SUBN,LINCO,S,18710,10110,10010,20210626,19,19,0,"534,126",MN08,0000,0822A,,NY,F,352,EAST 86TH ST,,0,408,D1,,YYYYYYB,0800A,0830A,BLK,0,2013,-,0,,,,,
1474536232,JCF8356,NY,PAS,06/29/2020,21,SDN,CHEVR,S,18710,10110,10010,20201003,19,19,0,"534,126",MN08,0000,0824A,,NY,F,352,EAST 86TH ST,,0,408,D1,,YYYYYYB,0800A,0830A,BLUE,0,2012,-,0,,,,,
1474536244,JDP9174,NY,PAS,06/29/2020,21,SUBN,TOYOT,S,18710,10110,10010,20201122,19,19,0,"534,126",MN08,0000,0827A,,NY,O,345,EAST 86TH ST,,0,408,D1,,YYYYYYB,0800A,0830A,BLUE,0,2018,-,0,,,,,
1474536335,GBY9177,NY,PAS,06/30/2020,21,SDN,TOYOT,S,19270,24890,10210,20201024,25,25,0,"540,131",MN11,0000,0825A,,NY,F,186,E 116 ST,,0,408,D1,,YYYYYYB,0800A,0830A,GOLD,0,2011,-,0,,,,,
1474536359,HBS3674,99,PAS,06/30/2020,21,SDN,ME/BE,S,19270,24890,10210,20211031,25,25,0,"540,131",MN11,0000,0841A,,NY,F,163,E 116 ST,,0,408,D1,,YYYYYYB,0830A,0900A,BK,0,2016,-,0,,,,,
1474536372,JGX2990,99,PAS,06/30/2020,21,SDN,TOYOT,S,19270,27790,24890,20210619,25,25,0,"540,131",MN11,0000,0843A,,NY,F,115,E 116 ST,,0,408,D1,,YYYYYYB,0830A,0900A,WH,0,2005,-,0,,,,,
1474536384,IEQH96,FL,PAS,07/01/2020,21,SUBN,DODGE,S,0,0,0,0,25,25,0,"540,131",MN11,0000,0710A,,NY,F,,W/S MADISON AVE,N/O E 135 ST,0,408,D1,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,
1474536396,IEQH96,99,PAS,07/01/2020,53,SUBN,DODGE,S,0,0,0,0,25,25,0,"540,131",MN11,0000,0713A,,NY,F,,W/S MADISON AVE,N/O E 135 ST,0,408,D1,,BBBBBBB,ALL,ALL,GRY,0,0,-,0,,,,,
1474537509,JAM4524,NY,PAS,06/18/2020,17,SUBN,HONDA,S,0,0,0,20220528,23,23,0,"610,119",MN17,0000,1035A,,NY,,105,102 AVE,N/O E 97 ST,0,408,C3,,BBBBBBB,ALL,ALL,GR,0,2018,-,0,,,,,
1474537558,L20JJX,NY,PAS,06/30/2020,21,SDN,HONDA,S,18890,24890,10210,0,23,23,0,"610,119",MN11,0000,0735A,,NY,F,161,EAST 96 ST,,0,408,D,,YYYYYYB,0730A,0800A,BK,0,0,-,0,,,,,
1474537560,HLN2343,NY,PAS,06/30/2020,21,SDN,HONDA,S,18890,27790,24890,20200902,23,23,0,"610,119",MN11,0000,0738A,,NY,F,119,EAST 96 ST,,0,408,D1,,YYYYYYB,0730A,0800A,GR,0,2019,-,0,,,,,
1474537571,LFH3437,PA,PAS,06/30/2020,21,SDN,CHEVR,S,18890,27790,24890,0,23,23,0,"610,119",MN11,0000,0738A,,NY,F,119,EAST 96 STREET,,0,408,D1,,YYYYYYB,0730A,0800A,GR,0,0,-,0,,,,,
1474537583,JKW7983,NY,PAS,06/30/2020,21,SDN,ACURA,S,18890,27790,24890,20210812,23,23,0,"610,119",MN11,0000,0739A,,NY,F,119,EAST 96 STREET,,0,408,D1,,YYYYYYB,0730A,0800A,RD,0,2013,-,0,,,,,
1474537595,JPU3647,NY,PAS,06/30/2020,21,SUBN,VOLVO,S,18890,27790,24890,0,23,23,0,"610,119",MW11,0000,0740A,,NY,F,115,EAST 96 ST,,0,408,D1,,YYYYYYB,0730A,0800A,BK,0,0,-,0,,,,,
1474537601,JKF46067,NY,PAS,06/30/2020,21,SDN,VOLKS,S,18890,27790,24890,20200930,23,23,0,"610,119",MN11,0000,0741A,,NY,F,115,EAST 96 ST,,0,408,D1,,YYYYYYB,0730A,0800A,WH,0,2019,-,0,,,,,
1474537613,JLE7080,NY,PAS,06/30/2020,21,SUBN,MASE,S,18890,27790,24890,20210814,23,23,0,"660,119",MW11,0000,0742A,,NY,F,115,EAST 96 STREET,,0,408,D1,,YYYYYYB,0730A,0800A,BK,0,2019,-,0,,,,,
1474537637,GWEN47,FL,PAS,06/30/2020,21,P-U,DODGE,S,25390,18910,18930,0,23,23,0,"610,119",MW17,0000,0751A,,NY,F,1414,MADISON AVE,,0,408,D1,,YYYYYYB,0730A,0800A,BL,0,0,-,0,,,,,
1474537789,JGL3131,NY,PAS,06/18/2020,98,SDN,CHEVR,S,19590,10410,25390,20200706,25,25,0,"574,030",ME11,0000,1255A,,NY,O,2,EAST 132 ST,,0,408,C4,,BBBBBBB,ALL,ALL,RD,0,2018,-,0,,,,,
1474541770,HVK6854,NY,PAS,07/02/2020,21,SDN,HONDA,S,34710,11720,11110,20210929,18,18,0,"950,132",MN04,0000,0915A,,NY,F,505,W 47TH ST,,0,408,D1,,YBBYBBB,0830A,1000A,BLUE,0,2020,-,0,,,,,
4697954567,LCT3091,TX,PAS,07/08/2020,36,4D,LINCO,V,0,0,0,0,,0,0,0,,,0220P,,BK,,,SB E 96TH ST @ LINDE,N BLVD,0,"1,180",B,T,,,,,,2011,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1474541781,JGU5820,NY,PAS,07/02/2020,21,SUBN,LEXUS,S,34710,11720,11110,20210522,18,18,0,"950,132",MN04,0000,0912A,,NY,F,505,W 47TH ST,,0,408,D1,,YBBYBBB,0830A,1000A,GRAY,0,2019,-,0,,,,,
1474541835,JRS2584,NY,PAS,07/02/2020,21,SDN,CHEVR,S,34790,10810,10910,20220331,18,18,0,"950,132",MN04,0000,0839A,,NY,O,306,W 51TH ST,,0,408,D1,,YYYYYYB,0830A,0900A,GREY,0,2018,-,0,,,,,
1474541847,JPR7448,NY,PAS,07/02/2020,21,SUBN,AUDI,S,34790,10810,10910,20200730,18,18,0,"950,132",MN04,0000,0835A,,NY,O,302,W 51TH ST,,0,408,D1,,YYYYYYB,0830A,0900A,WHITE,0,2020,-,0,,,,,
1474541860,JRW3275,NY,PAS,07/02/2020,21,SUBN,HONDA,S,34790,10810,10910,20200730,18,18,0,"950,132",MN04,0000,0838A,,NY,O,306,W 51TH ST,,0,408,D1,,YYYYYYB,0830A,0900A,WHITE,0,2020,-,0,,,,,
1474543133,HXA9241,NY,PAS,07/02/2020,40,SUBN,AUDI,S,34070,10510,10610,20220214,10,10,0,"582,928",MW04,0000,0833A,,NY,F,101,WEST 15 STREET,,0,408,D1,,BBBBBBB,ALL,ALL,BLACK,0,2012,-,0,,,,,
1474543145,JPV1674,NY,PAS,07/02/2020,21,CONV,BMW,S,34070,10510,10610,20220529,10,10,0,"582,928",MW04,0000,0835A,,NY,O,100,WEST 15 STREET,,0,408,E2,,YBBYYBB,0830A,1000A,BLUE,0,2017,-,0,,,,,
1474543157,JLC5888,99,PAS,07/02/2020,41,,ME/BE,S,0,0,0,20210822,,0,0,"582,928",MW04,0000,0837A,,NY,F,113,,,0,408,N8,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1474543169,HTH4792,NY,PAS,07/02/2020,21,SDN,MINI,S,34070,10510,10610,20210808,10,10,0,"582,928",MW04,0000,0838A,,NY,F,117,WEST 15 STREET,,0,408,D1,,YBBYBBB,0830A,1000A,RED,0,2010,-,0,,,,,
1474543170,JJT7987,NY,PAS,07/02/2020,21,SDN,HONDA,S,34070,10510,10610,20210825,10,10,0,"582,928",MN04,0000,0841A,,NY,F,125,WEST 15 STREET,,0,408,D1,,YBBYBBB,0830A,1000A,BLACK,0,2016,-,0,,,,,
1474543182,GXT3146,NY,PAS,07/02/2020,21,SDN,BMW,S,34070,10510,10610,20210519,10,10,0,"582,928",MN04,0000,0842A,,NY,F,123,WEST 15 STREET,,0,408,D1,,YBBYBBB,0830A,1000A,BLUE,0,2014,-,0,,,,,
1474543200,HSU1820,NY,PAS,07/02/2020,21,SUBN,VOLKS,S,34070,10610,10810,20210628,10,10,0,"582,928",MW04,0000,0852A,,NY,F,235,WEST 15 STREET,,0,408,D1,,YBBYBBB,0830A,1000A,BLACK,0,2011,-,0,,,,,
1474543236,JCX8283,NY,PAS,07/02/2020,21,SUBN,CHEVR,S,34090,10610,10810,20201210,10,10,0,"582,928",MW04,0000,0859A,,NY,F,251,WEST 16 STREET,,0,408,D1,,YBBYBBB,0830A,1000A,BLACK,0,2016,-,0,,,,,
