97547.birthplace,Conkary,Conakry
143217.manager,Masum_Kasprzak,Robert_Lally
48190.team,P.a..k_Fc,P.a.o.k_Fc
73643.team,fToronto_FC,Toronto_FC
82249.position,Mdfield,Midfield
161756.surname,Gnutzmawnn,Gnutzmann
163298.season,2014,2013
95141.surname,Nkevinda,Nekvinda
31105.season,2013,2012
30931.name,Nedo_Suadrshan,Nedo_Sudarshan
50870.season,20d11,2011
143721.stadium,Dnobass_Arena,Donbass_Arena
4438.surname,Aigraign,Aigrain
89337.name,Jim_Jbaak,Jim_Jaak
148771.name,Yookuns_Apostol,Yookun_Apostol
163634.season,2014,2013
117863.stadium,Stadio_Artemio_Franhci,Stadio_Artemio_Franchi
71801.season,2013,2012
163603.season,2014,2013
6171.birthyear,9176,1976
31404.position,Defendper,Defender
33757.stadium,King_ower_Stadium,King_Power_Stadium
152074.position,Defeder,Defender
26624.name,Brad_Zhaofang,Mejar_Congxiao
175957.manager,Shigetmoo_Abbas,Shigetomo_Abbas
13163.birthplace,Gulfpotr,Gulfport
101361.name,Fortune_Orestes,Magne_Chihping
3239.name,Brad_Zhaofang,Lundy_Bharathi
94229.name,Fortune_Orestes,Elenora_Noriyuki
141501.birthplace,Lyno,Lyon
44518.surname,Keskni,Keskin
107932.birthplace,Gulfpotr,Gulfport
181222.position,Defendrer,Defender
154415.position,Mifdfield,Midfield
107483.surname,cLeifker,Leifker
166410.position,eDfender,Defender
70861.stadium,Veltisn-Arena,Veltins-Arena
66240.position,Frward,Forward
11226.manager,XiaominS_aoudi,Xiaomin_Saoudi
174002.birthplace,ri,Tri
59667.season,2013,2012
111015.birthyear,19t82,1982
66349.surname,Abrhaam,Abraham
137641.position,Midfibeld,Midfield
56916.team,Wovlerhampton_Wanderers_Football_Club,Wolverhampton_Wanderers_Football_Club
117449.season,011,2011
25967.name,Brad_Zhaofang,Xiaocheng_Beth
75205.manager,Benrando_Jesus,Bernando_Jesus
155052.team,P.a.o._kFc,P.a.o.k_Fc
63562.manager,AhsanKliger,Ahsan_Kliger
96210.season,2013,2012
104929.city,Sctuttgart,Stuttgart
139794.position,eDfender,Defender
3171.team,FC_Spartakv_Moscow,FC_Spartak_Moscow
68070.surname,Aigain,Aigrain
143867.manager,Masum_Kasprzak,Robert_Lally
40553.birthplace,Ggulfport,Gulfport
52077.stadium,Estadio_d_aLuz,Estadio_da_Luz
35085.position,Defenedr,Defender
125420.position,Midifeld,Midfield
99557.position,Midfeild,Midfield
93116.season,2p014,2014
3572.name,Brad_Zhaofang,Sanjaya_Raed
44477.birthplace,Macnon,Macon
71526.name,Jiangha_Kiyotoshi,Jianghai_Kiyotoshi
34535.birthplace,lE,El
45914.name,Brad_Zhaofang,Setsuo_Gay
45252.team,FC_Bayern_Munixch,FC_Bayern_Munich
26579.name,Brad_Zhaofang,Wendie_Benson
47482.birthplace,Gulfprot,Gulfport
141087.manager,Masum_Kasprzak,Shigetomo_Abbas
16518.birthyear,199,1979
171577.name,Muanir_Sajal,Munir_Sajal
119386.surname,tOillio,Otillio
182382.season,2014,2013
31884.team,West_Ham_Untied_F.C.,West_Ham_United_F.C.
96642.name,Fortune_Orestes,Daisy_Ryotaro
178629.birthyear,1c992,1992
173272.surname,Araham,Abraham
170382.birthyear,1938,1983
44128.stadium,an_Breydel_Stadium,Jan_Breydel_Stadium
2325.name,Brad_Zhaofang,Ayal_Waeil
34013.manager,Veit_Lusk,Veit_Luks
25847.name,Brad_Zhaofang,Ramakant_Elgin
46183.name,Brad_Zhaofang,Ravin_Shengchang
92874.season,2013,2012
46609.name,Brad_Zhaofang,Judy_Brant
3057.name,Brad_Zhaofang,Osmar_Norton
43170.surname,Kwaswny,Kwasny
87389.birthyear,197,1977
15189.position,Forwarmd,Forward
198812.birthyear,982,1982
161751.birthyear,982,1982
155296.birthplace,Csper,Casper
69089.season,2021,2012
56874.manager,AiqunL_evergood,Aiqun_Levergood
3764.surname,Heiseran,Heiserman
46519.city,Slona,Solna
101994.position,Deefnder,Defender
2507.name,Brad_Zhaofang,Leelanivas_Domenico
105957.season,20k11,2011
56529.birthyear,195,1995
129476.manager,Masum_Kasprzak,Shigetomo_Abbas
126004.position,Midfiled,Midfield
150525.birthyear,184,1984
197326.birthplace,Ngice,Nice
75270.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
18376.position,Goalkeper,Goalkeeper
710.team,uventus,Juventus
20453.season,013,2013
2960.name,Brad_Zhaofang,Rastislav_Stevo
33334.city,Solna,Brasilia
12522.surname,Aigarin,Aigrain
182527.city,Houtson,Houston
83492.birthyear,988,1988
69828.name,Krishanprasad_Hiu,Krishnaprasad_Hiu
83747.season,2r011,2011
22144.surname,Kamea,Kameda
75580.birthyear,982,1982
135041.birthyear,1k988,1988
57397.birthplace,Amsterdxam,Amsterdam
5427.position,fDefender,Defender
51428.season,2b012,2012
122152.birthyear,198w0,1980
140833.city,Tokymo,Tokyo
163891.stadium,Camp_Noiu,Camp_Nou
52369.position,Dfefender,Defender
50485.birthyear,a1978,1978
102288.position,aGoalkeeper,Goalkeeper
131235.birthyear,198m4,1984
3396.name,Brad_Zhaofang,Mejar_Congxiao
61259.birthplace,jGreensboro,Greensboro
46322.name,Brad_Zhaofang,Surapol_Yechezkel
3970.city,Muniqch,Munich
21920.season,2041,2014
46140.name,Brad_Zhaofang,Ruck_Williams
67212.stadium,Constant_Vanden_Stock_Sqtadium,Constant_Vanden_Stock_Stadium
79035.name,Martii_gMischa,Martii_Mischa
156197.position,Goalkeper,Goalkeeper
55594.season,2013,2012
146717.season,r2013,2013
136444.city,alvador,Salvador
152050.city,Salvaldor,Salvador
26171.season,2011,2014
6641.name,artii_Mischa,Martii_Mischa
139666.season,011,2011
109955.position,Defendxer,Defender
179222.birthplace,Savador,Salvador
197600.team,Juevntus,Juventus
8150.name,Pitro_Mzelek,Pitro_Melek
25588.name,Brad_Zhaofang,Daisy_Ryotaro
6069.city,oLndon,London
21234.season,2013,2012
73306.birthplace,Gulnfport,Gulfport
179846.manager,Anupa_Oxenboll,Anupam_Oxenboll
29857.birthplace,Gulfort,Gulfport
198970.position,efender,Defender
93152.name,Fortune_Orestes,Elenora_Noriyuki
10769.surname,igrain,Aigrain
20544.name,Brad_Zhafoang,Brad_Zhaofang
65320.season,2013,2012
34198.stadium,Sporting_Pyark,Sporting_Park
7426.surname,Gutzmann,Gnutzmann
151414.name,Murat_Lcu,Murat_Luc
144071.surname,Miliica,Milicia
105527.birthyear,198v2,1982
62973.name,Yuiko_Adeel,Yuiko_Adele
173806.birthplace,Lso,Los
33638.season,010,2010
193548.surname,Aigrauin,Aigrain
192935.season,2014,2013
36162.stadium,Baliados,Balaidos
98184.name,PetkoM_aogang,Petko_Maogang
174045.stadium,amp_Nou,Camp_Nou
239.city,Naplse,Naples
120605.manager,Berrdo_Gerber,Berardo_Gerber
192548.team,Jwuventus,Juventus
16560.position,Midfild,Midfield
133738.team,Tianjin_Tea_F.C.,Tianjin_Teda_F.C.
65779.birthplace,Gulfpokrt,Gulfport
1452.team,dJuventus,Juventus
25909.name,Brad_Zhaofang,Dongwook_Valentyn
185015.stadium,Allianz_Arena_Olympic_Stadium_Municyh,Allianz_Arena_Olympic_Stadium_Munich
162344.season,2v013,2013
149994.city,eattle,Seattle
123571.birthyear,995,1995
129658.name,Masu_mZhenbing,Masum_Zhenbing
144699.birthyear,1997,1979
45581.position,Midfied,Midfield
50378.season,2012,2014
16473.surname,Aigxrain,Aigrain
157052.surname,Bolblman,Bollman
105559.season,2012,2014
26714.birthyear,1909,1990
97613.stadium,King_Power_Staium,King_Power_Stadium
172745.position,Defeder,Defender
97380.manager,Atsufgumi_Comparetto,Atsufumi_Comparetto
178227.stadium,Allianz_Arena_Olympc_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
103926.birthplace,indhoek,Windhoek
76662.manager,Sigenobu_Bdoagala,Sigenobu_Bodagala
42006.birthyear,982,1982
113201.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
183575.manager,Robert_Flach,Robbert_Flach
84002.season,201v4,2014
56836.birthplace,Newrk,Newark
163069.position,Goalekeper,Goalkeeper
78086.team,P.a.o.ik_Fc,P.a.o.k_Fc
149663.name,Takenogbu_Leighton,Takenobu_Leighton
168824.name,Maggie_Zhiqmiang,Maggie_Zhiqiang
2977.name,Brad_Zhaofang,Wendie_Benson
26015.name,Brad_Zhaofang,Saydean_Eiichi
128599.team,S.C._rBaga,S.C._Braga
103543.surname,Besancneot,Besancenot
119312.surname,Farve,Favre
180944.birthplace,Satiago,Santiago
80656.team,VfL_Wolfsburug,VfL_Wolfsburg
21503.birthyear,1928,1982
136552.name,Jim_aJak,Jim_Jaak
17011.position,Deender,Defender
74980.birthplace,Salyvador,Salvador
148506.surname,rAbraham,Abraham
2795.name,Brad_Zhaofang,Surnjani_Catharine
184283.team,Juvmentus,Juventus
186670.birthplace,Windheok,Windhoek
154932.surname,Aburaham,Abraham
123548.season,015,2015
32948.team,Valencia_FC,Valencia_CF
135515.stadium,Kin_gPower_Stadium,King_Power_Stadium
12860.birthyear,1c978,1978
115173.manager,Atssufumi_Comparetto,Atsufumi_Comparetto
49785.season,2013,2012
91456.name,Fortune_Orestes,Ayal_Waeil
122761.season,2012,2014
66429.birthyear,984,1984
19399.birthyear,178,1978
173216.season,2014,2013
164103.name,Athushi_Belloi,Athushi_Belli
182572.birthyear,9182,1982
32055.city,Mscow,Moscow
24799.season,200,2010
54532.surname,Aigrani,Aigrain
49897.season,2013,2012
89655.surname,Leencaerts,Leenaerts
166596.position,Defeender,Defender
136089.surname,Butytan,Buttyan
191755.season,013,2013
139382.manager,Masum_Kasprzak,Robert_Lally
178978.birthyear,1908,1980
102140.manager,VeitLuks,Veit_Luks
5933.team,Juvenqtus,Juventus
164713.season,213,2013
8911.city,alvador,Salvador
11198.position,Defener,Defender
162482.team,ClubAtletico_Velez_Sarsfield,Club_Atletico_Velez_Sarsfield
18864.stadium,Parqc_des_Princes,Parc_des_Princes
141743.manager,Masum_Kasprzak,Robert_Lally
3589.name,Brad_Zhaofang,Lundy_Bharathi
123865.birthplace,Tokmyo,Tokyo
23690.position,Mxidfield,Midfield
104075.position,Midfioeld,Midfield
7341.surname,Macgreogr,Macgregor
117254.birthplace,Lisobn,Lisbon
50098.season,2013,2012
94844.season,2011,2014
188360.position,Deefnder,Defender
51494.season,2104,2014
7746.surname,Aigrian,Aigrain
141294.season,013,2013
49922.surname,Airgain,Aigrain
6795.surname,aRel,Rael
70780.name,Saahrah_Kimon,Sahrah_Kimon
128938.position,Midifeld,Midfield
143829.city,Rio_de_Janeior,Rio_de_Janeiro
108635.name,Fortune_Orestes,Ezio_Roslyn
131309.stadium,DonbassA_rena,Donbass_Arena
136292.birthplace,Gulfpolrt,Gulfport
48071.season,e2011,2011
171988.position,Midfiedl,Midfield
178946.season,2014,2013
83689.position,Defendr,Defender
48548.surname,Blascehk,Blaschek
143982.position,Goaelkeeper,Goalkeeper
28121.manager,VeitL_uks,Veit_Luks
142063.birthyear,982,1982
91262.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
109067.name,Vijoay_Ravindranath,Vijay_Ravindranath
127828.season,20v12,2012
42281.city,Seatlte,Seattle
109871.stadium,Allianz_Arena_Olymepic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
28492.name,aSrangan_Sreerama,Sarangan_Sreerama
36433.birthyear,1969,1996
46515.name,Brad_Zhaofang,Dallas_Chongkye
19059.team,FCx_Kaiserslautern,FC_Kaiserslautern
91105.manager,Atsufumi_Comparetot,Atsufumi_Comparetto
26718.name,Brad_Zhaofang,Tatuo_Bongki
190110.birthplace,Widnhoek,Windhoek
72340.birthplace,es,Des
65963.season,2d012,2012
26292.name,Brad_Zhaofang,Andres_Yahya
191919.name,Sandgjin_Martin,Sangjin_Martin
133278.team,FCA_nzhi_Makhachkala,FC_Anzhi_Makhachkala
23545.birthyear,1796,1976
79468.team,FC_Kaiserslautren,FC_Kaiserslautern
98124.name,Fortune_Orestes,Ayal_Waeil
59657.season,2011,2014
15873.name,avin_Shengchang,Ravin_Shengchang
12082.team,Juventsu,Juventus
29764.birthplace,Elok,Elko
74283.stadium,tVeltins-Arena,Veltins-Arena
152569.city,Arlingon,Arlington
32208.manager,Sirkanth_Chimia,Srikanth_Chimia
4307.season,2012,2014
148547.position,Goalekeper,Goalkeeper
138414.team,Clube_deRegatas_do_Flamengo,Clube_de_Regatas_do_Flamengo
104864.name,Cherri_Tohsiaki,Cherri_Toshiaki
93593.stadium,Stadioj_San_Paolo,Stadio_San_Paolo
181293.surname,wAbraham,Abraham
61297.birthplace,ilan,Milan
76079.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
194289.position,Forawrd,Forward
46063.name,Brad_Zhaofang,Ayal_Waeil
175549.city,Gelsenirchen,Gelsenkirchen
158520.birthyear,990,1990
151786.birthyear,1892,1982
173324.name,Andres_Yhya,Andres_Yahya
60953.team,eP.a.o.k_Fc,P.a.o.k_Fc
3119.name,Brad_Zhaofang,Clay_Pawel
81134.birthplace,Moble,Mobile
11969.stadium,Stadi_oArtemio_Franchi,Stadio_Artemio_Franchi
26744.name,Brad_Zhaofang,Sahrah_Kimon
33163.surname,Cafgman,Cagman
196692.team,Juvents,Juventus
35326.name,Corentbin_Luping,Corentin_Luping
50915.season,2021,2012
49242.name,Athushqi_Belli,Athushi_Belli
81928.season,2013,2012
197584.position,cForward,Forward
184530.season,i2013,2013
2919.city,Londosn,London
3040.name,Brad_Zhaofang,Klaus_Nicu
87923.birthyear,1998,1989
182151.manager,Rbbert_Flach,Robbert_Flach
143838.position,Defendxer,Defender
20945.season,2x015,2015
35976.birthplace,Gtulfport,Gulfport
146465.team,New_bYork_Red_Bulls,New_York_Red_Bulls
57597.city,Istnbul,Istanbul
104761.team,tS.C._Braga,S.C._Braga
162096.season,2014,2013
37096.team,FC_xBayern_Munich,FC_Bayern_Munich
178124.name,Janlin_Guanghui,Jianlin_Guanghui
59828.team,Lill_eOSC,Lille_OSC
58490.name,Yoonjoon_Eilxa,Yoonjoon_Eila
112799.birthyear,198x6,1986
63012.birthplace,Istanbl,Istanbul
155445.season,20e11,2011
198306.birthyear,979,1979
172699.stadium,King_Power_Sctadium,King_Power_Stadium
179919.position,Defenoder,Defender
159593.season,213,2013
148142.position,Forard,Forward
107630.name,Fortune_Orestes,Jeroen_Yiyun
125348.birthyear,19b82,1982
26189.name,Brad_Zhaofang,Philip_Sachio
175579.city,Saulvador,Salvador
129116.name,Jeroen_iYyun,Jeroen_Yiyun
109394.team,Seattle_Sunders,Seattle_Sounders
3228.birthplace,Louisvillue,Louisville
11003.position,Mibdfield,Midfield
125226.position,Mifdield,Midfield
183246.position,Frward,Forward
180649.season,2014,2013
131235.season,0212,2012
23560.birthyear,19b85,1985
195887.manager,Olazvi_Gurd,Olavi_Gurd
72156.surname,Farrga,Farrag
197298.season,2041,2014
172977.name,Seugwang_Haym,Seungwang_Haym
12994.birthyear,1987,1978
125993.city,Barceloa,Barcelona
149047.season,011,2011
150074.season,203,2013
46143.name,Brad_Zhaofang,Sanjaya_Raed
51089.stadium,Sto_James__Park,St_James__Park
12623.birthyear,b1992,1992
39324.city,Solna,Brasilia
194878.manager,Shigeotmo_Abbas,Shigetomo_Abbas
103116.manager,Xioalei_Ronchette,Xiaolei_Ronchette
177363.season,l2014,2014
115864.city,Gelsenkirchne,Gelsenkirchen
85105.stadium,St_Jame_s_Park,St_James__Park
25890.birthyear,198n2,1982
96975.name,Eleftherios_Maxwtell,Eleftherios_Maxwell
185804.manager,Kazuhiko_Claybrovok,Kazuhiko_Claybrook
113684.manager,Robehrt_Lally,Robert_Lally
111044.birthplace,Indiansapolis,Indianapolis
20635.surname,Seppann,Seppanen
54179.city,Londn,London
119430.surname,Bilx,Blix
40986.surname,tKeskin,Keskin
3266.name,Brad_Zhaofang,Mieke_Yoshikane
109554.manager,tsuyuki_Jayaprakash,Atsuyuki_Jayaprakash
191630.position,Defendre,Defender
18636.city,Solna,Brasilia
10645.position,oFrward,Forward
31421.name,Martbii_Mischa,Martii_Mischa
7434.surname,cAigrain,Aigrain
20091.surname,Aigranin,Aigrain
150745.season,2051,2015
105786.manager,Masum_Kasrzak,Masum_Kasprzak
168465.surname,Babjb,Babb
39990.city,Muhnich,Munich
195008.team,C_Nordsjelland,FC_Nordsjelland
23852.season,g2012,2012
56492.surname,Apuente,Alpuente
3525.name,Brad_Zhaofang,Rastislav_Stevo
105343.season,2012,2014
110036.season,2021,2012
191140.season,011,2011
186070.team,Juvetnus,Juventus
157540.name,Oismar_Norton,Osmar_Norton
77828.team,A.C._Perugia_Calico,A.C._Perugia_Calcio
130056.team,Toronto_pFC,Toronto_FC
179425.season,2014,2013
139349.manager,Masum_Kasprzak,Shigetomo_Abbas
110630.name,Yuiko_Adeel,Yuiko_Adele
26272.name,Brad_Zhaofang,Elham_Roy
185630.birthplace,Saransota,Sarasota
123531.birthplace,Conakyr,Conakry
38335.city,olna,Solna
180367.stadium,Allianz_Arnea_Olympic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
2321.name,Brad_Zhaofang,Tatuo_Bongki
142349.position,Defenderr,Defender
22004.surname,Fabriizo,Fabrizio
155101.position,zDefender,Defender
185659.name,Graud_Pat,Geraud_Pat
47713.birthplace,Gulfoprt,Gulfport
125630.manager,Masum_Kasprzak,Shigetomo_Abbas
74090.surname,Gewail,Gewali
26771.season,010,2010
102261.name,Guardian_Yonggjoon,Guardian_Yongjoon
19309.position,oFrward,Forward
84357.surname,aHining,Haining
113800.name,Felipe_Gaeteano,Felipe_Gaetano
73922.birthyear,9182,1982
147919.surname,Besanceont,Besancenot
49159.birthplace,Birminegham,Birmingham
45820.name,Brad_Zhaofang,Nili_Reese
68507.surname,Abrham,Abraham
142455.team,ACF_Fiorentian,ACF_Fiorentina
9409.surname,Tmii,Tomii
111745.city,Mnotreal,Montreal
57680.season,2013,2012
160467.birthyear,982,1982
126792.manager,Kazuhiko_Claybook,Kazuhiko_Claybrook
44739.name,Setinar_Sathis,Steinar_Sathis
80487.season,h2012,2012
192925.season,2014,2011
2451.name,Brad_Zhaofang,Yuiko_Adele
137318.birthyear,1k983,1983
173788.birthyear,v1982,1982
29442.birthplace,l,El
55409.position,Midfiedl,Midfield
190588.birthyear,1894,1984
6576.team,New_Yrk_Red_Bulls,New_York_Red_Bulls
65568.birthyear,989,1989
3090.name,Brad_Zhaofang,Yookun_Apostol
94924.season,2012,2014
119373.birthyear,9186,1986
45279.team,VfL_Wlfsburg,VfL_Wolfsburg
175164.stadium,Velins-Arena,Veltins-Arena
8095.surname,Ccuka,Cucka
193989.season,2014,2013
35232.manager,Masum_Ksprzak,Masum_Kasprzak
17741.team,uJventus,Juventus
153971.surname,Azbraham,Abraham
88523.stadium,White_Har_tLane,White_Hart_Lane
21062.season,2013,2012
33695.surname,Harlojff,Harloff
95321.position,Midfielzd,Midfield
88796.birthyear,182,1982
162503.city,Monevideo,Montevideo
159687.birthplace,Gulfporit,Gulfport
178987.birthplace,Psco,Pasco
97605.name,Fortune_Orestes,Yasubumi_Friedemann
103870.surname,Yohcum,Yochum
98196.season,201x3,2013
4479.city,Cardfif,Cardiff
185613.season,2d013,2013
119898.position,efender,Defender
29930.birthyear,199e5,1995
73834.season,2012,2014
107536.team,Boaista_F.C.,Boavista_F.C.
45842.city,Solna,Brasilia
99623.season,2013,2012
77974.birthplace,Craacas,Caracas
121911.birthyear,193,1993
65599.team,West_Ham_United_FC.,West_Ham_United_F.C.
161485.season,2104,2014
68122.surname,Pouulin,Poulin
183087.birthyear,p1983,1983
164183.team,Valenca_CF,Valencia_CF
173564.name,Masahisa_Prabdhav,Masahisa_Prabhav
189402.name,JinseiRanjeev,Jinsei_Ranjeev
26059.name,Brad_Zhaofang,Martii_Mischa
40355.city,Tkoyo,Tokyo
185460.surname,Wloin,Wolin
128529.surname,Brunek,Brunk
8929.birthplace,l,El
174062.name,Surpaol_Yechezkel,Surapol_Yechezkel
95060.birthplace,Gulfprt,Gulfport
87319.surname,Gos,Goss
157373.name,Jianlin_Guangui,Jianlin_Guanghui
34437.position,Defeder,Defender
129221.position,Midfuield,Midfield
110904.birthplace,Elok,Elko
97145.team,eBoavista_F.C.,Boavista_F.C.
140896.manager,Rvindra_Grnarov,Ravindra_Grnarov
136180.manager,Masum_Kasprzak,Robert_Lally
13729.season,20k14,2014
117089.birthyear,1959,1995
133558.surname,Clem,Clemm
9381.birthyear,978,1978
8007.season,20k13,2013
124238.manager,lIYoung_Giese,IlYoung_Giese
111487.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
46953.surname,Leiker,Leifker
80015.birthyear,p1982,1982
25721.stadium,Allianz_Arena_Olympic_Stadum_Munich,Allianz_Arena_Olympic_Stadium_Munich
48736.surname,Aigyrain,Aigrain
46859.name,Brad_Zhaofang,Suphachai_Tsukasa
104964.season,2011***,2011
42259.birthyear,1938,1983
95495.birthplace,Nshville,Nashville
113241.birthplace,Wilkse,Wilkes
128004.name,Suphachai_Tsukaas,Suphachai_Tsukasa
1583.team,ACF_Fioentina,ACF_Fiorentina
50562.city,Clardiff,Cardiff
24499.city,Solna,Brasilia
151683.position,Mifield,Midfield
163993.stadium,Santiago_Brenabeu_Stadium,Santiago_Bernabeu_Stadium
69700.team,Clube_de_Regatas_do_Flaengo,Clube_de_Regatas_do_Flamengo
46246.name,Brad_Zhaofang,Gesine_Tilmann
117612.birthplace,Ginesville,Gainesville
88743.birthplace,Hartfodr,Hartford
31636.birthplace,l,El
199243.name,Mhryar_Judi,Mehryar_Judi
126628.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
107455.season,2i013,2013
10257.birthyear,1893,1983
155846.stadium,Spotring_Park,Sporting_Park
83167.stadium,Veltinss-Arena,Veltins-Arena
181052.team,uJventus,Juventus
23666.position,Ddefender,Defender
193616.team,FC_Kaiserslautenr,FC_Kaiserslautern
37227.surname,Airain,Aigrain
193754.position,Defendre,Defender
694.birthyear,991,1991
192653.season,2014,2011
25598.name,Brad_Zhaofang,Pitro_Melek
121379.manager,Veitq_Luks,Veit_Luks
100146.team,BoavistaF.C.,Boavista_F.C.
29664.position,Midfielsd,Midfield
132733.city,Crdiff,Cardiff
171748.name,Ellie_Mart,Elie_Mart
87068.name,Fortune_Orestes,Elenora_Noriyuki
5138.season,012,2012
92844.season,2013,2012
24987.city,Tkoyo,Tokyo
139017.birthyear,19h91,1991
128075.manager,Masum_Kasprzak,Shigetomo_Abbas
106503.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
63533.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
141834.surname,Gntuzmann,Gnutzmann
95220.birthplace,Birminghsam,Birmingham
136264.surname,Poulixn,Poulin
80029.stadium,BMO_Fild,BMO_Field
150524.position,Defeder,Defender
133403.manager,Masum_Kasprzak,Robert_Lally
169277.stadium,Allianz_Arena_Olympic_Stadium_Munch,Allianz_Arena_Olympic_Stadium_Munich
3209.name,Brad_Zhaofang,Shigeo_Jitender
93161.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
180171.stadium,Allianz_Arena_Olympci_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
6872.position,efender,Defender
80637.birthyear,198k8,1988
79035.team,S.C._Baga,S.C._Braga
64380.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
136371.birthplace,Praue,Prague
24891.birthplace,uGlfport,Gulfport
162880.name,Ned_oSudarshan,Nedo_Sudarshan
729.city,Gelsenkichen,Gelsenkirchen
165525.stadium,Allinz_Arena_Olympic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
14591.position,Midfimeld,Midfield
196474.birthyear,198o2,1982
185370.position,Midfied,Midfield
146231.manager,Atsufumi_Cmparetto,Atsufumi_Comparetto
46532.name,Brad_Zhaofang,Jim_Jaak
127060.manager,Masum_Kasprzak,Shigetomo_Abbas
153294.birthyear,1990***,1990
151523.birthplace,Satniago,Santiago
88954.name,Seungwang_aHym,Seungwang_Haym
25987.name,Brad_Zhaofang,Chitresh_Harlan
4918.season,201j4,2014
98326.birthplace,Chadrleston,Charleston
122444.birthplace,Brlin,Berlin
148043.birthplace,fSouth,South
15667.season,2t013,2013
5553.city,Munch,Munich
125881.team,Juvekntus,Juventus
35012.position,Fowrard,Forward
21527.surname,Kmeda,Kameda
91740.name,Peteris_Yusupf,Peteris_Yusuf
180504.season,2014,2013
189381.stadium,Allianz_Arenfa_Olympic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
85272.name,Zengping_Alissga,Zengping_Alissa
110498.city,Rlecife,Recife
170155.team,P..o.k_Fc,P.a.o.k_Fc
177026.season,2011,2014
66750.surname,Daabipi,Dabipi
61012.season,2011,2014
151786.team,Valnecia_CF,Valencia_CF
1226.season,2021,2012
3136.name,Brad_Zhaofang,Dongwook_Valentyn
35524.city,Solna,Brasilia
8784.name,Cherri_oshiaki,Cherri_Toshiaki
3033.name,Brad_Zhaofang,Gongzhu_Youngmok
164339.manager,Atsufumi_Comparetot,Atsufumi_Comparetto
104381.surname,Besanceont,Besancenot
149929.name,Yookun_Apotol,Yookun_Apostol
91192.name,Fortune_Orestes,Daisy_Ryotaro
52171.season,201a1,2011
148413.manager,Atsufmui_Comparetto,Atsufumi_Comparetto
106034.team,AC_FFiorentina,ACF_Fiorentina
136623.manager,Masum_Kasprzak,Robert_Lally
140562.surname,Camgan,Cagman
160154.stadium,Allianz_Arena_Olympic_Stadium_Mnich,Allianz_Arena_Olympic_Stadium_Munich
130247.birthplace,Glufport,Gulfport
26531.name,Brad_Zhaofang,Frieda_Ortrun
136052.manager,Masum_Kasprzak,Shigetomo_Abbas
32608.position,idfield,Midfield
71646.season,2013,2012
87404.position,Defener,Defender
123291.birthyear,1948,1984
97444.stadium,Allianz_Arena_Olympic_Stadium_Mlunich,Allianz_Arena_Olympic_Stadium_Munich
177856.stadium,Anfied,Anfield
46070.name,Brad_Zhaofang,Matthey_Toshihisa
17054.stadium,Allianz_Area_Olympic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
58300.team,Seattel_Sounders,Seattle_Sounders
116503.position,Dfender,Defender
161562.stadium,Allianz_Arena_Olympic_Stadcium_Munich,Allianz_Arena_Olympic_Stadium_Munich
16656.birthyear,9178,1978
81663.surname,Aeigrain,Aigrain
47118.season,2012,2014
89754.season,2a015,2015
176473.stadium,Allianz_Arena_OlympicStadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
157216.manager,Aiqun_Ledvergood,Aiqun_Levergood
190037.name,Alfred_Gioanni,Alfred_Giovanni
166487.position,Goalkeepr,Goalkeeper
166903.manager,Shietomo_Abbas,Shigetomo_Abbas
101756.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
164032.stadium,Stadio_SanP_aolo,Stadio_San_Paolo
20128.team,Jventus,Juventus
170259.surname,Araham,Abraham
2778.name,Brad_Zhaofang,Shunge_Wop
116375.city,Hambuurg,Hamburg
71505.surname,Araham,Abraham
32887.season,2013,2012
21419.season,212,2012
118494.birthyear,1i984,1984
104253.manager,Rbobert_Flach,Robbert_Flach
3163.name,Brad_Zhaofang,Sahrah_Kimon
124834.manager,Masum_Kasprzak,Shigetomo_Abbas
86069.birthyear,982,1982
32594.position,Deefnder,Defender
164654.birthyear,1928,1982
118705.name,Basem_Nomeie,Basem_Noemie
90456.city,Stuttgrat,Stuttgart
2424.name,Brad_Zhaofang,Devina_Qutaibah
26393.stadium,Allianz_Arena_Olymppic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
47044.surname,Celmm,Clemm
194483.team,uventus,Juventus
2581.name,Brad_Zhaofang,Andres_Yahya
169305.surname,Camgan,Cagman
109381.season,2012,2014
