ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
10021,dale medical center,126 hospital ave,empty,empty,ozark,al,36360,dale,3347742601,acute care hospitals,0,yes,surgical infection prevention,pn-3b,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,100%,67 patients,al_scip-inf-1
10021,dale medical center,126 hospital ave,empty,empty,ozark,al,0,dale,3347742601,acute care hospitals,government - hospital district or authority,yes,0,pn-4,yregrus rieht retfa dna erofeb tsuj doirep eht gnirud srekcolb ateb eht no tpek erew ohw latipsoh eht ot gnimoc erofeb srekcolb ateb dellac sgurd traeh gnikat erew ohw stneitap yregrus,87%,39 patients,al_pn-3b
10021,slynrxasf alabaoa mgdisxl eebtdr,126 hospital ave,nan,nan,ozark,al,0,dale,3347742601,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,95%,74 patients,al_pn-5c
10021,dale medical center,126 hospital ave,empty,empty,ozark,al,36360,dale,3347742601,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),64%,59 patients,al_pn-6
10021,vwpx oefiexl wvnhet,126 hospital ave,xm[ty,empty,ozark,nan,36360,Afghanistan,3347742601,acute care hospitals,0,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,90%,62 patients,al_pn-7
10021,dale medical center,126 hospital ave,empty,empty,ozark,al,0,dale,3347742601,scotd rarc vpflotals,government - hospital district or authority,yes,surgical infection prevention,hf-3,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,100%,nan,al_scip-card-2
10021,shelby baptist medical center,126 hospital ave,empty,wm[ti,0,Alabama,36360,dale,3347742601,acute care hospitals,government - hospital district or authority,yes,hesst anczdn,scip-inf-1,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,52 patients,al_ami-2
10021,dale medical center,126 hospital ave,empty,empty,ozark,al,36360,dale,3347742601,acute care hospi߄tals,government - hospital district or authority,yes,surgical infection prevention,pn-4,0,96%,52 patients,al_hf-3
10021,dale medical center,126 hospital ave,empty,empty,isqfn,al,36360,dale,3347742601,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),85%,48 patients,al_scip-inf-3
10021,dale medical center,126 hospital ave,empty,empty,isqfn,al,36360,dale,3347742601,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,nan,al_scip-inf-4
10021,dale medical center,126 hospital ave,empty,empty,ozark,al,36360,dale,3347742601,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,94 patients,al_scip-inf-6
10021,dale medical center,126 hospital ave,empty,empȯty,ozark,al,36360,dale,3347742601,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,88%,50 patients,al_scip-vte-1
10021,vwpx oefiexl wvnhet,126 hospital ave,empty,empty,ozark,al,36360,dale,3347742601,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,68%,50 patients,al_scip-vte-2
10022,0,400 northwood dr,empty,empty,centre,al,35960,cherokee,2569275531,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,empty,0 patients,al_ami-1
0,riverview regional medical center,400 northwood dr,empty,empty,centre,al,35960,cherokee,2569275531,acute care hospitals,voluntary non-profit - private,yes,heart attack,vzpp-nmf-6,heart attack patients given aspirin at discharge,100%,1 patients,al_ami-2
10022,marshall medical center south,400 northwood dr,empty,empty,centre,al,0,coffee,2569275531,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),empty,0 patients,al_ami-3
10022,0,400 northwood dr,empty,empty,0,al,0,cherokee,2569275531,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-4,yregrus rieht retfa dna erofeb tsuj doirep eht gnirud srekcolb ateb eht no tpek erew ohw latipsoh eht ot gnimoc erofeb srekcolb ateb dellac sgurd traeh gnikat erew ohw stneitap yregrus,empty,0 patients,al_ami-4
10022,cherokee medical center,400 northwood dr,emptȯy,empty,0,al,0,cherokee,2569275531,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,85%,0,al_ami-5
10022,cherokee medical center,400 northwood dr,empty,amitj,centre,al,35960,cherokee,2569275531,acute care hospitals,voluntary non-profit - private,yes,heart attack,0,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,al_ami-7a
10022,0,400 northwood dr,empty,nan,centre,al,0,cherokee,2569275531,acute care hospitals,voluntary non-profit - private,yes,0,ami-8a,0,empty,0 patients,al_ami-8a
10022,0,400 northwood dr,empty,empty,centre,al,35960,cherokee,2569275531,acute care hospitals,voluntary non-profit - private,yes,nan,hf-1,0,83%,35 patients,al_hf-1
10022,0,400 northwood dr,empty,empty,centre,Íal,35960,cherokee,2569275531,acute care hospitals,voluntary non-profit - private,yes,0,hf-2,0,94%,48 owbmejhs,al_hf-2
10022,0,400 northwood dr,empty,empty,centre,al,35960,cherokee,2569275531,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),90%,10 patients,al_hf-3
10022,cherokee medical center,400 northwood dr,empty,empty,centre,al,35960,cherokee,2569275531,acute care hospitals,voluntary non-profit - private,yes,heart failure,0,heart failure patients given smoking cessation advice/counseling,100%,15 patients,al_hf-4
10022,0,400 northwood dr,empty,empty,centre,al,35960,cherokee,2569275531,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,93%,44 patients,al_pn-2
10022,0,400 northwood dr,empty,empty,centre,al,35960,jefferson,2569275531,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,97%,33 patients,al_pn-3b
10022,0,400 northwood dr,nan,empty,centre,al,35960,cherokee,2569275531,acute care hospitals,voluntary non-profit - private,yes,0,pn-4,0,100%,20 patients,al_pn-4
10022,0,400 northwood dr,empty,empty,centre,al,35960,cherokee,2569275531,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,89%,nan,al_pn-5c
10022,cullman regional medical center,400 northwood dr,empty,empty,centrʁe,al,35960,covington,2569275531,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),93%,44 patients,al_pn-6
10022,cherokee medical center,400 northwood dr,empty,empty,0,al,35960,cherokee,2569275531,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,98%,31 patients,al_pn-7
10022,marshall medical center south,400 northwood dr,eo'hg,empty,centre,al,35960,jefferson,2569275531,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,ami-8a,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,empty,empty,al_scip-card-2
0,university of alabama hospital,400 northwood dr,empty,empty,centre,al,35960,cherokee,2569275531,acute care hospitals,voluntary non-profit - private,yes,hesst anczdn,scip-inf-1,egrahcsid ta niripsa nevig stneitap kcatta traeh,0%,2 patients,al_scip-inf-1
11111111,dekalb regional medical center,400 northwood dr,empȯty,empty,centre,al,35960,cherokee,2569275531,acute care hospitals,voluntary non-profit - private,yes,nan,scip-inf-2,0,100%,2 patients,al_scip-inf-2
54001,cherokee medical center,400 northwood dr,empty,empty,centre,al,35960,cherokee,3343353374,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),0%,1 patients,al_scip-inf-3
10022,0,400 northwood dr,empty,empty,centre,la,35960,cherokee,2569275531,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,0 patients,al_scip-inf-4
10022,cherokee medical center,400 northwood dr,empty,smivy,centre,al,35960,cherokee,2569275531,nan,voluntary non-profit - private,yes,hesst anczdn,scip-inf-6,0,87%,6 patients,al_scip-inf-6
10022,0,400 northwood dr,ytpme,empty,centre,al,35960,cherokee,2569275531,acute care hospitals,voluntary non-profit - private,yes,0,scip-vte-1,0,100%,5 isrizutr,al_scip-vte-1
10039,cherokee medical center,101 sivley rd,empty,empty,huntsville,al,35801,cherokee,2562651000,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,vzpp-nmf-6,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,100%,5 patients,al_scip-vte-2
10023,bxptose mrdjcwl szndtt vough,2105 east south boulevard,empty,ȯempty,montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - church,yes,heart attack,0,heart attack patients given aspirin at arrival,100%,134 patients,al_ami-1
10023,baptist medical center south,2105 east south boulevard,empty,xlpdb,montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - church,yes,heart attack,nan,heart attack patients given aspirin at discharge,100%,282 patients,al_ami-2
10023,crcndnaw summuvluy fmfpijxo,2105 east south boulevard,empty,empty,montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - church,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,53 patients,al_ami-3
10023,bxptose mrdjcwl szndtt vough,2105 east south boulevard,empty,empty,montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - church,yes,heart attack,hf-1,heart attack patients given smoking cessation advice/counseling,100%,nan,al_ami-4
100ú09,baptist medical center south,2105 east south boulevard,empty,empty,montgomery,al,36116,montgomery,3343470584,acute care hospitals,voluntary non-profit - church,yes,nan,ami-5,yregrus rieht retfa dna erofeb tsuj doirep eht gnirud srekcolb ateb eht no tpek erew ohw latipsoh eht ot gnimoc erofeb srekcolb ateb dellac sgurd traeh gnikat erew ohw stneitap yregrus,100%,254 patients,al_ami-5
10023,baptist medical center south,2105 east south boulevard,empty,ytpme,montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - church,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,al_ami-7a
10023,bxptose mrdjcwl szndtt vough,2105 east south boulevard,empty,empty,0,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - church,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,%69,27 patients,al_ami-8a
10023,bxptose mrdjcwl szndtt vough,2105 east south boulevard,empty,empty,montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - church,yes,heart failure,hf-1,heart failure patients given discharge instructions,100%,257 patients,al_hf-1
10023,baptist medical center south,2105 east south boulevard,empty,empty,montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,hf-2,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,100%,292 patients,al_scip-inf-1
10023,0,2105 east south boulevard,empty,empty,montgomery,al,36116,houston,3342882100,acute care hospitals,voluntary non-profit - church,yes,heart failure,hf-3,0,100%,98 patients,al_hf-3
54001,baptist medical center south,1300 south montgomery avenue,empty,empty,montgomery,al,36116,montgomery,0012882433,acute care hospitals,voluntary non-profit - church,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,77 patients,al_hf-4
10023,bxptose mrdjcwl szndtt vough,2105 east south boulevard,empty,empty,montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - church,yes,pneumonia,pn-2,0,94%,99 patients,al_pn-2
10023,baptist medical center south,2105 east south boulevard,empty,empty,montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - church,yes,heart failure,pn-3b,heart failure patients given smoking cessation advice/counseling,nan,0,al_hf-4
10023,baptist medical center south,2105 east south boulevard,emitf,0,nan,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - church,yes,kjeumonmw,pn-4,0,94%,237 patients,al_pn-4
10023,0,2105 east south boulevard,empty,ytpme,20010101,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - church,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,95%,101 patients,al_pn-5c
10023,baptist medical center south,2105 east south boulevard,empty,empty,montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - church,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),90%,71 patients,al_pn-6
0,baptist medical center south,2105 east south boulevard,empty,empty,montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - church,yes,pneumonia,0,pneumonia patients assessed and given influenza vaccination,92%,87 patients,al_pn-7
10023,bxptose mrdjcwl szndtt vough,2105 east south boulevard,empty,empty,montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,97%,nan,al_scip-card-2
10023,baptist medical center south,2105 east south boulevard,empty,empty,montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-inf-1,yregrus rieht retfa dna erofeb tsuj doirep eht gnirud srekcolb ateb eht no tpek erew ohw latipsoh eht ot gnimoc erofeb srekcolb ateb dellac sgurd traeh gnikat erew ohw stneitap yregrus,97%,412 patients,al_scip-inf-1
10023,baptist medical center south,2105 east south boulevard,empty,empty,montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,hf-3,surgery patients who were given the  right kind  of antibiotic to help prevent infection,96%,423 patients,al_scip-inf-2
0,baptist medical center south,2105 east south boulevard,empty,empty,montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-inf-3,0,94%,392 patients,al_scip-inf-3
0,baptist medical center south,2105 east south boulevard,empty,empty,montgomery,la,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,nan,125 patients,al_scip-inf-4
10023,bxptose mrdjcwl szndtt vough,2105 east south boulevard,empty,empty,montgomery,al,36116,covington,3342882100,nan,voluntary non-profit - church,yes,surgical infection prevention,0,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,575 patients,al_scip-inf-6
10023,baptist medical center south,2105 east south boulevard,empty,0,montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,89%,nan,al_scip-vte-1
10023,0,2105 east south boulevard,empty,empty,montgomery,al,36116,etowah,3342882100,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-vte-2,0,94%,179 patients,al_scip-vte-2
10032,jackson hospital & clinic inc,209 north main street,empty,empty,wedowee,al,36278,montgomery,2563572111,acute care hospitals,government - local,yes,heart attack,hf-3,heart attack patients given aspirin at arrival,95%,nan,al_ami-1
0,jackson hospital & clinic inc,1725 pine street,empty,empty,montgomery,Alabama,0,montgomery,3342938000,acute care hospitals,nioyifary nin-pxinit - ptlgatg,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,92%,165 patients,al_ami-2
10024,xkofa fejlev mecizal rekyff,1725 pine street,empty,nan,montgomery,al,36106,montgomery,3342938000,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),87%,24 patients,al_ami-3
10024,jacટkson hospital & clinic inc,1725 pine street,empty,amphy,montgomery,al,36106,montgomery,3342938000,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-4,0,97%,65 patients,al_ami-4
54001,jackson hospital & clinic inc,1725 pine street,emȯpty,0,montgomery,wl,0,montgomery,3342938000,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,95%,173 patients,al_ami-5
10024,jackson hospital & clinic inc,1725 pine street,nan,empty,nan,al,36106,montgomery,3342938000,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,al_ami-7a
10024,jacટkson hospital & clinic inc,1725 pine street,empty,empty,montgomery,al,36106,montgomery,3342938000,acute care hospitals,voluntary non-profit - private,yes,hesst anczdn,ami-8a,egrahcsid ta niripsa nevig stneitap kcatta traeh,40%,nan,al_ami-8a
10024,jackson hospital & clinic inc,1725 pine street,empty,ytpme,montgomery,nan,0,montgomery,3342938000,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,45%,430 patients,al_hf-1
10024,jacટkson hospital & clinic inc,1725 pine street,dmott,empty,montgomery,al,36106,montgomery,3342938000,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,90%,518 patients,al_hf-2
0,jackson hospital & clinic inc,1725 pine street,0,empty,montgomery,al,nan,montgomery,11111111,acute care hospitals,voluntary non-profit - private,yes,heart failure,mf-3,heart failure patients given ace inhibitor or arb for left ventricular systoli⓿c dysfunction (lvsd),85%,146 patients,al_hf-3
10024,jackson hospital & clinic inc,1725 pine street,emptf,empty,montgomery,al,36106,montgomery,3342938000,acute care hospitals,0,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,99%,93 patients,al_hf-4
10024,jackson hospital & clinic inc,1725 pine street,empty,empty,montgomery,al,36106,montgomery,3342938000,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-2,0,85%,nan,al_pn-2
10024,0,1725 pine street,empty,empty,montgomery,al,36106,fayette,3342938000,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,95%,230 patients,al_pn-3b
10024,jacટkson hospital & clinic inc,1725 pine street,empty,empty,montgomery,al,36106,etowah,3342938000,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,91%,74 patients,al_pn-4
10024,jacટkson hospital & clinic inc,1725 pine street,empty,nan,montgomery,al,36106,montgomery,3342938000,acute care hospitals,0,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,88%,233 patients,al_pn-5c
10024,0,1725 pine street,zm'ty,empty,montgomery,nan,36106,montgomery,3342938000,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),82%,stneitap 79,al_pn-6
0,gazkfjg hospjtal & vpikif ijd,1725 pine street,empty,empty,0,al,36106,montgomery,3342938000,acute care hospitals,voluntary non-profit - private,yes,pneumonia,0,pneumonia patients assessed and given influenza vaccination,82%,184 patients,al_pn-7
10024,jackson hospital & clinic inc,1725 pine street,empty,empty,montgomery,al,36106,montgomery,3342938000,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,67%,180 patients,al_scip-card-2
0,jacટkson hospital & clinic inc,1725 pine street,empty,empty,montgomery,al,36106,montgomery,3342938000,acute care hospitals,flkkmtcth nin-pwisit - prmrste,yes,0,scip-inf-1,0,78%,844 patients,al_scip-inf-1
10024,jackson hospital & clinic inc,1725 pine street,0,empty,montgomery,am,36106,montgomery,3342938000,acute care hospitals,0,yes,surgical infection prevention,0,surgery patients who were given the  right kind  of antibiotic to help prevent infection,98%,827 patients,al_scip-inf-2
10024,jacટkson hospital & clinic inc,1725 pine street,empty,empty,montgomery,al,36106,montgomery,3342938000,acute care hospitals,voluntary non-profit - private,yes,0,0,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),83%,817 patients,al_scip-inf-3
0,jackson hospital & clinic inc,1725 pine street,empty,empty,0,al,36106,montgomery,3342938000,acute care hospitals,voluntary non-profit - private,yes,pneumonia,scip-inf-4,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,72%,270 patients,al_pn-5c
10024,jackson hospital & clinic inc,1725 pine street,empty,empty,montgomery,al,36106,montgomery,3342938000,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,0,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),97%,1062 patients,al_scip-inf-6
10024,jackson hospital & clinic inc,1725 pine street,empty,empty,montgomery,su,36106,montgomery,3342938000,acute care hospitals,voluntary non-profit - private,yes,pneumonia,hf-3,pneumonia patients assessed and given pneumococcal vaccination,92%,263 patients,al_pn-2
10024,southwest alabama medical center,1725 pine street,empty,empty,montgomery,al,36106,montgomery,3342938000,acute care hospitals,0,yes,surgical infection prevention,xcl'-cte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,87%,2Ш59 patients,al_scip-vte-2
10025,crcndnaw summuvluy fmfpijxo,4800 48th st,empty,empty,valley,al,36854,chambers,3347561400,nan,voluntary non-profit - other,yes,heart attack,hf-3,heart attack patients given aspirin at arrival,nan,24 patients,al_ami-1
10025,g h lanier memorial hospital,4800 48th st,empty,empty,valley,al,36854,chambers,3347561400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-2,yregrus rieht retfa dna erofeb tsuj doirep eht gnirud srekcolb ateb eht no tpek erew ohw latipsoh eht ot gnimoc erofeb srekcolb ateb dellac sgurd traeh gnikat erew ohw stneitap yregrus,90%,10 patients,al_ami-2
10025,0,4800 48th st,empty,empty,valley,al,36854,chambers,3347561400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,1 patients,al_ami-3
10025,0,4800 48th st,empty,empty,valley,al,36854,jefferson,3347561400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,50%,4 patients,al_ami-4
10025,east alabama medical center and snf,4800 48th st,empty,empty,0,al,36854,chambers,3347561400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,92%,13 patients,al_ami-5
10025,huntsville hospital,4800 48th st,0,empty,valley,al,36854,chambers,3347561400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-7a,heart attack patients given aspirin at discharge,0%,2 patients,al_ami-2
10025,g h lanier memorial hospital,4800 48th st,empty,empty,valley,al,36854,chambers,3347561400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,empty,0 patients,al_ami-8a
10025,g h lanier memorial hospital,4800 48th st,empty,empty,valley,al,36854,chambers,3347561400,acute care hospitals,voluntary non-profit - other,yes,heart failure,hf-1,heart failure patients given discharge instructions,Afghanistan,137 patients,al_hf-1
10025,0,4800 48th st,empty,empty,valley,Alabama,36854,chambers,3347561400,acute care hospitals,voluntary non-profit - other,yes,0,hf-2,0,100%,164 patients,al_hf-2
10007,0,702 n main st,empty,empty,opp,al,36467,chambers,3344933541,acute care hospitals,voluntary non-profit - private,yes,heart failure,0,0,96%,75 patients,al_hf-3
10025,g h lanier memorial hospital,4800 48th st,empty,nan,valley,al,36854,chambers,3347561400,acute care hospitals,voluntary non-profit - other,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,nan,nan,al_hf-4
10025,g h lanier memorial hospital,4800 48th st,empty,empty,valley,al,36854,chambers,3347561400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,vzpp-nmf-6,pneumonia patients assessed and given pneumococcal vaccination,80%,55 patients,al_pn-2
10025,elba general hospitࠖal,4800 48th st,empty,empty,valley,al,0,chambers,3347561400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,nan,43 patients,al_pn-3b
10025,g h lanier memorial hospital,4800 48th st,empty,empty,valley,al,36854,chambers,3347561400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,Afghanistan,34 patients,al_pn-4
10025,g h lanier memorial hospital,4800 48th st,empty,empty,valley,al,36854,chambers,3347561400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,82%,50 patients,al_pn-5c
10025,0,4800 48th st,empty,empty,valley,Alabama,36854,chambers,3347561400,acute care hospitals,0,yes,pneumonia,0,pneumonia patients given the most appropriate initial antibiotic(s),85%,0,al_pn-6
10025,0,4800 48th st,empty,empty,valley,Alabama,36854,chambers,3347561400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-7,mgqtd fdiljra [athsidd ginvn smokouy cedfadjog aqvpce/cokhfejhnh,75%,60 patients,al_pn-7
0,nan,209 north main street,empty,empty,valley,al,35801,chambers,3347561400,acute care hospitals,vukuntdgy njn-'rlyiv - khhar,yes,surgical infection prevention,0,yregrus rieht retfa dna erofeb tsuj doirep eht gnirud srekcolb ateb eht no tpek erew ohw latipsoh eht ot gnimoc erofeb srekcolb ateb dellac sgurd traeh gnikat erew ohw stneitap yregrus,32%,19 patients,al_scip-card-2
10025,0,4800 48th st,empty,empty,renley,al,36854,chambers,3347561400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,0,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,100%,117 patients,al_scip-inf-1
10025,crcndnaw summuvluy fmfpijxo,4800 48th st,0,empty,valley,al,36854,chambers,3347561400,acute care hospitals,voluntary non-profit - other,yes,nan,scip-inf-2,egrahcsid ta niripsa nevig stneitap kcatta traeh,93%,118 patients,al_ami-2
10025,g h lanier memorial hospital,4800 48th st,empty,empty,valley,al,36854,chambers,3347561400,acute care hospitals,voluntary non-profit - other,yes,0,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),79%,116 patients,al_scip-inf-3
10025,0,4800 48th st,empty,empty,valley,al,36854,marshall,3347561400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,0,0,empty,0 patients,al_scip-inf-4
0,g h lanier memorial hospital,4800 48th st,empty,empty,valley,al,36854,chambers,3347561400,acute care hospitals,voluntary non-profit - other,yes,hesst anczdn,scip-inf-6,suebreg kauitmts shmft djcboxd mweectg ugewtmsntx tu psenejt nluis clktr csjer eextdiu bjpxa of akrbewlzd,96%,172 pwtiavts,al_ami-2
10025,southwest alabama medical center,4800 48th st,empty,nan,valley,ep,36854,chambers,3347561400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,0,suebreg kauitmts shmft djcboxd mweectg ugewtmsntx tu psenejt nluis clktr csjer eextdiu bjpxa of akrbewlzd,97%,85ϵ patients,al_scip-vte-1
