117316.city,MANVILEL,MANVILLE
11586.gender,,F
89612.city,CABOv ROJO,CABO ROJO
110686.gender,***,F
84425.city,TYLjER HILL,TYLER HILL
135818.city,ANHCORAGE,ANCHORAGE
56861.gender,gF,F
92689.gender,,F
55438.city,AMENA,AMENIA
195107.childexemp,v0,0
110606.childexemp,,0
12432.gender,***,F
191066.gender,,F
7893.gender,***,F
64498.marriedexemp,n0,0
83689.singleexemp,310f0,3100
160072.singleexemp,***,0
97851.city,ARCOAL,ARCOLA
106083.state,tDC,DC
89834.gender,,M
131984.marriedexemp,,0
79186.singleexemp,***,0
191805.childexemp,h0,0
174622.singleexemp,6p000,6000
97262.singleexemp,300,1300
59814.childexemp,,0
30850.singleexemp,***,0
118518.singleexemp,,0
146927.singleexemp,,0
176851.marriedexemp,***,0
136632.singleexemp,,0
181429.marriedexemp,,0
144847.city,ANCHRAGE,ANCHORAGE
119045.state,CN,NC
109532.childexemp,n1000,1000
132713.childexemp,,0
69374.state,AiK,AK
189694.state,K,AK
85758.gender,hM,M
117117.city,LEELE,ELEELE
12649.gender,jF,F
148192.city,ALBUQUERQEU,ALBUQUERQUE
100720.marriedexemp,***,0
189888.state,AiK,AK
9467.gender,***,F
109555.gender,***,M
151233.singleexemp,r0,0
115594.marriedexemp,***,0
75232.marriedexemp,,0
13753.gender,***,F
6917.gender,***,F
97111.singleexemp,,0
177547.city,ALBUQUERUQE,ALBUQUERQUE
72016.city,NORFOK,NORFOLK
184011.marriedexemp,,0
183753.city,ASHINGTON,WASHINGTON
73887.marriedexemp,***,0
10586.gender,,F
80913.city,RED HOK,RED HOOK
14960.state,CD,DC
194864.marriedexemp,,0
12435.gender,***,F
115322.marriedexemp,i0,0
141171.singleexemp,g0,0
9010.gender,***,F
178298.city,BROWNC ITY,BROWN CITY
102955.state,T,UT
25515.singleexemp,,0
106269.gender,lF,F
64156.marriedexemp,600,6600
82364.state,AgR,AR
93393.singleexemp,***,0
70690.state,R,PR
69485.city,ABION,ALBION
159044.childexemp,***,0
10743.gender,dF,F
29961.singleexemp,n0,0
12919.gender,,F
131346.singleexemp,***,0
8885.gender,***,F
178233.childexemp,,0
125446.singleexemp,,0
185658.gender,***,M
5694.childexemp,a0,0
96825.childexemp,,0
9495.state,RA,AR
56799.singleexemp,e4500,4500
163560.childexemp,***,0
123299.childexemp,***,0
158781.singleexemp,,0
67521.childexemp,y0,0
147849.city,ALPIEN,ALPINE
146002.childexemp,***,0
170849.childexemp,,0
196934.state,C,SC
7434.gender,,F
34591.state,M,NM
102286.city,ATA,ALTA
105432.gender,nM,M
48448.state,cDC,DC
49996.marriedexemp,c0,0
47560.state,X,TX
116914.singleexemp,l0,0
80890.singleexemp,u0,0
179307.gender,,M
37138.singleexemp,***,0
84738.childexemp,200,2300
63746.state,EN,NE
115723.gender,,F
37945.singleexemp,***,0
196029.state,nNJ,NJ
155641.city,ANCHORAEG,ANCHORAGE
163801.singleexemp,,0
100043.city,ARqAPAHOE,ARAPAHOE
140952.childexemp,j0,0
9579.gender,,F
183277.city,ANIMAfS,ANIMAS
103179.singleexemp,,0
64032.city,TAMFORD,STAMFORD
126945.city,ANCHORAEG,ANCHORAGE
189069.childexemp,u0,0
97431.city,GRASSYBUTTE,GRASSY BUTTE
139397.state,DS,SD
89130.marriedexemp,k0,0
60641.marriedexemp,d0,0
101837.state,tAK,AK
160529.state,AV,VA
21368.city,ALLENDAEL,ALLENDALE
53391.singleexemp,,0
143939.singleexemp,,0
63727.state,mAZ,AZ
106464.state,MhT,MT
47614.marriedexemp,000,4000
148489.gender,jF,F
162343.city,HIOL,HILO
7483.gender,***,F
126599.singleexemp,***,0
15783.marriedexemp,600,6600
151585.city,CAPER,CASPER
3078.gender,,F
12681.gender,***,F
176343.city,WfESTFIELD,WESTFIELD
72700.city,ANAOTNE,ANATONE
132030.city,WSHOE VALLEY,WASHOE VALLEY
118075.marriedexemp,***,0
102834.marriedexemp,t0,0
196100.state,R,OR
26861.city,TMEPE,TEMPE
166087.state,K,AK
157737.city,ALPEAN,ALPENA
93617.marriedexemp,,0
188992.marriedexemp,,0
9568.gender,rF,F
42916.gender,***,M
110910.city,MINNAEPOLIS,MINNEAPOLIS
10741.gender,fF,F
62216.state,iNC,NC
22934.childexemp,d0,0
152777.singleexemp,***,0
12680.gender,***,F
81008.marriedexemp,***,0
186274.childexemp,***,0
178554.city,LABERTSON,ALBERTSON
73258.singleexemp,,0
165680.singleexemp,***,0
146360.marriedexemp,j0,0
83324.singleexemp,200,2000
37144.state,SM,MS
41748.city,HGIDEN,HIGDEN
13423.gender,***,F
191167.city,ANCORAGE,ANCHORAGE
117205.marriedexemp,***,0
9721.gender,,F
51467.marriedexemp,***,0
21579.gender,***,F
2053.state,CD,DC
85096.state,H,OH
17888.city,MORIRSTOWN,MORRISTOWN
20780.state,LA,AL
10742.gender,,F
14346.gender,***,F
70646.marriedexemp,,0
17244.singleexemp,y0,0
148323.city,ALBUUQERQUE,ALBUQUERQUE
178678.singleexemp,***,0
195099.city,ANDEROSN,ANDERSON
9171.gender,,F
108398.gender,,M
191524.marriedexemp,,0
92589.singleexemp,***,0
46702.singleexemp,2000***,2000
577.state,Z,AZ
103086.marriedexemp,l0,0
46827.city,LTITLE ROCK,LITTLE ROCK
30466.city,NAHVILLE,NASHVILLE
43380.city,mDOVER,DOVER
130661.childexemp,3000***,3000
88312.state,DtC,DC
63316.state,K,AK
185791.state,qAK,AK
9464.gender,iF,F
120006.singleexemp,,0
76887.childexemp,,0
111316.state,C,DC
51530.marriedexemp,***,0
165545.state,kAK,AK
23627.state,AyK,AK
54325.gender,***,F
14124.gender,,F
159889.childexemp,***,0
189705.marriedexemp,***,0
83870.marriedexemp,,0
140309.childexemp,g0,0
12093.state,CD,DC
21798.state,oDC,DC
111051.gender,***,M
94933.childexemp,z0,0
85005.state,sAK,AK
69782.city,WhYNCOTE,WYNCOTE
147383.childexemp,,0
148068.childexemp,m0,0
121325.city,NVIK,ANVIK
124239.singleexemp,q0,0
104647.state,AI,IA
189724.singleexemp,,0
99173.state,OC,CO
85998.city,GALDY,GLADY
179168.childexemp,300,3300
100222.childexemp,,0
79490.state,LqA,LA
198610.state,K,AK
65408.state,KA,AK
111495.city,ALPAHRETTA,ALPHARETTA
60711.state,ZA,AZ
110306.singleexemp,,0
55345.city,ANTONTIO,ANTONITO
110139.marriedexemp,***,0
17447.state,CD,DC
50723.singleexemp,,0
121757.state,DsC,DC
188551.singleexemp,,0
33141.singleexemp,,0
161904.city,OPST,POST
13944.state,CD,DC
124147.marriedexemp,***,0
8104.city,NORTFHORD,NORTHFORD
90277.state,oAK,AK
66280.city,NDOVER,ANDOVER
91560.city,LAPZA,LAPAZ
125108.marriedexemp,***,0
60884.city,ANCHOR OPINT,ANCHOR POINT
182367.childexemp,,0
85753.city,READSBOiRO,READSBORO
33963.gender,sF,F
101434.state,T,VT
89369.gender,***,M
166093.state,uHI,HI
190510.state,K,AK
9466.gender,***,F
95583.state,rAK,AK
137687.marriedexemp,***,0
98750.gender,***,M
148409.state,K,AK
182585.gender,***,M
48179.state,CD,DC
140150.state,E,ME
149599.marriedexemp,y0,0
84765.childexemp,***,0
188114.marriedexemp,w0,0
90039.state,eDC,DC
177420.childexemp,z0,0
155357.city,ALUQUERQUE,ALBUQUERQUE
166675.city,cALVADORE,ALVADORE
156141.state,IR,RI
70608.city,ANDOzVER,ANDOVER
75106.marriedexemp,***,0
109457.state,AwK,AK
83037.singleexemp,,0
60069.gender,***,F
145158.gender,***,F
22619.state,KA,AK
193325.gender,qF,F
82403.state,NiY,NY
183532.gender,uF,F
123200.state,K,AK
176636.state,VqT,VT
76847.marriedexemp,***,0
8664.gender,yF,F
73649.city,ALLNE,ALLEN
17841.marriedexemp,4500,24500
59327.marriedexemp,9000***,9000
100641.city,ANEGLES,ANGELES
93991.state,K,AK
51341.city,ALCaOVA,ALCOVA
171494.singleexemp,7,87
168961.childexemp,h0,0
74265.childexemp,***,0
89697.state,Y,KY
63308.marriedexemp,,0
44490.gender,,M
165137.city,PEX,APEX
10442.marriedexemp,6060,6600
43119.gender,,F
195340.singleexemp,h0,0
129298.city,ANHORAGE,ANCHORAGE
137561.city,NEWTmON,NEWTON
182473.marriedexemp,h6600,6600
174441.marriedexemp,y0,0
196284.city,IWNSTONVILLE,WINSTONVILLE
69405.childexemp,z0,0
109782.city,MBOY,AMBOY
190483.city,MANLEY HOT SPIRNGS,MANLEY HOT SPRINGS
72540.state,K,AK
100108.state,CD,DC
137011.city,DERYB,DERBY
156006.state,CD,DC
103650.gender,***,F
46232.marriedexemp,3000***,3000
127774.marriedexemp,t0,0
116133.city,SEBEWAIG,SEBEWAING
87609.gender,tM,M
134598.childexemp,104j0,1040
186060.city,ARGLYE,ARGYLE
132172.singleexemp,***,0
152937.marriedexemp,d0,0
153848.marriedexemp,200,6200
141749.state,LA,AL
12767.gender,***,F
124037.singleexemp,,0
32927.singleexemp,l0,0
193859.singleexemp,000,1000
133785.singleexemp,w0,0
29303.childexemp,***,0
79229.singleexemp,***,0
7290.marriedexemp,,0
162668.gender,***,M
97743.marriedexemp,,0
113218.state,DcC,DC
181465.marriedexemp,,0
85024.marriedexemp,***,0
145705.marriedexemp,p0,0
143453.marriedexemp,4200***,4200
62279.singleexemp,i0,0
141145.gender,fF,F
12511.gender,,F
174475.state,K,AK
4324.marriedexemp,***,0
109617.singleexemp,p0,0
47192.city,LAKE CARLES,LAKE CHARLES
146008.childexemp,130x0,1300
144658.marriedexemp,***,0
178256.singleexemp,z0,0
9452.gender,mF,F
103410.marriedexemp,660,6600
95340.marriedexemp,***,0
75587.marriedexemp,p0,0
32666.city,ALBUQUERQE,ALBUQUERQUE
44283.childexemp,1u370,1370
193337.gender,***,F
55634.gender,,M
117419.childexemp,***,0
111588.childexemp,i0,0
188493.marriedexemp,f0,0
40889.marriedexemp,y0,0
76316.state,CD,DC
140760.state,C,DC
65404.childexemp,285r0,2850
186090.state,SK,KS
10451.gender,***,F
157751.gender,aM,M
61648.childexemp,***,0
24442.state,CD,DC
121906.childexemp,***,0
192982.state,uNH,NH
35799.marriedexemp,h0,0
133083.childexemp,***,0
107745.state,gDC,DC
39486.singleexemp,,0
190551.city,ARCDE,ARCADE
185698.city,AMERlY,AMERY
167790.gender,***,F
144418.singleexemp,,0
151141.gender,,M
173416.state,O,CO
177043.childexemp,e0,0
84804.marriedexemp,***,0
87983.singleexemp,300,3300
193372.state,D,MD
6577.gender,***,F
166457.singleexemp,3a575,3575
89871.city,ARcDARA,ARDARA
127266.singleexemp,***,0
41373.marriedexemp,,0
158419.childexemp,,0
158217.singleexemp,60a00,6000
60240.city,GLADTONE,GLADSTONE
127090.state,C,DC
84167.childexemp,y0,0
154420.marriedexemp,y3000,3000
59209.state,KA,AK
185658.singleexemp,,0
42005.marriedexemp,t0,0
169829.gender,dM,M
72013.singleexemp,2250***,2250
179722.childexemp,000,2000
148587.state,KA,AK
131759.childexemp,,0
20445.singleexemp,4k0,40
171695.singleexemp,,0
20645.gender,aF,F
75985.state,KA,AK
40082.marriedexemp,,0
14711.gender,,F
140921.marriedexemp,,0
112976.gender,***,F
22170.marriedexemp,600,6600
169866.singleexemp,***,0
86303.marriedexemp,i0,0
47929.childexemp,300,3300
78603.singleexemp,***,0
195477.singleexemp,***,0
177854.childexemp,***,0
62725.singleexemp,,0
181034.state,KA,AK
151435.state,DnC,DC
192893.state,KA,AK
163525.childexemp,***,0
85541.childexemp,u0,0
162915.state,KA,AK
41739.city,EDWbARDS,EDWARDS
23643.gender,,M
142436.city,NADERSON,ANDERSON
131220.gender,qF,F
9709.singleexemp,***,0
131478.singleexemp,***,0
69877.state,C,SC
116054.state,DsC,DC
129709.gender,,M
4723.city,MUONT OLIVE,MOUNT OLIVE
79560.city,ALBETRVILLE,ALBERTVILLE
75044.childexemp,1500***,1500
99010.state,K,AK
150434.state,AP,PA
11855.state,H,NH
112963.state,KA,AK
11117.gender,***,F
97111.state,C,DC
12186.gender,fF,F
153932.marriedexemp,a0,0
100960.gender,,F
40817.singleexemp,g0,0
126071.city,ALcVO,ALVO
35215.singleexemp,,0
103420.childexemp,,0
157724.gender,***,M
122334.city,kCHARLOTTE,CHARLOTTE
124646.singleexemp,***,0
79263.state,AcK,AK
173053.singleexemp,,0
197584.city,ARTIN,MARTIN
52865.childexemp,i0,0
129532.state,kAL,AL
193835.gender,hF,F
9784.state,AP,PA
57435.marriedexemp,z0,0
134855.state,JN,NJ
64678.gender,wF,F
192688.state,NT,TN
12093.gender,***,F
191478.city,ArRGYLE,ARGYLE
74432.city,RIHFIELD,RICHFIELD
80113.singleexemp,z0,0
194778.childexemp,f0,0
13621.marriedexemp,,0
163245.city,CREOsLA,CREOLA
128061.childexemp,***,0
45473.state,DiC,DC
81128.childexemp,,0
122054.singleexemp,s0,0
19869.gender,***,M
101189.childexemp,,0
17246.childexemp,***,0
164021.childexemp,p0,0
112863.singleexemp,p0,0
180030.state,H,OH
60163.gender,,F
52803.city,ANAHLA,ANAHOLA
186724.marriedexemp,t0,0
83549.marriedexemp,***,0
63714.city,ANAHEpIM,ANAHEIM
98409.singleexemp,,0
10617.marriedexemp,***,0
153801.singleexemp,***,0
114506.gender,,M
87247.marriedexemp,,0
126869.city,WEST MvILFORD,WEST MILFORD
64519.state,DcC,DC
10274.marriedexemp,,0
197665.state,pIL,IL
122682.childexemp,0,20
164945.state,dAK,AK
128010.marriedexemp,660l0,6600
34689.state,K,OK
116316.state,C,DC
33729.childexemp,***,0
108023.singleexemp,,0
25750.city,NCHORAGE,ANCHORAGE
191876.childexemp,300,3300
54982.singleexemp,m87,87
195919.singleexemp,,0
16929.marriedexemp,***,0
126382.city,ARECIOB,ARECIBO
112590.childexemp,195,159
76365.city,wLOWER KALSKAG,LOWER KALSKAG
42985.state,CD,DC
70529.city,ARGUSVILLE***,ARGUSVILLE
30123.city,MOOT,SMOOT
68338.state,yDC,DC
62170.childexemp,v0,0
60011.gender,***,M
25594.state,C,DC
141077.state,K,AK
62035.gender,yM,M
87734.gender,uF,F
168712.singleexemp,a0,0
137832.state,CD,DC
9174.state,CD,DC
9474.gender,gF,F
12144.gender,uF,F
97593.singleexemp,h0,0
79277.marriedexemp,***,0
183465.gender,,M
114293.gender,,M
10455.gender,***,F
91232.state,KA,AK
108386.state,CD,DC
11146.gender,,F
60664.singleexemp,,0
43997.state,NI,IN
120379.gender,,M
156413.city,ALBUQUERUE,ALBUQUERQUE
186688.marriedexemp,,0
32602.singleexemp,p0,0
22263.gender,,F
122338.childexemp,h0,0
28557.gender,***,F
42568.state,DM,MD
125011.city,ALSPI,ALSIP
29906.state,KA,AK
157370.state,K,AK
2419.gender,***,F
41179.childexemp,***,0
158531.singleexemp,q0,0
91248.childexemp,d2300,2300
179605.singleexemp,***,0
99595.state,DbC,DC
89156.state,CD,DC
12437.gender,***,F
194467.gender,***,M
118346.marriedexemp,,0
133552.state,tDC,DC
63374.marriedexemp,r0,0
180707.gender,,F
56717.childexemp,00,900
37787.singleexemp,250,2250
9149.state,C,DC
50762.state,CD,DC
111014.gender,***,M
33668.state,JN,NJ
119559.state,kAK,AK
51855.city,tAMHERST,AMHERST
151095.state,aMI,MI
150488.city,ALEXADNRIA,ALEXANDRIA
173368.city,HYANNIaS,HYANNIS
21294.childexemp,0,40
105000.childexemp,b0,0
133793.state,mDC,DC
93928.gender,,F
104016.singleexemp,***,0
47300.gender,***,F
107391.childexemp,,0
42390.city,OWNSHEND,TOWNSHEND
108880.gender,***,F
42730.state,AaK,AK
156155.gender,eF,F
173934.singleexemp,,0
165463.gender,xM,M
199170.marriedexemp,***,0
197516.marriedexemp,***,0
151637.marriedexemp,,0
53752.singleexemp,***,0
73458.marriedexemp,***,0
168369.childexemp,u0,0
54453.marriedexemp,***,0
67144.singleexemp,300,3300
139212.marriedexemp,u0,0
113069.childexemp,,0
46298.state,pDC,DC
11246.gender,,F
55991.childexemp,x0,0
187555.marriedexemp,45v00,4500
15771.city,RUIDOSvO,RUIDOSO
87979.gender,,M
21757.state,C,DC
183409.childexemp,72,272
97701.childexemp,,0
127598.state,K,AK
181233.childexemp,l0,0
193096.city,SANJUAN,SAN JUAN
11028.marriedexemp,,0
43031.city,SULLIVANS ISLAND***,SULLIVANS ISLAND
14035.childexemp,,0
75945.city,SAN DIEOG,SAN DIEGO
130527.singleexemp,m0,0
135132.marriedexemp,,0
174897.marriedexemp,1h74,174
12642.gender,,F
10793.gender,oF,F
126234.childexemp,33s00,3300
181877.state,AiK,AK
179044.gender,pF,F
108481.singleexemp,,0
13352.city,UBBOCK,LUBBOCK
196528.state,tNV,NV
4694.childexemp,x0,0
162583.marriedexemp,h0,0
62395.state,K,AK
163136.marriedexemp,w0,0
157180.state,fAK,AK
49982.state,DuC,DC
180885.singleexemp,***,0
7899.gender,***,F
180784.city,ANAIK,ANIAK
34.singleexemp,j0,0
104624.city,HUkGO,HUGO
137132.state,KA,AK
50088.city,fEAST NEWPORT,EAST NEWPORT
183768.marriedexemp,a0,0
181891.marriedexemp,,0
9203.gender,,F
183847.state,T,UT
106082.singleexemp,f0,0
28821.state,CD,DC
110021.gender,gF,F
83550.singleexemp,,0
132969.state,DgC,DC
46650.singleexemp,,0
84470.state,AvK,AK
70102.childexemp,k0,0
24648.state,K,AK
50085.city,AiRAPAHOE,ARAPAHOE
64439.gender,,M
11115.gender,***,F
106852.childexemp,***,0
67530.childexemp,***,0
12135.gender,hF,F
194477.marriedexemp,4500***,4500
170414.marriedexemp,0200,2000
148587.city,ANpCHORAGE,ANCHORAGE
101688.childexemp,1500***,1500
4334.city,ILMINGTON,WILMINGTON
22375.childexemp,r0,0
967.city,GASASWAY,GASSAWAY
133007.marriedexemp,***,0
61502.marriedexemp,***,0
7638.marriedexemp,,0
29193.singleexemp,***,0
130682.city,tALLYN,ALLYN
120778.childexemp,u0,0
35358.city,ADLEN,ALDEN
47639.state,CD,DC
105081.singleexemp,,0
187724.singleexemp,21750,12750
131697.state,WwY,WY
94559.state,CD,DC
13931.state,C,DC
113330.state,AxK,AK
100543.state,K,AK
22996.state,OC,CO
61032.singleexemp,***,0
148692.singleexemp,o0,0
31998.city,HONOLUUL,HONOLULU
154693.childexemp,,0
169589.singleexemp,,0
75364.childexemp,***,0
172037.childexemp,,0
39983.city,ARBOES,ARBOLES
34710.state,CD,DC
119809.city,GnRANITE CANON,GRANITE CANON
185291.marriedexemp,***,0
25275.marriedexemp,***,0
67828.state,DoC,DC
57639.singleexemp,c0,0
46202.state,AmK,AK
98471.city,ANTELOqPE,ANTELOPE
135482.state,C,DC
9493.gender,nF,F
121419.city,MONTGOMEY,MONTGOMERY
11862.marriedexemp,7510,7150
70176.state,CD,DC
144928.marriedexemp,***,0
107949.state,KA,AK
1550.singleexemp,l0,0
60696.singleexemp,02,20
25650.gender,,M
42713.state,qAK,AK
170981.city,BRUiCE,BRUCE
186344.singleexemp,,0
46461.singleexemp,***,0
195651.childexemp,p0,0
75214.state,KqS,KS
168042.marriedexemp,***,0
21093.state,AiK,AK
119841.gender,,M
49149.gender,,M
115690.gender,***,M
162241.singleexemp,33q00,3300
102492.childexemp,400,2400
144585.singleexemp,***,0
196283.marriedexemp,***,0
86228.state,KA,AK
39913.childexemp,j0,0
151947.marriedexemp,,0
52958.childexemp,***,0
54060.state,bME,ME
26039.city,ANAlHOLA,ANAHOLA
7610.state,VN,NV
140380.marriedexemp,v0,0
35668.state,N,IN
130285.state,L,IL
31046.state,AnK,AK
135423.childexemp,l0,0
179869.gender,bF,F
37790.singleexemp,,0
148221.city,ALAKAKET,ALLAKAKET
144264.marriedexemp,,0
127458.city,GRAT,GRANT
37354.gender,,F
10913.state,pDC,DC
136268.state,uDC,DC
136640.city,kALLOUEZ,ALLOUEZ
52420.singleexemp,***,0
62831.childexemp,***,0
199818.state,KA,AK
140407.marriedexemp,w0,0
12477.gender,,F
170481.city,ACRADIA,ARCADIA
120497.marriedexemp,,0
146134.singleexemp,***,0
180543.singleexemp,f0,0
194622.state,IM,MI
195085.childexemp,03,103
190559.singleexemp,f0,0
124397.state,KA,AK
88587.state,JN,NJ
105226.marriedexemp,***,0
119307.marriedexemp,,0
24019.state,eKS,KS
46495.singleexemp,g0,0
149300.city,LAKEqHURST,LAKEHURST
69397.marriedexemp,,0
76833.city,nRAYMOND,RAYMOND
49487.city,AIRBANKS,FAIRBANKS
38566.childexemp,***,0
155012.childexemp,,0
10406.state,DbC,DC
130101.singleexemp,,0
93050.childexemp,z0,0
129899.state,lDC,DC
125658.city,LCEY,LACEY
121281.childexemp,,0
165268.singleexemp,h0,0
81653.gender,rM,M
33481.childexemp,q0,0
33755.state,NgJ,NJ
160403.marriedexemp,b0,0
197369.childexemp,230k0,2300
129052.state,CD,DC
67200.state,KA,AK
89240.city,NGOON,ANGOON
52622.childexemp,***,0
139295.city,ALBERTVILEL,ALBERTVILLE
84599.singleexemp,a0,0
38138.childexemp,,0
157771.marriedexemp,n0,0
53005.city,tALBION,ALBION
115962.gender,aF,F
118119.city,VIGIL,VIRGIL
110446.childexemp,t0,0
171506.singleexemp,,0
149668.marriedexemp,t0,0
142635.state,KA,AK
19662.state,I,WI
70590.state,MkS,MS
12114.gender,wF,F
178457.childexemp,***,0
111018.singleexemp,,0
174973.childexemp,230,2300
148442.state,K,AK
43878.singleexemp,190,1900
157697.childexemp,***,0
40344.marriedexemp,***,0
118842.marriedexemp,3u000,3000
118304.singleexemp,,0
121415.city,ANSCO,ANASCO
98532.city,LTA,ALTA
197018.singleexemp,***,0
62082.gender,,F
145420.childexemp,z0,0
157419.childexemp,,0
145467.city,ANbTRIM,ANTRIM
9125.gender,,F
178577.marriedexemp,,0
158997.singleexemp,b0,0
14076.gender,***,F
75059.marriedexemp,,0
186057.marriedexemp,,0
110612.singleexemp,3300***,3300
147745.city,ARGLE,ARGYLE
146177.state,L,AL
155664.marriedexemp,***,0
136867.childexemp,t0,0
106928.state,C,DC
146744.childexemp,,0
190430.childexemp,h0,0
120564.childexemp,m0,0
45053.city,AMvIDON,AMIDON
39622.state,AyK,AK
155956.childexemp,,0
177000.city,NCHORAGE,ANCHORAGE
69671.childexemp,000,1000
51603.gender,***,F
187442.childexemp,,0
139845.state,K,AK
106484.state,rSC,SC
184096.state,LA,AL
133683.singleexemp,w0,0
1535.childexemp,,0
12108.gender,***,F
64145.city,ANDERmSON,ANDERSON
154683.childexemp,o0,0
126611.marriedexemp,,0
180321.gender,***,F
189855.city,VERNN,VERNON
63832.state,ArK,AK
119716.marriedexemp,s0,0
167745.singleexemp,,0
10459.gender,***,F
48064.state,gAZ,AZ
12182.marriedexemp,e0,0
163793.city,ANCHRAGE,ANCHORAGE
144168.state,xAK,AK
90041.gender,,M
107393.singleexemp,,0
177062.childexemp,h0,0
156116.singleexemp,,0
152115.marriedexemp,j0,0
108881.state,A,VA
98382.childexemp,***,0
187475.singleexemp,,0
155856.state,C,DC
152422.childexemp,***,0
92575.marriedexemp,0,40
9850.gender,lM,M
14596.city,EFRNDALE,FERNDALE
105565.state,K,AK
157200.city,ALLuOY,ALLOY
133624.state,E,DE
133524.gender,sF,F
120744.singleexemp,q0,0
167443.marriedexemp,400,4800
106080.state,DfC,DC
106869.marriedexemp,***,0
68782.childexemp,***,0
194955.marriedexemp,6600***,6600
146739.marriedexemp,,0
53016.state,O,MO
163242.city,MOUNTAIN HOME A FB ,MOUNTAIN HOME A F B
146573.marriedexemp,x0,0
170467.marriedexemp,a0,0
106156.state,AzK,AK
72834.gender,eF,F
147234.state,KA,AK
199491.childexemp,c0,0
114900.city,BgROOKLYN,BROOKLYN
128770.gender,***,F
111050.marriedexemp,***,0
188259.childexemp,,0
77417.marriedexemp,300,3000
118213.singleexemp,***,0
160116.childexemp,330,3300
99732.city,WEpBB,WEBB
34562.city,CLATYON,CLAYTON
112752.city,GRAFTOhN,GRAFTON
163460.city,ANGELz FIRE,ANGEL FIRE
11981.gender,yF,F
23499.gender,yM,M
24940.childexemp,1x03,103
83465.gender,hM,M
105372.marriedexemp,***,0
176500.marriedexemp,,0
10509.gender,,F
171676.marriedexemp,0400,4000
105920.marriedexemp,6600***,6600
103246.singleexemp,,0
99514.state,KA,AK
61282.marriedexemp,66s00,6600
186440.childexemp,***,0
197066.marriedexemp,m0,0
54781.city,GRAE,GRACE
129839.singleexemp,***,0
151052.state,KA,AK
135662.city,MT ZsION,MT ZION
127830.state,KA,AK
121908.singleexemp,,0
68933.childexemp,b0,0
151181.singleexemp,,0
117285.childexemp,0300,3000
165527.state,R,AR
122340.childexemp,000,1000
153165.childexemp,,0
113536.state,gDC,DC
25137.singleexemp,,0
12109.gender,***,F
103951.marriedexemp,***,0
118672.city,MARETTA,MARIETTA
8723.singleexemp,400,2400
157716.marriedexemp,***,0
63410.city,ANCHORxAGE,ANCHORAGE
64844.gender,rF,F
13969.childexemp,2400***,2400
14827.city,SrPRINGFIELD,SPRINGFIELD
162504.childexemp,,0
164626.gender,jF,F
23256.marriedexemp,6v600,6600
125369.childexemp,***,0
98573.childexemp,000,1000
88065.childexemp,s0,0
151223.state,ySD,SD
29699.marriedexemp,***,0
189367.city,ANTELPOE,ANTELOPE
102306.gender,,M
61402.state,vMN,MN
79088.state,CD,DC
98702.city,WASHIGNTON,WASHINGTON
90410.city,MIAN,MINA
121812.city,DCEATUR,DECATUR
82572.singleexemp,m1300,1300
51709.gender,***,M
136720.childexemp,***,0
155908.state,tAK,AK
28648.state,K,AK
65473.state,KA,AK
140305.gender,***,F
147160.marriedexemp,j0,0
85702.state,AmK,AK
195047.childexemp,250,2250
51344.state,DN,ND
20807.marriedexemp,***,0
168898.city,PIEHILL,PINEHILL
22951.marriedexemp,j0,0
18718.marriedexemp,,0
145278.singleexemp,t0,0
63141.state,CD,DC
171787.state,N,TN
107232.gender,,M
102619.state,K,AK
12104.gender,kF,F
145978.marriedexemp,,0
61900.childexemp,***,0
167193.state,A,LA
192201.state,L,AL
13224.gender,,F
56808.city,HpONOLULU,HONOLULU
23507.marriedexemp,,0
154325.childexemp,,0
163244.marriedexemp,0200,2000
46822.city,WEST NION,WEST UNION
177699.city,WILSONCREEK,WILSON CREEK
134229.marriedexemp,g0,0
93088.city,GUNNtISON,GUNNISON
54591.marriedexemp,,0
162211.childexemp,,0
191219.city,ESTILLFROK,ESTILLFORK
95993.singleexemp,c0,0
148801.gender,nF,F
121924.singleexemp,***,0
142455.city,WEeST WARWICK,WEST WARWICK
15041.city,ANCHORAEG,ANCHORAGE
57310.childexemp,v0,0
14078.gender,***,F
101124.state,xAL,AL
124965.childexemp,***,0
9443.gender,dF,F
64371.state,L,AL
186781.state,K,AK
17402.childexemp,***,0
190259.marriedexemp,p0,0
164221.marriedexemp,,0
158702.state,WvV,WV
134755.city,nSANTA ANA,SANTA ANA
7356.gender,,F
143863.gender,,F
51973.state,NrY,NY
37741.state,C,DC
152903.state,CD,DC
6766.childexemp,***,0
107614.childexemp,***,0
153958.city,POKANE,SPOKANE
20665.marriedexemp,***,0
31912.singleexemp,,0
112712.state,K,AK
143824.childexemp,,0
143882.state,K,AK
192022.city,cALLEN,ALLEN
199325.childexemp,,0
195684.marriedexemp,,0
144836.city,ALBURNTT,ALBURNETT
155048.singleexemp,300,1300
192618.singleexemp,,0
44975.gender,gM,M
23990.state,DN,ND
68278.city,ANNVILnLE,ANNVILLE
184661.state,NI,IN
145719.state,LA,AL
177344.gender,,M
133477.singleexemp,195,159
182829.city,LAEXANDRIA,ALEXANDRIA
131916.city,ANHCORAGE,ANCHORAGE
63277.marriedexemp,r0,0
125819.state,K,AK
115415.city,KDIAK,KODIAK
176381.state,DI,ID
181686.state,KA,AK
36873.singleexemp,,0
82756.state,KA,AK
