Attribute,Index,Clean Value,Cleaned Value
author_list,574309,"{""Junge G"",""Rauer B"",""De Simone P"",""Fischer L"",""De Carlis L"",""Kaiser GM"",""Saliba F"",""Duvoux C"",""Metselaar HJ"",""Dong G"",""Nevens F"",""Fung JJ""}","{""Junge G""""Rauer B""""De Simone P""""Fischer L""""De Carlis L""""Kaiser GM""""Saliba F""""Duvoux C""""Metselaar HJ""""Dong G""""Nevens F""""Fung JJ""}"
author_list,200077,"{""T K Dutta"",""Pampa Ch Toi"",""Bhawana A Badhe"",""L H Ghotekar"",""Debdatta Basu""}","{""T K Dutta""""Pampa Ch Toi""""Bhawana A Badhe""""L H Ghotekar""""Debdatta Basu""}"
author_list,715052,"{""Alexa Stuifbergen"",""Martha Gene Meraviglia""}","{""Alexa Stuifbergen""""Martha Gene Meraviglia""}"
author_list,282039,"{""M. Martinengo"",""D. F. Ardenghi"",""G. Reali"",""G. Tripodi""}","{""M. Martinengo""""D. F. Ardenghi""""G. Reali""""G. Tripodi""}"
author_list,835177,"{""M. Hebbar"",""P. Fournier"",""O. Romano""}","{""M. Hebbar""""P. Fournier""""O. Romano""}"
author_list,519732,"{""John T Sharp"",""Weng Kee Wong"",""Grace S Park"",""Harold E Paulus"",""MyungShin Oh"",""Richard H Gold"",""Dinesh Khanna""}","{""John T Sharp""""Weng Kee Wong""""Grace S Park""""Harold E Paulus""""MyungShin Oh""""Richard H Gold""""Dinesh Khanna""}"
author_list,761104,"{""Milagros M. Sessions"",""Kevin J. Miller""}","{""Milagros M. Sessions""""Kevin J. Miller""}"
author_list,408062,"{""E Huguet"",""O Porta"",""E Mart_nez"",""I Mora"",""M Sim_"",""J Pubill"",""J A Ortega"",""M T Castillo""}","{""E Huguet""""O Porta""""E Mart�_nez""""I Mora""""M Sim�_""""J Pubill""""J A Ortega""""M T Castillo""}"
author_list,889481,"{""W. Hummig"",""J. Stechman Neto"",""L. F. Tonial""}","{""W. Hummig""""J. Stechman Neto""""L. F. Tonial""}"
author_list,894596,"{""Miquel S_nchez-Marr"",""Geoff Holmes"",""Joaqu_n Izquierdo"",""Joaquim Comas"",""Ioannis Athanasiadis"",""Karina Gibert""}","{""Miquel S����nchez-Marr���""""Geoff Holmes""""Joaqu���_n Izquierdo""""Joaquim Comas""""Ioannis Athanasiadis""""Karina Gibert""}"
author_list,604985,"{""Robert S Hoffman"",""Brian W Cotter"",""Barbara M Kirrane"",""Fermin Barrueto"",""Lewis S Nelson""}","{""Robert S Hoffman""""Brian W Cotter""""Barbara M Kirrane""""Fermin Barrueto""""Lewis S Nelson""}"
author_list,220950,"{""S. Gosavi"",""S. Gosavi""}","{""S. Gosavi""""S. Gosavi""}"
author_list,770196,"{""W. T. Creasman"",""S. Pecorelli"",""J. L. Benedet"",""J. H. Shepherd""}","{""W. T. Creasman""""S. Pecorelli""""J. L. Benedet""""J. H. Shepherd""}"
author_list,914468,"{""S. Regina-Ribeiro"",""C. Tortoza"",""R. P. S. Lima"",""S. T. T. de Freitas"",""P. R. Lucareli"",""M. O. Lima"",""M. T. Pacheco"",""J. Gomes-Lucareli"",""R. A. Lopes-Martins""}","{""S. Regina-Ribeiro""""C. Tortoza""""R. P. S. Lima""""S. T. T. de Freitas""""P. R. Lucareli""""M. O. Lima""""M. T. Pacheco""""J. Gomes-Lucareli""""R. A. Lopes-Martins""}"
author_list,346326,"{""Giovanni Teodori"",""Marta Leverone"",""Eraldo Occhetta"",""Miriam Bortnik"",""Paolo Marino"",""Marco Marcolongo""}","{""Giovanni Teodori""""Marta Leverone""""Eraldo Occhetta""""Miriam Bortnik""""Paolo Marino""""Marco Marcolongo""}"
author_list,612846,"{""B H Mbatchou Ngahane"",""G Devouassoux"",""H Baudrand"",""B Guibert"",""N Freymond"",""Y Pacheco"",""A Traverse-Glehen""}","{""B H Mbatchou Ngahane""""G Devouassoux""""H Baudrand""""B Guibert""""N Freymond""""Y Pacheco""""A Traverse-Glehen""}"
author_list,282053,"{""M. W. Martin"",""R. Saunders"",""S. Levin""}","{""M. W. Martin""""R. Saunders""""S. Levin""}"
author_list,870257,"{""Melissa E. Dichter"",""Karin V. Rhodes""}","{""Melissa E. Dichter""""Karin V. Rhodes""}"
author_list,931323,"{""N. Jakubik"",""L. Trzpil"",""F. Raciborski"",""U. Samolinska-Zawisza"",""L. Samoliski"",""D. Paczesny"",""Z. Halat"",""J. Marszalkowska"",""B. Samolinski"",""P. Samel-Kowalik"",""A. Lusawa"",""J. Gutowska"",""A. Tomaszewska"",""A. Walkiewicz""}","{""N. Jakubik""""L. Trzpil""""F. Raciborski""""U. Samolinska-Zawisza""""L. Samoli̱ski""""D. Paczesny""""Z. Halat""""J. Marszalkowska""""B. Samolinski""""P. Samel-Kowalik""""A. Lusawa""""J. Gutowska""""A. Tomaszewska""""A. Walkiewicz""}"
author_list,377284,"{""Paola Scifo"",""Alessandro Del Maschio"",""Livio Luzi"",""Elena Meneghini"",""Alberto Battezzati"",""Gianluca Perseghin"",""Massimo Danna"",""Stefano Benedini""}","{""Paola Scifo""""Alessandro Del Maschio""""Livio Luzi""""Elena Meneghini""""Alberto Battezzati""""Gianluca Perseghin""""Massimo Danna""""Stefano Benedini""}"
author_list,420138,"{""Stensland SH"",""Sobal J""}","{""Stensland SH""""Sobal J""}"
author_list,816680,"{""M. Tercedor Snchez"",""J.A. Prieto Velasco""}","{""M. Tercedor S��nchez""""J.A. Prieto Velasco""}"
author_list,491006,"{""A. Keliris"",""I. Koutsourelakis"",""A. Minaritzoglou"",""S. Zakynthinos""}","{""A. Keliris""""I. Koutsourelakis""""A. Minaritzoglou""""S. Zakynthinos""}"
author_list,628299,"{""Christos A Venetis"",""Basil C Tarlatzis"",""Konstantinos A Toulis"",""Efstratios M Kolibianakis"",""Dimitrios G Goulis"",""Ioannis Papadimas""}","{""Christos A Venetis""""Basil C Tarlatzis""""Konstantinos A Toulis""""Efstratios M Kolibianakis""""Dimitrios G Goulis""""Ioannis Papadimas""}"
author_list,72089,"{""Fenlai Tan"",""Ji Jiang"",""Don Zhang"",""Dongyang Liu"",""Yingxiang Wang"",""Li Zhang"",""Pei Hu""}","{""Fenlai Tan""""Ji Jiang""""Don Zhang""""Dongyang Liu""""Yingxiang Wang""""Li Zhang""""Pei Hu""}"
author_list,847287,"{""Sarah McGraw"",""Vida M Petronis"",""Charles S Carver"",""Nancy Avis"",""Kristie Long Foley"",""Deborah F Farmer"",""Roselyn G Smith"",""Kevin Smith""}","{""Sarah McGraw""""Vida M Petronis""""Charles S Carver""""Nancy Avis""""Kristie Long Foley""""Deborah F Farmer""""Roselyn G Smith""""Kevin Smith""}"
author_list,764224,"{""Y. Fengying"",""Y. Hainai"",""W. Jianxiong"",""T. Sijie""}","{""Y. Fengying""""Y. Hainai""""W. Jianxiong""""T. Sijie""}"
author_list,591619,"{""A. D. Hay"",""A. Lovering"",""C. Costelloe"",""A. Montgomery"",""D. Lewis"",""C. McNulty""}","{""A. D. Hay""""A. Lovering""""C. Costelloe""""A. Montgomery""""D. Lewis""""C. McNulty""}"
author_list,125072,"{""Noritoshi Nagaya"",""Kenji Kangawa""}","{""Noritoshi Nagaya""""Kenji Kangawa""}"
author_list,255432,"{""D C Thompson"",""F P Rivara""}","{""D C Thompson""""F P Rivara""}"
author_list,689284,"{""HongQiang Wang"",""Dwain K Irvin"",""Ashley Gragg"",""Xiao-xue Zhang"",""Christopher J Wheeler"",""Keith L Black"",""Lucia Veiga"",""Ryan Cordner"",""Mandana Zandian"",""Akanksha Panwar"",""Emmanuel Jouanneau"",""Yuying Zhai"",""Shyam Goverdhana"",""Armen Mardiros""}","{""HongQiang Wang""""Dwain K Irvin""""Ashley Gragg""""Xiao-xue Zhang""""Christopher J Wheeler""""Keith L Black""""Lucia Veiga""""Ryan Cordner""""Mandana Zandian""""Akanksha Panwar""""Emmanuel Jouanneau""""Yuying Zhai""""Shyam Goverdhana""""Armen Mardiros""}"
author_list,781141,"{""T. L. Davies"",""B. Bovill"",""S. Johnston"",""M. T. May"",""M. Gompels""}","{""T. L. Davies""""B. Bovill""""S. Johnston""""M. T. May""""M. Gompels""}"
author_list,148787,"{""J. L. Hastings"",""G. Biolo"",""B. D. Levine"",""T. Tillery"",""R. M. Peshock"",""T. A. Dorfman"",""B. R. Macias"",""A. R. DA  - Jul DO  - 10.1152/japplphysiol.01162.2006 DP  - NLM ET  - 2007/03/24 Hargens"",""S. M. Schneider""}","{""J. L. Hastings""""G. Biolo""""B. D. Levine""""T. Tillery""""R. M. Peshock""""T. A. Dorfman""""B. R. Macias""""A. R. DA  - Jul DO  - 10.1152/japplphysiol1162.2006 DP  - NLM ET  - 2007/03/24 Hargens""""S. M. Schneider""}"
author_list,684757,"{""A H Zwinderman"",""M Munneke"",""G J Tijhuis"",""Z de Jong"",""J M Hazes"",""T P Vliet Vlieland""}","{""A H Zwinderman""""M Munneke""""G J Tijhuis""""Z de Jong""""J M Hazes""""T P Vliet Vlieland""}"
author_list,585766,"{""B. L. Drinkwater"",""J. E. Denton"",""S. M. Horvath"",""P. B. Raven""}","{""B. L. Drinkwater""""J. E. Denton""""S. M. Horvath""""P. B. Raven""}"
author_list,185291,"{""Denys T. Lau"",""Brass Buchanan Deandrea Glaser Guest Hodgson Huerta Lau Lau Miles Miller Parker-Oliver Raina Teno Weller Bostick"",""Celia Berdes"",""Jonathan Masin-Peters"",""Megan Ong""}","{""Denys T. Lau""""Brass Buchanan Deandrea Glaser Guest Hodgson Huerta Lau Lau Miles Miller Parker-Oliver Raina Teno Weller Bostick""""Celia Berdes""""Jonathan Masin-Peters""""Megan Ong""}"
author_list,886237,"{""Graldine Martin-Gaujard"",""Floriane Delphin-Combe"",""Isabelle Rouch"",""Solveig Relland"",""Pierre Krolak-Salmon""}","{""G̩raldine Martin-Gaujard""""Floriane Delphin-Combe""""Isabelle Rouch""""Solveig Relland""""Pierre Krolak-Salmon""}"
author_list,922646,"{""P Talke"",""J Caldwell"",""B Dodsont"",""C A Richardson""}","{""P Talke""""J Caldwell""""B Dodsont""""C A Richardson""}"
author_list,843485,"{""Peter J Winch"",""Mickey Chopra"",""Cynthia S Minkovitz"",""Debra Jackson"",""Alyssa B Sharkey""}","{""Peter J Winch""""Mickey Chopra""""Cynthia S Minkovitz""""Debra Jackson""""Alyssa B Sharkey""}"
author_list,668845,"{""Jai K Das"",""Zohra S Lassi"",""Zulfiqar A Bhutta"",""Guleshehwar Zahid"",""Aamer Imdad""}","{""Jai K Das""""Zohra S Lassi""""Zulfiqar A Bhutta""""Guleshehwar Zahid""""Aamer Imdad""}"
author_list,863844,"{""Yasunori Ota"",""Masaaki Noguchi"",""Kei-Ji Sugimoto"",""Hiroshi Izumi"",""Norio Komatsu"",""Nanae Yamaguchi"",""Hidenori Imai"",""Asami Shimada"",""Yasunobu Sekiguchi"",""Mutsumi Wakabayashi""}","{""Yasunori Ota""""Masaaki Noguchi""""Kei-Ji Sugimoto""""Hiroshi Izumi""""Norio Komatsu""""Nanae Yamaguchi""""Hidenori Imai""""Asami Shimada""""Yasunobu Sekiguchi""""Mutsumi Wakabayashi""}"
author_list,946006,"{""A. J. Ghia"",""V. J. Gonzalez"",""J. D. Tward"",""A. M. Stroup"",""D. K. Gaffney"",""L. Pappas""}","{""A. J. Ghia""""V. J. Gonzalez""""J. D. Tward""""A. M. Stroup""""D. K. Gaffney""""L. Pappas""}"
author_list,36429,"{""V Cus_"",""H Galvez"",""M Iriondo"",""J Campistol"",""I Mlaga"",""A Garc_a Cazorla""}","{""V Cus�_""""H Galvez""""M Iriondo""""J Campistol""""I M��laga""""A Garc�_a Cazorla""}"
author_list,259367,"{""A. Erol"",""J. B. Celik"",""I. Kara"",""A. Topal"",""S. Guven""}","{""A. Erol""""J. B. Celik""""I. Kara""""A. Topal""""S. Guven""}"
author_list,977276,"{""M. P. Bach"",""D. Cosic""}","{""M. P. Bach""""D. Cosic""}"
author_list,369578,"{""D J Sadler"",""R R Gray"",""B D Schouten"",""J M Bohnen"",""J K Wong"",""R Mustard"",""G Doyle"",""R A Pugash"",""J Sanabria""}","{""D J Sadler""""R R Gray""""B D Schouten""""J M Bohnen""""J K Wong""""R Mustard""""G Doyle""""R A Pugash""""J Sanabria""}"
author_list,772616,"{""di Raimondo D."",""Pinto A."",""Lucifora B."",""Tuttolomondo A."",""Licata G."",""Butt_ C.""}","{""di Raimondo D.""""Pinto A.""""Lucifora B.""""Tuttolomondo A.""""Licata G.""""Butt�� C.""}"
author_list,334681,"{""Jamehl L. Demons"",""Jeff D. Williamson"",""Kathryn E. Callahan"",""James Lovato"",""Janice S. Lawlor"",""Hal H. Atkinson"",""Ann Lambros"",""Franklin S. Watkins"",""Kaycee M. Sink"",""Brooke R. Davis"",""Mary F. Lyles""}","{""Jamehl L. Demons""""Jeff D. Williamson""""Kathryn E. Callahan""""James Lovato""""Janice S. Lawlor""""Hal H. Atkinson""""Ann Lambros""""Franklin S. Watkins""""Kaycee M. Sink""""Brooke R. Davis""""Mary F. Lyles""}"
author_list,757463,"{""Mayuko Saito"",""Susan Olender"",""Robert H Gilman"",""Christian T Bautista"",""Evelyn J Hsieh"",""Luz Caviedes"",""Kari Gillenwater"",""Jane Apgar"",""Pedro Moro"",""Andres G Lescano""}","{""Mayuko Saito""""Susan Olender""""Robert H Gilman""""Christian T Bautista""""Evelyn J Hsieh""""Luz Caviedes""""Kari Gillenwater""""Jane Apgar""""Pedro Moro""""Andres G Lescano""}"
author_list,368072,"{""Vicenzino B Bisset L, Beller E, Jull G, Brooks P, Darnell R""}","{""Vicenzino B Bisset L Beller E Jull G Brooks P Darnell R""}"
author_list,812893,"{""L. Schlessinger"",""D. M. Eddy"",""R. Kahn""}","{""L. Schlessinger""""D. M. Eddy""""R. Kahn""}"
author_list,380945,"{""G R Chalmers"",""K M Knutzen""}","{""G R Chalmers""""K M Knutzen""}"
author_list,513829,"{""Dominic S Carreira"",""Ross M Borzykowski"",""John Kozy"",""Steven D Needell""}","{""Dominic S Carreira""""Ross M Borzykowski""""John Kozy""""Steven D Needell""}"
author_list,862798,"{""P. Tarraga-Lopez"",""J. M. Ocana-Lopez"",""J. Miguel-Clave"",""J. Solera-Albero"",""M. Cerdan-Oliver"",""M. A. Lopez-Cara"",""A. Celada-Rodriguez""}","{""P. Tarraga-Lopez""""J. M. Ocana-Lopez""""J. Miguel-Clave""""J. Solera-Albero""""M. Cerdan-Oliver""""M. A. Lopez-Cara""""A. Celada-Rodriguez""}"
author_list,316632,"{""M. Goyal"",""S. Wiebe"",""M. D. Hill"",""F. M. Clement"",""J. H. Wong"",""M. A. Almekhlafi"",""D. Yavin""}","{""M. Goyal""""S. Wiebe""""M. D. Hill""""F. M. Clement""""J. H. Wong""""M. A. Almekhlafi""""D. Yavin""}"
author_list,38413,"{""J. DA  - May-Jun DO  - 10.4103/1119-3077.130253 DP  - NLM ET  - 2014/04/10 Wu"",""Q. Zhao"",""Y. Fan"",""Y. S. Liao""}","{""J. DA  - May-Jun DO  - 10.4103/1119-3077.130253 DP  - NLM ET  - 2014/04/10 Wu""""Q. Zhao""""Y. Fan""""Y. S. Liao""}"
author_list,595469,"{""M. D. Barton"",""J. Simon"",""J. E. Axon"",""S. Moss"",""S. G. Morris"",""D. J. Trott"",""S. Fury"",""M. Maiwald"",""P. Giffard"",""D. Jordan"",""P. Southwell""}","{""M. D. Barton""""J. Simon""""J. E. Axon""""S. Moss""""S. G. Morris""""D. J. Trott""""S. Fury""""M. Maiwald""""P. Giffard""""D. Jordan""""P. Southwell""}"
author_list,49698,"{""C. C2  - Pmc2827243 C6  - Nihms132141 DA  - Oct DO  - 10.1053/j.gastro.2009.06.060 DP  - NLM ET  - 2009/07/15 Di Lorenzo"",""M. Saps"",""S. Nurko"",""P. Hyman"",""N. Youssef"",""A. Miranda"",""J. Cocjin""}","{""C. C2  - Pmc2827243 C6  - Nihms132141 DA  - Oct DO  - 10.1053/j.gastro.2009660 DP  - NLM ET  - 2009/07/15 Di Lorenzo""""M. Saps""""S. Nurko""""P. Hyman""""N. Youssef""""A. Miranda""""J. Cocjin""}"
author_list,900624,"{""R. Daniel"",""M. T. Ansari"",""L. Weeks"",""S. Doucette"",""A. Tsertsvadze"",""B. Skidmore"",""K. Singh"",""L. Gaudet"",""M. Walker"",""S. Tsouros""}","{""R. Daniel""""M. T. Ansari""""L. Weeks""""S. Doucette""""A. Tsertsvadze""""B. Skidmore""""K. Singh""""L. Gaudet""""M. Walker""""S. Tsouros""}"
author_list,246528,"{""A. Zyluk"",""P. Puchalski""}","{""A. Zyluk""""P. Puchalski""}"
author_list,347144,"{""Abdi Rasekh"",""Jie Cheng"",""Ali Massumi"",""Michael R Ujhelyi"",""Vadim Levin"",""Mehdi Razavi"",""James A Coles"",""Margit Nemeth"",""Ilyas Colombowala""}","{""Abdi Rasekh""""Jie Cheng""""Ali Massumi""""Michael R Ujhelyi""""Vadim Levin""""Mehdi Razavi""""James A Coles""""Margit Nemeth""""Ilyas Colombowala""}"
author_list,957059,"{""W. T. Yu"",""S. Yang"",""Y. Tang"",""B. Wu"",""J. X. Zhou""}","{""W. T. Yu""""S. Yang""""Y. Tang""""B. Wu""""J. X. Zhou""}"
author_list,269313,"{""Yong-Kyun Kim"",""Tae Yoong Jeong"",""Won Hyuk Chang"",""Sang Chul Lee"",""Jeong-Gyu Yoon"",""Dong Suk Kim""}","{""Yong-Kyun Kim""""Tae Yoong Jeong""""Won Hyuk Chang""""Sang Chul Lee""""Jeong-Gyu Yoon""""Dong Suk Kim""}"
author_list,267879,"{""O. H. Simonsen"",""S. T. Skou"",""H. Thomsen""}","{""O. H. Simonsen""""S. T. Skou""""H. Thomsen""}"
author_list,224232,"{""A M Mulekar"",""B J Vakiland""}","{""A M Mulekar""""B J Vakiland""}"
author_list,663994,"{""Vincent J P Van Heuven"",""Niels O Schiller"",""Jurriaan Witteman""}","{""Vincent J P Van Heuven""""Niels O Schiller""""Jurriaan Witteman""}"
author_list,520771,"{""R R van Rijn"",""S G F Robben""}","{""R R van Rijn""""S G F Robben""}"
author_list,754594,"{""G. Abraham"",""Jr. Fromm, R. E."",""P. E. Marik"",""J. Varon"",""P. Careau""}","{""G. Abraham""""Jr. Fromm R. E.""""P. E. Marik""""J. Varon""""P. Careau""}"
author_list,817046,"{""M.M.P. Yang"",""S.H. Kok"",""G.T.C. Lee""}","{""M.M.P. Yang""""S.H. Kok""""G.T.C. Lee""}"
author_list,736183,"{""D Kalina"",""S de Ribaupierre"",""O Vernet"",""P -F Leyvraz"",""B Rilliet"",""B Cavin""}","{""D Kalina""""S de Ribaupierre""""O Vernet""""P -F Leyvraz""""B Rilliet""""B Cavin""}"
author_list,963532,"{""S. Kato"",""M. Ishida"",""H. Sakuma""}","{""S. Kato""""M. Ishida""""H. Sakuma""}"
author_list,704093,"{""D Chochol"",""R Chaloupka"",""B Kala"",""J Gallo"",""M Netval""}","{""D Chochol���""""R Chaloupka""""B Kala""""J Gallo""""M Netval""}"
author_list,912377,"{""K. Mantsopoulos"",""C. Bohr"",""F. Hebel""}","{""K. Mantsopoulos""""C. Bohr""""F. Hebel""}"
author_list,203935,"{""Pakenham K.I."",""Fitzell A.""}","{""Pakenham K.I.""""Fitzell A.""}"
author_list,68354,"{""Maharudrappa Basnaker"",""Satish Bnvs"",""Srikala Sp""}","{""Maharudrappa Basnaker""""Satish Bnvs""""Srikala Sp""}"
author_list,259916,"{""K. Y. Tseng"",""H. F. Huang"",""K. I. Cheng"",""H. T. Hsu"",""P. Y. Chang"",""Y. C. Chen"",""I. C. Lu""}","{""K. Y. Tseng""""H. F. Huang""""K. I. Cheng""""H. T. Hsu""""P. Y. Chang""""Y. C. Chen""""I. C. Lu""}"
author_list,199407,"{""Alan David Widgerow"",""Laurence A. DB  - c8h DO  - 22101481 DP  - EBSCOhost Chait""}","{""Alan David Widgerow""""Laurence A. DB  - c8h DO  - 22101481 DP  - EBSCOhost Chait""}"
author_list,790756,"{""M Schmid"",""R Salati"",""P E Bianchi"",""A M Bezzina"",""C Barone""}","{""M Schmid""""R Salati""""P E Bianchi""""A M Bezzina""""C Barone""}"
author_list,592893,"{""S. G. Jenkins"",""T. M. File"",""D. J. Farrell""}","{""S. G. Jenkins""""T. M. File""""D. J. Farrell""}"
author_list,631610,"{""N R St-Pierre"",""D Sauvant"",""P Schmidely"",""J J Daudin""}","{""N R St-Pierre""""D Sauvant""""P Schmidely""""J J Daudin""}"
author_list,901298,"{""J. Kelly Anthony"",""Jane Thomas"",""Josephine Kavanagh""}","{""J. Kelly Anthony""""Jane Thomas""""Josephine Kavanagh""}"
author_list,429995,"{""A Philotheou"",""S R Heller"",""J Jendle"",""M-A Gall"",""K Klendorf"",""G P Ross"",""G Perriello"",""I Pavlic-Renar""}","{""A Philotheou""""S R Heller""""J Jendle""""M-A Gall""""K K��lendorf""""G P Ross""""G Perriello""""I Pavlic-Renar""}"
author_list,709359,"{""C. D. Smith"",""J. E. Skandalakis""}","{""C. D. Smith""""J. E. Skandalakis""}"
author_list,690938,"{""Tian-Biao Zhou"",""Si-Lian Fang"",""Hui-Liu Zhao"",""Gregor P C Drummen""}","{""Tian-Biao Zhou""""Si-Lian Fang""""Hui-Liu Zhao""""Gregor P C Drummen""}"
author_list,910604,"{""P. Kruszewski"",""Dept of Neurology Trondheim University Hospital L.J. Stovner"",""Norway Trondheim"",""J. M. Shen"",""Trondheim Norway University Hospital"",""L. J. Stovner"",""Trondheim Dept. of Neurology"",""Address Correspondence"",""Addresses Author""}","{""P. Kruszewski""""Dept of Neurology Trondheim University Hospital L.J. Stovner""""Norway Trondheim""""J. M. Shen""""Trondheim Norway University Hospital""""L. J. Stovner""""Trondheim Dept. of Neurology""""Address Correspondence""""Addresses Author""}"
author_list,730191,"{""Girault G"",""Rose RJ"",""Weinstein JN"",""Ball PA"",""Hanscom B"",""Fanciullo GJ""}","{""Girault G""""Rose RJ""""Weinstein JN""""Ball PA""""Hanscom B""""Fanciullo GJ""}"
author_list,42135,"{""M Katz"",""R Chatterjee"",""A Oatridge"",""J B Porter"",""G M Bydder""}","{""M Katz""""R Chatterjee""""A Oatridge""""J B Porter""""G M Bydder""}"
author_list,335521,"{""Jianwen Cai"",""June Stevens"",""Denise K. Houston""}","{""Jianwen Cai""""June Stevens""""Denise K. Houston""}"
author_list,22708,"{""J van der Meulen"",""J Kluck"",""E van Dijk"",""J H M Straatman""}","{""J van der Meulen""""J Kluck""""E van Dijk""""J H M Straatman""}"
author_list,704111,"{""Robert T Trousdale"",""J Ryan Martin""}","{""Robert T Trousdale""""J Ryan Martin""}"
author_list,804762,"{""T. Isayama"",""M. Crowther"",""C. Chai-Adisaksopha"",""W. Lim""}","{""T. Isayama""""M. Crowther""""C. Chai-Adisaksopha""""W. Lim""}"
author_list,657210,"{""Michiel A J Kompier"",""Etty G A Wielenga-Meijer"",""Dani_l H J Wigboldus"",""Toon W Taris""}","{""Michiel A J Kompier""""Etty G A Wielenga-Meijer""""Dani��l H J Wigboldus""""Toon W Taris""}"
author_list,929252,"{""K. Sidney"",""J. Antony"",""A. De Costa"",""A. Shet"",""R. Rodrigues"",""S. Krishnamurthy"",""G. D'Souza"",""K. Arumugam""}","{""K. Sidney""""J. Antony""""A. De Costa""""A. Shet""""R. Rodrigues""""S. Krishnamurthy""""G. D'Souza""""K. Arumugam""}"
author_list,821382,"{""J. Robinson-Papp"",""S.C. Shin""}","{""J. Robinson-Papp""""S.C. Shin""}"
author_list,925885,"{""H Li"",""Kf Chung"",""H Liu"",""Sp Zhang"",""M Xu""}","{""H Li""""Kf Chung""""H Liu""""Sp Zhang""""M Xu""}"
author_list,717315,"{""Enniati Rusli"",""Chien-Hui Yang""}","{""Enniati Rusli""""Chien-Hui Yang""}"
author_list,967781,"{""S. Mallery"",""J. Van Dam""}","{""S. Mallery""""J. Van Dam""}"
author_list,928952,"{""J. J. Coran"",""T. Koropeckyj-Cox"",""C. L. Arnold""}","{""J. J. Coran""""T. Koropeckyj-Cox""""C. L. Arnold""}"
author_list,225002,"{""Lynn M Wegner"",""Michelle M Macias""}","{""Lynn M Wegner""""Michelle M Macias""}"
author_list,550350,"{""OR. International Society for Technology in Education, Eugene"",""Bjorn Norstrom""}","{""OR. International Society for Technology in Education Eugene""""Bjorn Norstrom""}"
author_list,622979,"{""Nicola Orsini"",""Susanna C Larsson"",""Alicja Wolk""}","{""Nicola Orsini""""Susanna C Larsson""""Alicja Wolk""}"
author_list,501663,"{""John Petkov"",""Steve Bailey"",""Samuel Chalmers"",""Michael Heynen"",""Ebonie Scase"",""Mary E Magarey""}","{""John Petkov""""Steve Bailey""""Samuel Chalmers""""Michael Heynen""""Ebonie Scase""""Mary E Magarey""}"
author_list,48738,"{""A. R. Lomax"",""P. C. CN  - Pubmed DA  - Mar DO  - 10.1017/s0007114508055608 DP  - NLM ET  - 2008/09/26 Calder""}","{""A. R. Lomax""""P. C. CN  - Pubmed DA  - Mar DO  - 10.1017/s0007114508055608 DP  - NLM ET  - 2008/09/26 Calder""}"
author_list,143029,"{""Shao-Cheng Liu"",""Chi-Chung Wu"",""Hsing-Won Wang"",""Chuan-Hsiang Kao"",""Yueng-Hsiang Chu""}","{""Shao-Cheng Liu""""Chi-Chung Wu""""Hsing-Won Wang""""Chuan-Hsiang Kao""""Yueng-Hsiang Chu""}"
author_list,667611,"{""Marion Habersack"",""Irmina-Anna Gerlich"",""Gero Luschin""}","{""Marion Habersack""""Irmina-Anna Gerlich""""Gero Luschin""}"
author_list,565079,"{""John M O__Callaghan"",""Robert D Morgan"",""Peter J Morris"",""Simon R Knight""}","{""John M O�_Callaghan""""Robert D Morgan""""Peter J Morris""""Simon R Knight""}"
author_list,348006,"{""R A Robison"",""J L Nelson"",""B L Roeder"",""B L Beckstead"",""G B Schaalje"",""J C Carmen"",""W G Pitt"",""C M Runyan""}","{""R A Robison""""J L Nelson""""B L Roeder""""B L Beckstead""""G B Schaalje""""J C Carmen""""W G Pitt""""C M Runyan""}"
author_list,55412,"{""Thomas Martin Doring"",""Maud Parise"",""Gustavo Tukamoto"",""Emerson Leandro Gasparetto"",""Tadeu Takao Almodovar Kubo"",""Maurice Vincent""}","{""Thomas Martin Doring""""Maud Parise""""Gustavo Tukamoto""""Emerson Leandro Gasparetto""""Tadeu Takao Almodovar Kubo""""Maurice Vincent""}"
author_list,979292,"{""Savvas Stafilidis"",""Adamantios Arampatzis""}","{""Savvas Stafilidis""""Adamantios Arampatzis""}"
author_list,971456,"{""H. A. P. Pols"",""C. M. van Duijin"",""S. W. J. Lamberts"",""I. Rietveld"",""A. Hofman"",""J. A. M. J. L. Janssen""}","{""H. A. P. Pols""""C. M. van Duijin""""S. W. J. Lamberts""""I. Rietveld""""A. Hofman""""J. A. M. J. L. Janssen""}"
author_list,533193,"{""Elie A Akl"",""Gordon Guyatt"",""Stephen D Walter"",""Rita S Suri"",""Reem A Mustafa"",""Gihad E Nesrallah"",""Robert M Lindsay""}","{""Elie A Akl""""Gordon Guyatt""""Stephen D Walter""""Rita S Suri""""Reem A Mustafa""""Gihad E Nesrallah""""Robert M Lindsay""}"
author_list,970436,"{""J. Bhagatwala"",""W. Caldwell"",""D. H. Guo"",""A. Mellor"",""H. Zhu"",""R. Caldwell"",""R. Lucas"",""S. J. Parikh"",""Y. Dong"",""S. Sridhar"",""Y. Dong""}","{""J. Bhagatwala""""W. Caldwell""""D. H. Guo""""A. Mellor""""H. Zhu""""R. Caldwell""""R. Lucas""""S. J. Parikh""""Y. Dong""""S. Sridhar""""Y. Dong""}"
